thigh_length,calf_length,motor_left_name,motor_right_name,gear_left_ratio,gear_right_ratio,gearbox_left,gearbox_right,torso_distance,ik_height,ori_l,ori_theta,best_index,best_cost,ac1,ac2,ac3
0.25025516633412326,0.2737813059828765,MN8014,VT8020,7.608550657008344,4.463102590733637,CPG,CPG,0.0992640611514653,0.3072048638694103,5.789378548371921,-0.589921041161717,5,-0.9154460727016929,417.3,5.9,29.2
0.24703370086624243,0.2500535736006092,MN8014,MN8014,16.25634350050248,4.698553028567109,CPG,CPG,0.10160005121308069,0.33030961499166417,7.752264189650422,-0.4850727537364612,2,-0.3846802016539268,233.4,6.1,34.5
0.2568046604185314,0.25825391276539644,MN8014,VT8020,13.229444241238358,5.45951763991407,CPG,SSPG,0.10192848910372476,0.33037941734436777,5.159227532513051,0.27159166264199985,2,-0.651393976956383,449.0,4.9,31.2
0.269063067205882,0.22871783845018223,MN8014,MN8014,10.083428796152127,4.012338226236261,CPG,SSPG,0.08197831493530225,0.35372608817449885,7.395834661011219,-0.6945800968987292,2,-1.4008170585063464,456.3,6.4,32.7
0.24597052559536997,0.2503274376845336,MN8014,MN8014,21.38914115726969,4.068880097550322,WPG,SSPG,0.08498836588628801,0.3067251127419219,7.337115055146175,-0.5645790212545507,7,-1.0015158727183024,258.3,6.2,26.1
0.24477899920476653,0.24604077329195434,MN8014,MN8014,22.93697712764054,4.011095570097389,WPG,SSPG,0.08615230378498737,0.3341471699019345,6.009488061964269,-0.6132586350693537,0,-1.5905427516210722,439.0,7.3,29.1
0.2512709554310829,0.2435783292362952,MN8014,MN8014,23.67873476500769,4.539211679482842,WPG,SSPG,0.08689068313116345,0.3449338540430616,6.272074352943906,-0.9243034214165724,5,-1.0479017490741995,507.6,8.5,33.2
0.24873223038076175,0.2408118358523181,VT8020,MN8014,21.298526811729477,4.335667025142341,WPG,CPG,0.08281161212014958,0.317114510283034,6.767111439095331,-0.5135347491679512,0,-1.3204838047313814,556.4,7.2,30.6
0.24955369658680268,0.25197919201111124,MN8014,MN8014,19.356038666433886,6.020767486212499,WPG,SSPG,0.09233857193398762,0.3096970035281863,7.792809387716712,-0.6329130003168755,5,-3.1131760001621807,552.7,7.9,40.4
0.2568258315049363,0.26605838683619426,MN8014,MN8014,16.904640572872868,7.886758337528962,WPG,CPG,0.08384097622888745,0.31340460043586615,7.129632421117897,-0.3564618435135847,4,0.49915729962396327,583.7,7.7,38.5
0.24842400985267643,0.26400426816428135,MN8014,MN8014,14.687210679572196,6.312340190675684,CPG,SSPG,0.09350901565288855,0.3015012335861558,7.058025876668279,-0.14234785795038274,3,-1.762976914763403,475.4,6.7,35.3
0.25517765171446816,0.2523304646661612,MN8014,MN8014,13.9945772372165,4.243529869556648,CPG,SSPG,0.07953986828588272,0.3088577771585186,7.450612753360183,-0.09196142161473664,7,-2.353521816776805,602.1,6.5,36.7
0.23993119089352444,0.23779106562409116,MN8014,MN8014,22.976584547647757,4.110593901003111,WPG,SSPG,0.07494239843298235,0.300161709819487,8.445182497687897,0.10112964611192421,3,-1.765935842448993,460.3,6.8,37.3
