thigh_length,calf_length,motor_left_name,motor_right_name,gear_left_ratio,gear_right_ratio,gearbox_left,gearbox_right,torso_distance,ik_height,best_index,best_cost,ac1,ac2,ac3
0.25882454973770086,0.24338256688294518,U12,VT8020,5.227718581336303,6.687874853286331,SSPG,CPG,0.12430793285028109,0.34243713298260603,0,9.915018591761239,567.8,4.7,25.2
0.24832282661252447,0.2428465611685609,U10,VT8020,9.65247101126015,4.003260960017364,CPG,CPG,0.10347032071026457,0.36687863120517644,1,3.7592715567128137,375.7,2.1,24.9
0.24415029483771516,0.2458753311599764,U10,MAD_M6C12,9.142404632413424,4.051905636167669,CPG,CPG,0.10663644749198095,0.36387367815678645,1,-0.32057458903079805,594.4,3.0,22.5
0.26112686595516915,0.26790443781300527,U10,VT8020,4.017618851571807,6.729343130179245,CPG,CPG,0.10680117961602252,0.3672963025117594,0,3.1087049832534674,434.4,3.9,26.1
0.2552829785795851,0.29324422533993366,U10,MN8014,4.002584428262935,4.230150972224738,CPG,SSPG,0.10396686848933578,0.3808355307637084,6,4.079425188022476,568.3,3.6,33.4
0.2663546061527251,0.2843648371264885,U8,MN8014,4.020585715718154,4.792928400114817,CPG,SSPG,0.10585649619014284,0.3205603424850647,7,1.284500384077229,525.1,3.1,31.8
0.2730514317659916,0.28171301986986463,U8,MN8014,4.448431412574923,6.250283754726858,CPG,SSPG,0.12172911307302416,0.3185608970875678,3,2.604160872955479,613.2,3.9,29.7
0.2598919412956668,0.2587034169463682,U8,VT8020,4.806765331314839,5.8396224502208725,CPG,SSPG,0.09065182214157985,0.32940691131780947,4,1.659349351419432,572.5,4.6,28.8
0.26828940069098545,0.2407664501879158,U8,VT8020,4.020974478509632,6.53954711593647,CPG,CPG,0.10038842959141484,0.309221703241866,6,-2.1700786486673644,759.4,3.8,30.2
0.28266984791319066,0.256431786333776,U8,VT8020,4.357289185777825,4.8484388111563295,CPG,SSPG,0.09270092611023029,0.30022540403008974,6,2.4727242154711533,792.5,5.5,28.3
0.2618520764695625,0.2664909145248323,U8,MN8014,5.136617965891105,4.732581168963142,CPG,CPG,0.08796032042833862,0.30451400507669074,6,2.0077710519242817,778.8,3.9,33.8
0.2551382449794992,0.2378434747419767,U8,VT8020,4.186174368076614,4.0385952122984605,CPG,CPG,0.09524958323895832,0.300289156434606,5,2.582693735645101,601.4,3.4,32.5
0.2761016531959406,0.24649441375388756,U8,VT8020,4.00150080196067,6.532865752165966,CPG,CPG,0.1039912790918077,0.3158911164863919,1,-0.8181202718764871,813.4,4.5,33.6
0.2711857351643432,0.2526225504828187,U8,VT8020,4.277426798866239,6.387587144004777,CPG,CPG,0.09528293594861825,0.31167960134349654,1,-2.181559298170707,750.3,4.8,29.3
0.2384217536881878,0.26480858950368513,U8,MN8014,4.2039766931940985,6.365750539930897,CPG,CPG,0.10167937825206544,0.3185146554580354,5,2.129067093394651,735.2,5.5,32.5
0.24216414715628437,0.23913400988517547,U8,MN8014,4.197311624266273,4.065271835032548,CPG,SSPG,0.08878638429630639,0.3384756138926489,3,-0.2449295610079405,727.7,4.8,33.0
0.26107166376185775,0.2513611200344167,U8,MN8014,4.46776315825485,4.843539456020899,CPG,SSPG,0.09659609150911619,0.351479300123986,7,-2.2194040069188476,653.8,5.2,34.2
0.2364712656953829,0.23144417060440875,U8,MN8014,4.000844241701165,4.007680613367928,CPG,SSPG,0.09150180442617986,0.30982262796943055,2,-3.22477799402799,639.7,4.8,27.4
0.25582974196809694,0.22620420792684867,U8,MN8014,4.00516557348826,5.510155163381372,CPG,SSPG,0.09543919874629514,0.3431821607325603,6,-0.6856388062754348,683.8,5.2,27.2
0.2602570070209098,0.22739938171090215,U8,MN8014,4.013812986223266,4.0409044440602,CPG,SSPG,0.09609986095245553,0.3374568745767158,1,-3.1345862813119068,757.4,5.8,26.8
0.2545143578285803,0.24235720641244402,U8,VT8020,4.021809856317838,5.279820426575018,CPG,CPG,0.09342934228937186,0.3767603293754556,3,-2.883081418794446,701.4,6.6,26.3
0.2646907368536995,0.24239243783379288,U8,MN8014,4.53945803679612,4.25252459461915,CPG,CPG,0.092589325354552,0.34813532581890094,0,-3.3095956500440646,700.7,6.8,29.6
0.24527822073878675,0.24898966272965534,U8,VT8020,4.041908095634708,4.320223850049694,CPG,CPG,0.08834691431065848,0.33002303532971633,0,-2.9529627834893706,745.6,6.2,29.7
0.24800647347460053,0.2527349627882369,U8,VT8020,5.016672797133226,4.919544021191527,CPG,CPG,0.09588748669714695,0.346253732663777,0,-0.453825716761159,845.1,5.5,24.5
0.24273271561464624,0.24890862992975465,U8,VT8020,4.134034104303545,5.74984957808753,CPG,SSPG,0.0935008935325003,0.3447750531991234,6,-3.0390945126968143,778.3,5.2,26.5
0.24361250602087695,0.2493000468690459,U8,VT8020,4.259557192917096,7.091839421413542,CPG,CPG,0.09466919657148551,0.3497921482438477,0,-3.0680500129948385,747.6,6.1,25.6
0.2409197982336534,0.251261238039709,U8,VT8020,4.496103455998568,5.189574590452866,CPG,SSPG,0.09922981749233593,0.3373962016393092,7,-2.5519322289221957,807.2,5.2,27.8
0.2448608263488249,0.2552577131362478,U8,VT8020,4.554403789908441,6.001760014534244,CPG,SSPG,0.09844871526861203,0.3383682191071749,7,-2.852403138963279,802.1,5.4,26.8
0.2486642951595951,0.24328472752103036,U8,VT8020,4.4799743837416575,6.212825169964007,CPG,SSPG,0.09657353952103617,0.35607289451552215,5,-1.2354024788335947,737.7,6.1,27.7
0.2489994297466273,0.2572906084582618,U8,VT8020,4.021137699475098,7.253518318682439,CPG,SSPG,0.09895614886979939,0.35388369629211935,1,-3.6761333850381313,739.6,6.5,26.0
0.23570644456880413,0.26389799446148654,U8,VT8020,4.068706474969401,5.4700544969726135,CPG,SSPG,0.10185105208284531,0.3573325770775798,5,-2.4471871713398023,803.0,5.6,28.1
0.25261217741016617,0.2538654321584463,U8,VT8020,4.011067660649015,4.505229687723569,CPG,CPG,0.10154989973907788,0.35792090526782144,3,-2.6672310976933487,713.7,5.3,27.9
0.2505466548966157,0.2614455513780547,U8,VT8020,4.037950316920257,5.765582065004242,CPG,SSPG,0.1007436789963259,0.36400547020002794,6,-3.4226824476352515,714.3,5.3,26.6
0.2626041602166906,0.2604152854621384,U8,VT8020,4.077656559168583,7.244152482109712,CPG,SSPG,0.10201515096258411,0.3779060419898056,1,-3.9154453011329338,666.3,5.6,26.2
0.25646611964412236,0.26414298741580994,U8,VT8020,4.046202016779785,7.63787948844664,CPG,CPG,0.10238329525264397,0.3661505404175216,2,-4.015455424923831,754.5,5.7,27.9
0.25216501575771305,0.2620656387518816,U8,VT8020,4.001106254237364,7.490966442506345,CPG,CPG,0.10401935387104366,0.3627744385898398,5,-3.868197765560234,727.9,5.5,27.0
0.251768758932984,0.2595742502449981,U8,VT8020,4.0878858233823845,7.202179302734796,CPG,SSPG,0.10397887522486976,0.3707808487859072,5,-4.059097147633155,734.2,5.6,29.0
0.2614572214503656,0.25792374998578294,U8,VT8020,4.07252822148028,7.267335535719453,CPG,SSPG,0.10659886288193268,0.3806328433777715,0,-3.790928222586585,732.8,5.8,29.3
0.2552341560846175,0.2641442459369258,U8,VT8020,4.153925040711012,8.264246670741823,CPG,CPG,0.10608100785506966,0.37816441012937485,6,-4.107833814624742,826.7,6.3,29.1
0.258262555437481,0.2713462868979987,U8,VT8020,4.002103894003712,8.655698837528794,CPG,CPG,0.10869864957824958,0.39005658978657165,7,-4.448520705484073,785.8,5.3,30.0
0.26650415408058714,0.27074338815461424,U8,VT8020,4.469469775751476,8.840586383269756,CPG,CPG,0.10460074222230512,0.39566159763260755,5,-4.084632998652241,766.9,5.8,27.7
0.26058230903507773,0.27130095254691067,U8,VT8020,4.057210477820605,8.757731813970867,CPG,CPG,0.10890710384771378,0.38815794580833934,6,-4.458562480950619,682.7,4.9,28.3
0.24959248909256482,0.281142788624498,U8,VT8020,4.037138191792778,9.847062465184305,CPG,CPG,0.10953865417283631,0.3878910349189453,5,-4.52848106252533,674.7,5.0,29.7
0.2631269218901411,0.26679454330306757,U8,VT8020,4.055915018835046,8.432967971614621,CPG,CPG,0.11083253149178329,0.37944244057982707,6,0.22606740464519604,738.2,5.3,29.2
0.2509827300128076,0.2691671447062254,U8,VT8020,4.005805552730366,7.419472746622164,CPG,CPG,0.10678200175878653,0.3826320316095112,3,-3.9333656324730786,731.4,5.4,27.7
0.2559616033213693,0.28192879960236494,U8,VT8020,4.443101367139459,8.784680919573965,CPG,CPG,0.11239787803770238,0.3907202902630419,4,-4.437425830410268,743.0,5.5,27.4
0.25255313198313195,0.2802269005474468,U8,VT8020,4.000003409378532,9.12798928407414,CPG,CPG,0.10850214616489365,0.38098825158932126,1,-4.612706436477287,790.6,6.1,28.3
0.2585672074969192,0.2712647195902578,U8,VT8020,4.015389071080949,6.612200267777256,CPG,CPG,0.10843130624652464,0.38180057725792144,4,-3.905816497223914,789.3,5.8,27.5
0.2546451534291105,0.2724444436766058,U8,VT8020,4.012918173270799,6.0356715500150955,CPG,SSPG,0.10641243507189735,0.3714398857427345,6,-3.6992740759408784,791.1,5.3,28.2
0.2627433848815941,0.26965624710360875,U8,VT8020,4.00000143901364,6.958667405674808,CPG,SSPG,0.1088273327821622,0.3839121761693474,6,-3.943500746728751,788.9,5.7,26.9
0.2663200571958558,0.27382300304290114,U8,VT8020,4.001297293303503,7.787866740806801,CPG,CPG,0.10972927021190845,0.39473293862779085,4,-3.9934116893658924,787.1,5.6,27.1
0.2619293832590505,0.25757302569351753,U8,VT8020,4.017706393061986,7.291803258631313,CPG,SSPG,0.10789858475914407,0.39463568949596345,1,-4.383470343080722,814.6,5.7,28.3
0.2561445472337236,0.26179293659415914,U8,VT8020,4.000174866945514,7.47334013385767,CPG,CPG,0.11107010887376134,0.3860817591889356,6,-4.189652416638872,822.3,5.8,27.4
0.2618548106126127,0.2638103481363001,U8,VT8020,4.002198318712597,9.287023072866564,CPG,CPG,0.11148923315869202,0.39504525572428284,0,-4.819517386770336,743.1,5.2,29.6
0.26128097522530586,0.2686414834814922,U8,VT8020,4.029156747644464,10.459542438231779,CPG,CPG,0.11214176366537432,0.407120091391245,4,-5.708123328842246,771.1,5.1,27.9
0.26378544020428896,0.2636818776533333,U8,VT8020,4.005664032758913,8.48002755774476,CPG,CPG,0.11158486612893362,0.4037472826051156,1,-5.144251972664893,803.9,5.5,28.7
0.26069712793866284,0.2679920876009141,U8,VT8020,4.040224474083975,10.150790253406193,CPG,CPG,0.10760122992475077,0.39786204838496325,4,-5.275423273195377,754.6,5.5,27.1
0.26072996504583784,0.25798345819672874,U8,VT8020,4.041066868937139,9.311705107619947,CPG,CPG,0.10871219570307675,0.4006453225845076,0,-5.716369837138405,762.6,5.8,26.8
0.27072991016589276,0.250878945791938,U8,VT8020,4.085856317940925,10.141563088199895,CPG,CPG,0.10415679659623721,0.40405876330361057,5,-5.860351341903126,739.2,5.9,26.2
