thigh_length,calf_length,motor_hip_name,motor_knee_name,gear_hip_ratio,gear_knee_ratio,gearbox_hip,gearbox_knee,torso_distance,ik_height,best_index,best_cost,ac1,ac2,ac3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3205817634434413,5,0.9503421793529028,468.6,4.1,28.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3261466410980626,1,0.7391892058308103,538.1,3.5,19.9
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30432711276448743,1,0.1614927905674639,614.9,4.8,10.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000050231847365,1,0.11613285388661199,789.3,5.2,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3001023771662971,6,0.2799042259741382,605.4,5.4,13.7
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3019566535495471,5,0.14852001470765552,472.3,4.5,10.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000318438732862,5,0.1026496669300232,533.1,5.2,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30151827106012163,2,0.13352537207758663,587.5,4.1,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3006479454600254,3,0.11945934999220542,588.0,5.7,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000000122187639,6,0.12768248206304822,634.6,5.7,10.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000510662126972,0,0.13247127765818645,634.2,5.6,10.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30008033531358524,1,0.12119156715191615,675.7,6.3,10.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3004958375772983,6,0.12731335278277456,697.5,6.9,10.4
