Thigh,Calf,Hip motor,Knee motor,Hip ratio,Knee ratio,Gearbox hip,Gearbox knee,Efficiency hip,Efficiency knee,Torso distance,ik_height,Best X velocity,Average energy,Max height,Max distance,Unique id,ac1,ac2,ac3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,0.029318084544207475,9.130367771961673,0.2375856671243613,0.0795308152232877,1caa42b3,617.7,5.1,28.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,0.030872352438213353,9.130367771961673,0.2375856671243613,0.0795308152232877,1caa42b3,617.7,5.1,28.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,0.030699012032479614,9.130367771961673,0.2375856671243613,0.0795308152232877,1caa42b3,617.7,5.1,28.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,0.03102130898108966,9.130367771961673,0.2375856671243613,0.0795308152232877,1caa42b3,617.7,5.1,28.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,0.03071671098138326,9.130367771961673,0.2375856671243613,0.0795308152232877,1caa42b3,617.7,5.1,28.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3845417302846151,0.025869004246155,8.820251141338854,0.23046406544454476,0.0727981814175432,cc6bfae2,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3845417302846151,0.026809501623677876,8.820251141338854,0.23046406544454476,0.0727981814175432,cc6bfae2,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3845417302846151,0.02832967095734365,8.820251141338854,0.23046406544454476,0.0727981814175432,cc6bfae2,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3845417302846151,0.0288025390186902,8.820251141338854,0.23046406544454476,0.0727981814175432,cc6bfae2,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3845417302846151,0.028608139328169992,8.820251141338854,0.23046406544454476,0.0727981814175432,cc6bfae2,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,0.0322468638025996,9.38243560130796,0.24257150809424657,0.09148580993141359,ea5b9308,518.6,7.4,29.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,0.03385873038693083,9.38243560130796,0.24257150809424657,0.09148580993141359,ea5b9308,518.6,7.4,29.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,0.03401189111304921,9.38243560130796,0.24257150809424657,0.09148580993141359,ea5b9308,518.6,7.4,29.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,0.03434917745945848,9.38243560130796,0.24257150809424657,0.09148580993141359,ea5b9308,518.6,7.4,29.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,0.03439572859509772,9.38243560130796,0.24257150809424657,0.09148580993141359,ea5b9308,518.6,7.4,29.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,0.03226426130820929,9.55024234275833,0.24569449980746488,0.09684713841834214,dc1878bd,518.7,3.8,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,0.03559701582628139,9.55024234275833,0.24569449980746488,0.09684713841834214,dc1878bd,518.7,3.8,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,0.03519969754526289,9.55024234275833,0.24569449980746488,0.09684713841834214,dc1878bd,518.7,3.8,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,0.03577435068907758,9.55024234275833,0.24569449980746488,0.09684713841834214,dc1878bd,518.7,3.8,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,0.036519701591100094,9.55024234275833,0.24569449980746488,0.09684713841834214,dc1878bd,518.7,3.8,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3500986652880233,0.03626585809747175,9.823273997512143,0.25139573459744563,0.10309248807115956,4d3a7445,539.9,5.8,27.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3500986652880233,0.035522726025170856,9.823273997512143,0.25139573459744563,0.10309248807115956,4d3a7445,539.9,5.8,27.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3500986652880233,0.03734355071093893,9.823273997512143,0.25139573459744563,0.10309248807115956,4d3a7445,539.9,5.8,27.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3500986652880233,0.03761440414324582,9.823273997512143,0.25139573459744563,0.10309248807115956,4d3a7445,539.9,5.8,27.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3500986652880233,0.038585600409664474,9.823273997512143,0.25139573459744563,0.10309248807115956,4d3a7445,539.9,5.8,27.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35328829524734545,0.03259048677852933,9.712556327106899,0.2492211873961095,0.10076354591528576,8e61e41b,700.3,4.1,27.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35328829524734545,0.034887391575547044,9.712556327106899,0.2492211873961095,0.10076354591528576,8e61e41b,700.3,4.1,27.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35328829524734545,0.036973231025372255,9.712556327106899,0.2492211873961095,0.10076354591528576,8e61e41b,700.3,4.1,27.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35328829524734545,0.037064296603397134,9.712556327106899,0.2492211873961095,0.10076354591528576,8e61e41b,700.3,4.1,27.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35328829524734545,0.038346279442984924,9.712556327106899,0.2492211873961095,0.10076354591528576,8e61e41b,700.3,4.1,27.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.33923513158996266,0.038858629454260205,9.875112605079915,0.25205835245876484,0.11121054355067111,7827477c,607.3,3.3,27.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.33923513158996266,0.03906348855861418,9.875112605079915,0.25205835245876484,0.11121054355067111,7827477c,607.3,3.3,27.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.33923513158996266,0.03886775725537159,9.875112605079915,0.25205835245876484,0.11121054355067111,7827477c,607.3,3.3,27.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.33923513158996266,0.03918880515790419,9.875112605079915,0.25205835245876484,0.11121054355067111,7827477c,607.3,3.3,27.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.33923513158996266,0.0407095810657499,9.875112605079915,0.25205835245876484,0.11121054355067111,7827477c,607.3,3.3,27.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3205817634434413,0.03584500007000439,10.32463540445039,0.2598037961747982,0.1226884823989837,f49f1415,468.6,4.1,28.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3205817634434413,0.042012870232785826,10.32463540445039,0.2598037961747982,0.1226884823989837,f49f1415,468.6,4.1,28.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3205817634434413,0.04235808197350162,10.32463540445039,0.2598037961747982,0.1226884823989837,f49f1415,468.6,4.1,28.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3205817634434413,0.042396186998638036,10.32463540445039,0.2598037961747982,0.1226884823989837,f49f1415,468.6,4.1,28.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3205817634434413,0.04680144925363893,10.32463540445039,0.2598037961747982,0.1226884823989837,f49f1415,468.6,4.1,28.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.36053235231684655,0.03528075874379896,9.57339610380845,0.2476995043487951,0.10003392305378969,774551e9,482.6,3.6,22.7
