thigh_length,calf_length,motor_hip_name,motor_knee_name,gear_hip_ratio,gear_knee_ratio,gearbox_hip,gearbox_knee,torso_distance,ik_height,best_index,best_cost,ac1,ac2,ac3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3205817634434413,5,-1.0584349403108433,468.6,4.1,28.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30051121372689865,5,-1.3691275389675215,489.8,3.9,26.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30008544670409104,1,-2.113971459838087,582.4,4.3,10.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3020438687283451,1,-2.1078789000512286,764.5,4.8,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.304849526524074,4,-1.9672381600129154,789.3,2.9,11.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000269162942804,6,-2.0354317305866534,612.5,3.4,12.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002418021233707,3,-2.127654283103185,619.7,1.5,10.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3007274723609903,2,-2.1187696994374248,756.4,1.7,10.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30074008770161015,3,-2.1184283635186825,747.3,3.2,10.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3036649797820269,6,-2.0614709199251946,678.1,2.3,10.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000664621714092,2,-2.1484157434659856,767.4,3.5,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.300187758178741,6,-2.1193047907476483,620.6,3.7,10.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000000053003919,4,-2.1202437824948914,621.5,3.4,10.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000782947839767,2,-2.148103000434692,713.1,2.8,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000796472204545,2,-2.1480672526637257,757.7,3.5,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30003161164583925,4,-2.149336680899162,721.2,3.5,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3002277722757705,6,-2.1441474867270607,728.5,2.4,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30007609248027267,2,-2.1481612110960215,736.5,2.9,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30004739106308015,7,-2.148919735891205,716.4,2.5,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000412782385839,0,-2.1490812616842985,755.1,2.5,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000552063106858,1,-2.1487132124616393,758.2,2.2,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3002876949403439,4,-2.1425511298770132,749.4,1.9,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30008170083165786,4,-2.148012970545353,732.5,2.0,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000220438798305,6,-2.1495894803196274,715.8,1.8,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002725136805247,2,-2.1494518891648067,734.6,2.0,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002797016685767,1,-2.149432897017901,726.0,2.0,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000339434274313,7,-2.1492750693070732,709.4,2.0,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000220081485943,6,-2.1495904243939137,738.3,2.2,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000259850698486,6,-2.1494853472592985,736.6,2.1,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000240722734264,0,-2.1495358868299825,726.0,2.0,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30005192486322035,4,-2.1487999287549564,747.7,2.1,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000481652986148,2,-2.1488992768052566,751.7,2.1,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000226549784986,5,-2.149573334129375,747.6,2.2,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000225706546995,3,-2.1495755620990415,739.2,2.2,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000206440118667,0,-2.1496264669086043,747.6,2.4,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000234629288811,4,-2.149551986753637,746.0,2.3,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002071319571394,7,-2.149624638972959,748.5,2.1,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000239796833224,4,-2.1495383332206153,745.9,2.1,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002660186029695,6,-2.1494690504584297,743.6,2.0,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002061912852496,5,-2.1496271243618734,745.6,2.1,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002465550996255,1,-2.1495204766927487,748.2,2.1,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002914912288753,4,-2.1494017464643775,751.9,2.1,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30003132757221523,5,-2.1493441868113674,747.2,1.9,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000351957030978,2,-2.149241980795871,743.8,1.9,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000302658709574,0,-2.149372239460793,744.1,1.9,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002086316324217,6,-2.1496206766162147,748.2,2.0,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000268063541863,6,-2.149463647325206,747.7,1.8,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000218486683045,2,-2.1495946381089373,746.9,1.8,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002308432942004,6,-2.149561989980459,753.2,2.0,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002434586353316,7,-2.149528658100997,747.8,1.9,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000218388422888,3,-2.149594897726809,751.1,2.0,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000216491952263,2,-2.1495999084907877,744.4,1.8,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002091699007655,6,-2.1496192544331434,746.6,1.9,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002237931933845,3,-2.1495806174830987,747.6,1.9,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002253155433145,0,-2.1495765951934125,745.5,1.9,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002278938763344,2,-2.1495697828232205,746.1,1.9,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000205004454794,4,-2.1496302601353747,746.6,2.0,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.300020453044235,4,-2.1496315125427667,746.7,1.9,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000212990813663,7,-2.149609159022632,746.5,1.9,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.300020813666538,1,-2.1496219843900173,749.0,2.0,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002048028184364,0,-2.149630792886997,748.3,1.9,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000210522369432,1,-2.149615681014816,748.8,2.0,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000205765771976,5,-2.149628248628088,747.8,2.0,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002142280152155,7,-2.149605890152534,748.2,2.0,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002113961607857,6,-2.149613372330381,749.2,2.0,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002053442634585,3,-2.1496293623131892,748.4,1.9,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002050319340945,1,-2.1496301875307644,749.7,2.0,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002043901082487,1,-2.149631883325191,750.2,2.0,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000210510239356,1,-2.1496157130642306,749.9,2.0,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.300020547464974,7,-2.149629017814086,750.3,2.0,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000204860819669,4,-2.1496306396394473,750.1,2.0,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002072364034416,2,-2.1496243630107323,749.9,2.0,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000207587272943,2,-2.1496234359634725,750.4,2.0,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000206412425776,1,-2.1496265400768966,750.3,2.0,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002060679517895,7,-2.1496274502261734,750.9,2.0,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002048215428084,5,-2.1496307434143147,750.8,2.1,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000204431015521,6,-2.149631775242065,750.6,2.0,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002047549159827,3,-2.1496309194518854,750.3,2.0,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002051044908296,4,-2.149629995825932,750.3,2.0,10.0
