thigh_length,calf_length,motor_hip_name,motor_knee_name,gear_hip_ratio,gear_knee_ratio,gearbox_hip,gearbox_knee,torso_distance,ik_height,best_index,best_cost,ac1,ac2,ac3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3205817634434413,5,-1.728027313532093,468.6,4.1,28.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30051121372689865,5,-2.083895759603511,489.8,3.9,26.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30008544670409104,1,-2.8620775053101135,582.4,4.3,10.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3020438687283451,1,-2.8598332950452328,764.5,4.8,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.304849526524074,4,-2.700805200542569,789.3,2.9,11.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000269162942804,6,-2.7768882728258326,612.5,3.4,12.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002418021233707,3,-2.8767572886857677,619.7,1.5,10.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30007094973799914,2,-2.8624534671685327,761.7,1.7,10.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30160135605556704,3,-2.8310516306565585,734.0,3.2,10.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30267996423898774,3,-2.8328092899188198,979.9,3.1,10.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3008342307421485,6,-2.872959851285325,766.1,0.8,10.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000270500237706,1,-2.876682040369659,842.4,2.2,10.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30021007995813076,5,-2.8953082971693904,668.0,0.4,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30054302969964375,2,-2.8734757781312092,613.5,0.0,10.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3011059028472847,5,-2.8656958127855097,498.2,2.5,10.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3016880269312943,0,-2.8650884871309446,319.1,4.0,10.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30201287053877723,3,-2.8564195598991047,468.9,4.1,10.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30077807286019853,2,-2.878760569527725,603.0,3.4,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.300059412178481,0,-2.8671223501559817,498.1,5.2,10.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3005346514389133,4,-2.88662425659573,384.1,4.8,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000152328456445,0,-2.8813522362807125,435.2,4.0,10.0
