thigh_length,calf_length,motor_hip_name,motor_knee_name,gear_hip_ratio,gear_knee_ratio,gearbox_hip,gearbox_knee,torso_distance,ik_height,best_index,best_cost,ac1,ac2,ac3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3845417302846151,4,5.0961791544667525,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.40882004253487325,4,5.047311671984444,558.5,4.7,28.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4145202202044477,3,4.927386136421157,517.4,5.3,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.49272367483739055,2,4.904165398060824,505.8,3.8,34.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4115094426202219,6,4.984978651004319,496.2,4.1,32.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.408765266852803,6,5.049299093324871,432.8,4.5,32.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.38477268600922,0,5.099702896500198,574.6,5.5,31.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.38921607692848054,0,5.097906567701793,473.6,5.6,32.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4127746045418038,5,5.028305907484371,507.3,5.1,32.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4113331599299108,2,4.97825776657478,485.4,5.0,32.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.40523570708365736,0,5.082241653800994,468.5,5.1,31.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4081698069837404,0,5.025500797804608,482.6,5.4,30.7
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41538183783532345,6,4.958329885622544,432.5,5.2,31.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.40802762593186914,5,5.019741423967817,433.3,5.1,30.9
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.40960246773295317,6,5.079377913684009,475.8,5.0,31.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41480552576829466,6,4.939553478369285,480.2,5.2,32.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41535560241183583,0,4.957299464793946,473.3,5.1,31.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4116489974547553,2,4.986123854551876,468.4,5.1,31.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41245129422102816,0,5.019112787654994,451.8,5.0,31.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41119564384948487,1,4.97217283315053,423.9,5.1,31.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4149012257516239,2,4.943103123781227,451.0,5.0,30.9
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41458352287288025,7,4.930257288934178,443.8,4.9,29.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4147609653625817,2,4.937265210344611,441.1,5.0,30.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41155409781100183,2,4.983093958089213,458.9,4.9,30.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4111452160025924,3,4.970139379929729,427.8,5.0,30.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4112089190374519,3,4.96834045835805,447.8,5.2,30.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41116384900827024,5,4.971176457507827,427.7,5.1,31.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4112488225695019,2,4.970181154628693,431.9,5.1,30.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41106563865668894,2,4.967048709144656,432.8,5.2,30.7
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.411507633840767,5,4.980214651052113,418.9,5.2,30.7
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41530699703051166,2,4.955192382812839,414.7,5.1,31.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41462054050008357,2,4.931844253671244,424.6,5.2,31.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41450920585067574,7,4.927458967926275,424.6,5.2,31.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41469895040079097,7,4.934907170538663,438.3,5.1,30.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4148187393182353,4,4.93982108184878,430.9,5.2,30.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4146979239467327,4,4.934614988778436,426.7,5.2,30.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4148192396091058,5,4.93976701748559,443.0,5.1,30.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4147771091292917,6,4.937891844979655,441.7,5.0,30.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41480650109847955,5,4.939292522746844,427.2,5.2,30.7
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4146087528862563,1,4.931351680133213,427.7,5.1,31.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4151380221474426,2,4.948424803625057,430.6,5.2,30.7
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4145863746660683,5,4.930372779588353,433.2,5.2,30.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41458790729222605,3,4.930323163024472,441.9,5.2,30.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41464751265084776,3,4.932768461938099,440.4,5.2,30.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41459972138756657,0,4.930667757897889,453.7,5.1,30.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4145858054618262,3,4.930167086208754,450.3,5.1,30.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4145042132119837,4,4.926767145464295,447.4,5.1,29.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4144823217664467,1,4.926135253582092,445.0,5.1,30.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4147295426897305,0,4.935947660258112,434.6,5.1,30.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41442171105069137,5,4.92383584990011,437.6,5.1,30.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41452974644838747,7,4.928087534396912,435.2,5.1,30.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41446194540428,4,4.925452448294797,442.1,5.1,30.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4144332463443962,4,4.924264069728898,446.5,5.1,30.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41446425866718384,7,4.925582934816101,443.3,5.1,30.7
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4144364975112925,4,4.924530413350028,437.6,5.1,30.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4144319639681539,1,4.924354714074842,438.0,5.1,30.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41445282010360907,0,4.925121791183039,434.9,5.1,30.7
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4144198208382449,1,4.923738143403796,445.6,5.1,30.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4144219849241407,3,4.923813419707184,440.4,5.1,30.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41445780567318025,1,4.925273659531765,432.5,5.1,30.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4144320096252305,3,4.924317516715614,438.7,5.1,30.7
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4144290981935623,0,4.924275813701525,433.1,5.1,30.9
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4144350809460649,3,4.92425128246311,443.2,5.1,30.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.414431553580372,7,4.924294267838306,435.6,5.1,30.7
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4143990568972884,0,4.922851120318336,445.5,5.1,30.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4143864707309234,6,4.92224093281092,446.4,5.1,29.9
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4144008076274865,4,4.922592460280657,458.3,5.1,29.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4143899569647649,1,4.922126645568944,459.2,5.1,29.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4144013994555026,2,4.922665009033718,459.9,5.1,29.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41438660728400933,4,4.922176744162349,456.2,5.1,29.7
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4143808416751423,0,4.92199370770246,454.5,5.1,29.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41438118618565967,0,4.92187931470721,458.4,5.1,29.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4143714941278712,1,4.921326650075316,465.0,5.1,29.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41438840578193703,7,4.922162841021517,460.6,5.1,29.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4143533639705267,1,4.920676555214552,467.2,5.1,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4143576459371143,2,4.920894883877617,470.3,5.1,29.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4143602136387331,4,4.9208974283050715,469.2,5.1,29.1
