Thigh,Calf,Hip motor,Knee motor,Hip ratio,Knee ratio,Gearbox hip,Gearbox knee,Efficiency hip,Efficiency knee,Torso distance,ik_height,Best X velocity,Average energy,Max height,Max distance,Unique id,ac1,ac2,ac3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3845417302846151,0.02564080910757969,8.820251141338854,0.23046406544454476,0.0727981814175432,8ff8afe3,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3845417302846151,0.02834623998811769,8.820251141338854,0.23046406544454476,0.0727981814175432,8ff8afe3,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3845417302846151,0.02870029505226156,8.820251141338854,0.23046406544454476,0.0727981814175432,8ff8afe3,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3845417302846151,0.028598578875062317,8.820251141338854,0.23046406544454476,0.0727981814175432,8ff8afe3,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3845417302846151,0.028816665915964924,8.820251141338854,0.23046406544454476,0.0727981814175432,8ff8afe3,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,0.02914649485686989,9.130367771961673,0.2375856671243613,0.0795308152232877,2e700c54,617.7,5.1,28.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,0.028140298112053756,9.130367771961673,0.2375856671243613,0.0795308152232877,2e700c54,617.7,5.1,28.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,0.030125892543955347,9.130367771961673,0.2375856671243613,0.0795308152232877,2e700c54,617.7,5.1,28.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,0.030285669291092415,9.130367771961673,0.2375856671243613,0.0795308152232877,2e700c54,617.7,5.1,28.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,0.030301867949212122,9.130367771961673,0.2375856671243613,0.0795308152232877,2e700c54,617.7,5.1,28.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,0.02982854761235284,9.38243560130796,0.24257150809424657,0.09148580993141359,9bd015d4,518.6,7.4,29.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,0.03386225915287964,9.38243560130796,0.24257150809424657,0.09148580993141359,9bd015d4,518.6,7.4,29.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,0.03454390862164923,9.38243560130796,0.24257150809424657,0.09148580993141359,9bd015d4,518.6,7.4,29.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,0.03426120839986576,9.38243560130796,0.24257150809424657,0.09148580993141359,9bd015d4,518.6,7.4,29.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,0.03495657463373217,9.38243560130796,0.24257150809424657,0.09148580993141359,9bd015d4,518.6,7.4,29.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,0.031275345092223183,9.55024234275833,0.24569449980746488,0.09684713841834214,f0462ddc,518.7,3.8,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,0.03360087384537934,9.55024234275833,0.24569449980746488,0.09684713841834214,f0462ddc,518.7,3.8,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,0.03618597089993213,9.55024234275833,0.24569449980746488,0.09684713841834214,f0462ddc,518.7,3.8,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,0.03608126454567505,9.55024234275833,0.24569449980746488,0.09684713841834214,f0462ddc,518.7,3.8,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,0.036797325636809916,9.55024234275833,0.24569449980746488,0.09684713841834214,f0462ddc,518.7,3.8,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35328829524734545,0.03284357099806651,9.712556327106899,0.2492211873961095,0.10076354591528576,e8586de1,700.3,4.1,27.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35328829524734545,0.03655501968174933,9.712556327106899,0.2492211873961095,0.10076354591528576,e8586de1,700.3,4.1,27.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35328829524734545,0.036665957322162865,9.712556327106899,0.2492211873961095,0.10076354591528576,e8586de1,700.3,4.1,27.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35328829524734545,0.036827846695399916,9.712556327106899,0.2492211873961095,0.10076354591528576,e8586de1,700.3,4.1,27.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35328829524734545,0.03758070807762779,9.712556327106899,0.2492211873961095,0.10076354591528576,e8586de1,700.3,4.1,27.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.33923513158996266,0.037471868245204966,9.875112605079915,0.25205835245876484,0.11121054355067111,f31dcd47,607.3,3.3,27.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.33923513158996266,0.03955279915428253,9.875112605079915,0.25205835245876484,0.11121054355067111,f31dcd47,607.3,3.3,27.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.33923513158996266,0.039638697264289244,9.875112605079915,0.25205835245876484,0.11121054355067111,f31dcd47,607.3,3.3,27.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.33923513158996266,0.03959925133452543,9.875112605079915,0.25205835245876484,0.11121054355067111,f31dcd47,607.3,3.3,27.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.33923513158996266,0.04078722194931481,9.875112605079915,0.25205835245876484,0.11121054355067111,f31dcd47,607.3,3.3,27.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3500986652880233,0.03519891400482289,9.823273997512143,0.25139573459744563,0.10309248807115956,8a74bb1c,539.9,5.8,27.5
