Thigh,Calf,Hip motor,Knee motor,Hip ratio,Knee ratio,Gearbox hip,Gearbox knee,Efficiency hip,Efficiency knee,Torso distance,ik_height,Best X velocity,Average energy,Max height,Max distance,Unique id,ac1,ac2,ac3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3845417302846151,0.026317945960175004,8.820251141338854,0.23046406544454476,0.0727981814175432,7e1a4534,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3845417302846151,0.02638292155789905,8.820251141338854,0.23046406544454476,0.0727981814175432,7e1a4534,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3845417302846151,0.028251103767686643,8.820251141338854,0.23046406544454476,0.0727981814175432,7e1a4534,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3845417302846151,0.028236661467526496,8.820251141338854,0.23046406544454476,0.0727981814175432,7e1a4534,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3845417302846151,0.028237196781220848,8.820251141338854,0.23046406544454476,0.0727981814175432,7e1a4534,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,0.028948845389157915,9.130367771961673,0.2375856671243613,0.0795308152232877,7d2afbc7,617.7,5.1,28.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,0.029588076334322467,9.130367771961673,0.2375856671243613,0.0795308152232877,7d2afbc7,617.7,5.1,28.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,0.03024956260758207,9.130367771961673,0.2375856671243613,0.0795308152232877,7d2afbc7,617.7,5.1,28.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,0.030212668971206405,9.130367771961673,0.2375856671243613,0.0795308152232877,7d2afbc7,617.7,5.1,28.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,0.030232304596260216,9.130367771961673,0.2375856671243613,0.0795308152232877,7d2afbc7,617.7,5.1,28.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,0.029698250038219402,9.38243560130796,0.24257150809424657,0.09148580993141359,d62990fb,518.6,7.4,29.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,0.033373416400453874,9.38243560130796,0.24257150809424657,0.09148580993141359,d62990fb,518.6,7.4,29.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,0.033775363017473824,9.38243560130796,0.24257150809424657,0.09148580993141359,d62990fb,518.6,7.4,29.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,0.033371291830060025,9.38243560130796,0.24257150809424657,0.09148580993141359,d62990fb,518.6,7.4,29.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,0.03412725370523271,9.38243560130796,0.24257150809424657,0.09148580993141359,d62990fb,518.6,7.4,29.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,0.032153605719405995,9.55024234275833,0.24569449980746488,0.09684713841834214,dd2331ed,518.7,3.8,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,0.03533228794100575,9.55024234275833,0.24569449980746488,0.09684713841834214,dd2331ed,518.7,3.8,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,0.035249290691261134,9.55024234275833,0.24569449980746488,0.09684713841834214,dd2331ed,518.7,3.8,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,0.03520782520762985,9.55024234275833,0.24569449980746488,0.09684713841834214,dd2331ed,518.7,3.8,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,0.03584855343871626,9.55024234275833,0.24569449980746488,0.09684713841834214,dd2331ed,518.7,3.8,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35328829524734545,0.033690932957771695,9.712556327106899,0.2492211873961095,0.10076354591528576,b0e45a65,700.3,4.1,27.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35328829524734545,0.03560589017447268,9.712556327106899,0.2492211873961095,0.10076354591528576,b0e45a65,700.3,4.1,27.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35328829524734545,0.035711643410842236,9.712556327106899,0.2492211873961095,0.10076354591528576,b0e45a65,700.3,4.1,27.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35328829524734545,0.03558411355370077,9.712556327106899,0.2492211873961095,0.10076354591528576,b0e45a65,700.3,4.1,27.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35328829524734545,0.03677552862761021,9.712556327106899,0.2492211873961095,0.10076354591528576,b0e45a65,700.3,4.1,27.6
