iter, gearRatio, module, Ns, Np, Nr, numPlanet, fwSunMM, fwPlanetMM, fwRingMM, mass, eff, peakTorque, Cost, Torque_Density, Outer_Bearing_mass, Actuator_width
7 , 4.0 , 0.6 , 33 , 33 , 99 , 3 , 16.696 , 16.696 , 16.696 , 1.271 , 0.956 , 30.239 , -0.2211929557574307 , 23.791502753737216 , 0.05 , 92.29565808221257
7 , 4.1 , 0.6 , 40 , 42 , 124 , 4 , 9.638 , 9.638 , 9.638 , 1.295 , 0.964 , 30.995 , -0.21817975560941355 , 23.934362934362937 , 0.103 , 88.23801022235264
7 , 4.2 , 0.7 , 30 , 33 , 96 , 3 , 13.924 , 13.924 , 13.924 , 1.291 , 0.954 , 31.751 , -0.21312453750838561 , 24.594113090627424 , 0.081 , 91.52374463932
8 , 4.3 , 0.7 , 40 , 46 , 132 , 4 , 7.046 , 8.0 , 8.0 , 1.348 , 0.965 , 32.507 , -0.2016228396508924 , 24.114985163204743 , 0.149 , 86.6
5 , 4.4 , 0.6 , 30 , 36 , 102 , 3 , 18.849 , 18.849 , 18.849 , 1.289 , 0.956 , 33.263 , -0.21510946486518395 , 25.805275407292473 , 0.05 , 94.44918745837751
4 , 4.5 , 0.7 , 28 , 35 , 98 , 3 , 15.224 , 15.224 , 15.224 , 1.302 , 0.954 , 34.019 , -0.20942565046240919 , 26.128264208909368 , 0.081 , 92.82417035947182
5 , 4.6 , 0.7 , 30 , 39 , 108 , 3 , 13.782 , 13.782 , 13.782 , 1.322 , 0.957 , 34.775 , -0.20498094737549866 , 26.30484114977307 , 0.103 , 92.38233886522212
4 , 4.702702702702703 , 0.5 , 37 , 50 , 137 , 3 , 20.239 , 20.239 , 20.239 , 1.348 , 0.965 , 35.552 , -0.17445391964901835 , 26.37388724035608 , 0.081 , 97.8388706404383
8 , 4.8 , 0.9999999999999999 , 25 , 35 , 95 , 3 , 8.705 , 8.705 , 8.705 , 1.308 , 0.951 , 36.287 , -0.20570298680728183 , 27.74235474006116 , 0.134 , 87.30482707454668
4 , 4.8979591836734695 , 0.5 , 49 , 71 , 191 , 3 , 14.112 , 14.112 , 14.112 , 1.358 , 0.973 , 37.028 , -0.18338135181001747 , 27.266568483063324 , 0.134 , 92.71223029476795
7 , 5.0 , 0.7999999999999999 , 30 , 45 , 120 , 3 , 10.468 , 10.468 , 10.468 , 1.324 , 0.959 , 37.799 , -0.20603541390727254 , 28.54909365558912 , 0.134 , 89.0675989178348
8 , 5.1 , 1.0999999999999999 , 20 , 31 , 82 , 3 , 9.852 , 9.852 , 9.852 , 1.328 , 0.943 , 38.555 , -0.19392614030597272 , 29.032379518072286 , 0.134 , 88.45220122482665
4 , 5.2 , 0.7 , 30 , 48 , 126 , 3 , 13.625 , 13.625 , 13.625 , 1.345 , 0.96 , 39.311 , -0.19947954107710975 , 29.2275092936803 , 0.128 , 92.2253508113604
4 , 5.3023255813953485 , 0.5 , 43 , 71 , 185 , 3 , 16.507 , 16.507 , 16.507 , 1.388 , 0.971 , 40.085 , -0.16958411165152032 , 28.87968299711816 , 0.134 , 95.10674528924216
7 , 5.4 , 1.0999999999999999 , 20 , 34 , 88 , 3 , 9.792 , 9.792 , 9.792 , 1.317 , 0.945 , 40.823 , -0.1985497057942276 , 30.99696279422931 , 0.134 , 88.39214442658835
4 , 5.5 , 0.6 , 24 , 42 , 108 , 3 , 25.293 , 25.293 , 25.293 , 1.348 , 0.953 , 41.579 , -0.19410689570432738 , 30.844955489614243 , 0.05 , 100.89306017523782
6 , 5.6 , 0.7 , 30 , 54 , 138 , 3 , 13.545 , 13.545 , 13.545 , 1.354 , 0.962 , 42.335 , -0.19752108044864486 , 31.266617429837517 , 0.134 , 92.14519743773084
