time,slide_x,slide_z,left_hip,left_knee,right_hip,right_knee,ctrl_left,ctrl_right
0.0003504753112792969,3.196493681032214e-06,-2.7282816161320494e-05,-2.529910805149228,1.8676819243744194,-0.6117071807802985,-1.867677835200078,8.883070266750606,-35.03973821966048
0.0005457401275634766,4.585533401300853e-05,2.2559960920974266e-05,-2.5305058326670666,1.8685103515462829,-0.6114466828666132,-1.8684505399506313,8.883070266750606,-35.03973821966048
0.0006880760192871094,0.00012790489542623365,0.00012102169743750653,-2.531199891358843,1.8692861022016756,-0.6113910937133047,-1.8691221839432486,8.883070266750606,-35.03973821966048
0.0008220672607421875,0.0002493123531240464,0.00026825075981514894,-2.531981223245469,1.86998783197256,-0.611547690223127,-1.869674203672781,8.883070266750606,-35.03973821966048
0.0009539127349853516,0.0004100520202585228,0.0004643530211325209,-2.532839034539613,1.8705960793136256,-0.6119232257371159,-1.8700895520456222,8.883070266750606,-35.03973821966048
0.0010862350463867188,0.0006101058097138195,0.0007093929104626218,-2.5337634276649914,1.871093118764143,-0.6125239246476006,-1.8703526061321147,8.883070266750606,-35.03973821966048
0.001216888427734375,0.000849463597492136,0.0010033942993555184,-2.534745337553853,1.8714628254828716,-0.6133554798673976,-1.8704490797988895,8.883070266750606,-35.03973821966048
0.0013403892517089844,0.001128123489045996,0.0013463412767185435,-2.5357764717620626,1.871690550383578,-0.6144230534609366,-1.8703659405697124,8.883070266750606,-35.03973821966048
0.0014629364013671875,0.001446091991028385,0.0017381788516775036,-2.5368492540207837,1.8717630051354595,-0.6157312804943992,-1.8700913302784874,8.883070266750606,-35.03973821966048
0.001588582992553711,0.001803384091748707,0.0021788136174872284,-2.5379567708883695,1.8716681562677204,-0.6172842760303748,-1.8696144892041369,8.883070266750606,-35.03973821966048
0.0017154216766357422,0.0022000232542056107,0.0026681144078572246,-2.5390927211773557,1.8713951276166194,-0.6190856451573732,-1.868925683431285,8.883070266750606,-35.03973821966048
0.0018382072448730469,0.002636039861525319,0.00320591450139789,-2.540251663004326,1.870934340658087,-0.6211385036736531,-1.8680162596193426,8.883070266750606,-35.03973821966048
0.0019626617431640625,0.003111471448103164,0.0037920133939092194,-2.5414288585926905,1.8702773426677508,-0.6234454990088593,-1.8668785361361804,8.883070266750606,-35.03973821966048
0.002084970474243164,0.0036263635606086867,0.004426177414196053,-2.5426199860813545,1.8694165378182708,-0.6260088282080726,-1.865505636626733,8.883070266750606,-35.03973821966048
0.0022115707397460938,0.004180769029317545,0.0051081353274987674,-2.543821235367644,1.868345257865824,-0.6288302764649463,-1.8638915969707675,8.883070266750606,-35.03973821966048
0.0023331642150878906,0.004774747580520482,0.005837580712585735,-2.545029233894731,1.8670576616637635,-0.6319112354253125,-1.8620312452967025,8.883070266750606,-35.03973821966048
