iter, gearRatio, moduleBig, moduleSmall, Ns, NpBig, NpSmall, NrBig, NrSmall, numPlanet, fwSunMM, fwPlanetBigMM, fwPanetSmallMM, fwRingBigMM, fwRingSmallMM,  mass, eff, peakTorque, Cost, Torque_Density, Outer_Bearing_mass, Actuator_width
5 , 25.0 , 0.5 , 0.5 , 24 , 60 , 36 , 144 , 120 , 3 , 10.841 , 31.349 , 42.92 , 31.349 , 42.92 , 0.902 , 0.898 , 57.296 , -0.30413301288671335 , 63.521 , 0.05 , 139.2692867071487
3 , 25.107142857142858 , 0.5 , 0.5 , 21 , 57 , 33 , 135 , 111 , 3 , 13.052 , 33.741 , 47.64 , 33.741 , 47.64 , 0.891 , 0.895 , 57.541 , -0.30540477098586816 , 64.58 , 0.038 , 146.38091627913695
4 , 25.142857142857142 , 0.6 , 0.6 , 21 , 48 , 30 , 117 , 99 , 3 , 9.143 , 27.642 , 38.063 , 27.642 , 38.063 , 0.852 , 0.874 , 57.623 , -0.3044125196465854 , 67.633 , 0.05 , 130.70466002829534
6 , 25.27777777777778 , 0.6 , 0.6 , 36 , 39 , 30 , 114 , 105 , 3 , 4.473 , 29.805 , 36.202 , 29.805 , 36.202 , 0.866 , 0.813 , 57.932 , -0.2590093473655096 , 66.896 , 0.05 , 131.00673187443692
2 , 25.5 , 0.6 , 0.6 , 18 , 54 , 30 , 126 , 102 , 3 , 11.226 , 25.639 , 37.534 , 25.639 , 37.534 , 0.855 , 0.89 , 58.442 , -0.3138005538294951 , 68.353 , 0.05 , 128.17220042071818
2 , 25.5 , 0.6 , 0.6 , 18 , 54 , 30 , 126 , 102 , 3 , 11.226 , 25.639 , 37.534 , 25.639 , 37.534 , 0.855 , 0.89 , 58.442 , -0.3138005538294951 , 68.353 , 0.05 , 128.17220042071818
3 , 25.6 , 0.6 , 0.6 , 27 , 48 , 33 , 123 , 108 , 3 , 6.481 , 26.851 , 34.621 , 26.851 , 34.621 , 0.859 , 0.865 , 58.671 , -0.29590241959079217 , 68.302 , 0.05 , 126.47231076794444
5 , 25.666666666666668 , 0.6 , 0.6 , 27 , 42 , 30 , 111 , 99 , 3 , 6.529 , 30.509 , 38.856 , 30.509 , 38.856 , 0.864 , 0.842 , 58.824 , -0.27901861522594545 , 68.083 , 0.05 , 134.36502024952293
3 , 25.8 , 0.5 , 0.5 , 36 , 54 , 39 , 144 , 129 , 3 , 6.332 , 32.868 , 40.449 , 32.868 , 40.449 , 0.919 , 0.871 , 59.129 , -0.2805920077494877 , 64.341 , 0.05 , 138.31643621726775
4 , 25.88235294117647 , 0.5 , 0.5 , 51 , 45 , 36 , 141 , 132 , 3 , 4.168 , 34.727 , 40.559 , 34.727 , 40.559 , 0.979 , 0.82 , 59.318 , -0.2260572934679273 , 60.59 , 0.081 , 142.28602935877262
