Thigh,Calf,Best X velocity,Average energy,Max height,Max distance,Unique id,Cost,ac1,ac2,ac3
0.09,0.16,0,1000000.0,-1000000.0,0,07c011c7,350000.0,5939.0,4.7,419.1
0.09,0.16,0,1000000.0,-1000000.0,0,07c011c7,350000.0,5939.0,4.7,419.1
0.09,0.16,0,1000000.0,-1000000.0,0,07c011c7,350000.0,5939.0,4.7,419.1
0.09,0.16,0,1000000.0,-1000000.0,0,07c011c7,350000.0,5939.0,4.7,419.1
0.09,0.16,0,1000000.0,-1000000.0,0,07c011c7,350000.0,5939.0,4.7,419.1
0.09,0.16,0,1000000.0,-1000000.0,0,0680c7ce,350000.0,4803.3,6.2,391.0
0.09,0.16,0,1000000.0,-1000000.0,0,0680c7ce,350000.0,4803.3,6.2,391.0
0.09,0.16,0,1000000.0,-1000000.0,0,0680c7ce,350000.0,4803.3,6.2,391.0
0.09,0.16,0,1000000.0,-1000000.0,0,0680c7ce,350000.0,4803.3,6.2,391.0
0.09,0.16,0,1000000.0,-1000000.0,0,0680c7ce,350000.0,4803.3,6.2,391.0
0.09,0.16,0,1000000.0,-1000000.0,0,0c30ae76,350000.0,4647.4,4.1,279.3
0.09,0.16,0,1000000.0,-1000000.0,0,0c30ae76,350000.0,4647.4,4.1,279.3
0.09,0.16,0,1000000.0,-1000000.0,0,0c30ae76,350000.0,4647.4,4.1,279.3
0.09,0.16,0,1000000.0,-1000000.0,0,0c30ae76,350000.0,4647.4,4.1,279.3
0.09,0.16,0,1000000.0,-1000000.0,0,0c30ae76,350000.0,4647.4,4.1,279.3
0.09,0.16,0,1000000.0,-1000000.0,0,6a17196a,350000.0,3996.4,5.6,251.9
0.09,0.16,0,1000000.0,-1000000.0,0,6a17196a,350000.0,3996.4,5.6,251.9
0.09,0.16,0,1000000.0,-1000000.0,0,6a17196a,350000.0,3996.4,5.6,251.9
0.09,0.16,0,1000000.0,-1000000.0,0,6a17196a,350000.0,3996.4,5.6,251.9
0.09,0.16,0,1000000.0,-1000000.0,0,6a17196a,350000.0,3996.4,5.6,251.9
0.09,0.16,0,1000000.0,-1000000.0,0,456cd520,350000.0,4595.3,4.4,309.2
0.09,0.16,0,1000000.0,-1000000.0,0,456cd520,350000.0,4595.3,4.4,309.2
0.09,0.16,0,1000000.0,-1000000.0,0,456cd520,350000.0,4595.3,4.4,309.2
0.09,0.16,0,1000000.0,-1000000.0,0,456cd520,350000.0,4595.3,4.4,309.2
0.09,0.16,0,1000000.0,-1000000.0,0,456cd520,350000.0,4595.3,4.4,309.2
0.09,0.16,0,1000000.0,-1000000.0,0,e44fec97,350000.0,5171.8,3.8,290.0
0.09,0.16,0,1000000.0,-1000000.0,0,e44fec97,350000.0,5171.8,3.8,290.0
0.09,0.16,0,1000000.0,-1000000.0,0,e44fec97,350000.0,5171.8,3.8,290.0
0.09,0.16,0,1000000.0,-1000000.0,0,e44fec97,350000.0,5171.8,3.8,290.0
0.09,0.16,0,1000000.0,-1000000.0,0,e44fec97,350000.0,5171.8,3.8,290.0
0.09,0.16,0,1000000.0,-1000000.0,0,cd76072b,350000.0,5249.2,5.1,377.5
0.09,0.16,0,1000000.0,-1000000.0,0,cd76072b,350000.0,5249.2,5.1,377.5
0.09,0.16,0,1000000.0,-1000000.0,0,cd76072b,350000.0,5249.2,5.1,377.5
0.09,0.16,0,1000000.0,-1000000.0,0,cd76072b,350000.0,5249.2,5.1,377.5
0.09,0.16,0,1000000.0,-1000000.0,0,cd76072b,350000.0,5249.2,5.1,377.5
0.09,0.16,0,1000000.0,-1000000.0,0,76de1571,350000.0,5143.0,5.6,218.4
0.09,0.16,0,1000000.0,-1000000.0,0,76de1571,350000.0,5143.0,5.6,218.4
0.09,0.16,0,1000000.0,-1000000.0,0,76de1571,350000.0,5143.0,5.6,218.4
0.09,0.16,0,1000000.0,-1000000.0,0,76de1571,350000.0,5143.0,5.6,218.4
0.09,0.16,0,1000000.0,-1000000.0,0,76de1571,350000.0,5143.0,5.6,218.4
