Thigh,Calf,Best X velocity,Average energy,Max height,Max distance,Unique id,Cost,ac1,ac2,ac3
0.09,0.16,0,1000000.0,-1000000.0,0,04e9bb4b,339999.99999999994,5939.0,4.7,419.1
0.09,0.16,0,1000000.0,-1000000.0,0,04e9bb4b,339999.99999999994,5939.0,4.7,419.1
0.09,0.16,0,1000000.0,-1000000.0,0,04e9bb4b,339999.99999999994,5939.0,4.7,419.1
0.09,0.16,0,1000000.0,-1000000.0,0,04e9bb4b,339999.99999999994,5939.0,4.7,419.1
0.09,0.16,0,1000000.0,-1000000.0,0,04e9bb4b,339999.99999999994,5939.0,4.7,419.1
0.09,0.16,0,1000000.0,-1000000.0,0,31abbceb,339999.99999999994,4595.3,4.4,309.2
0.09,0.16,0,1000000.0,-1000000.0,0,31abbceb,339999.99999999994,4595.3,4.4,309.2
0.09,0.16,0,1000000.0,-1000000.0,0,31abbceb,339999.99999999994,4595.3,4.4,309.2
0.09,0.16,0,1000000.0,-1000000.0,0,31abbceb,339999.99999999994,4595.3,4.4,309.2
0.09,0.16,0,1000000.0,-1000000.0,0,31abbceb,339999.99999999994,4595.3,4.4,309.2
0.09,0.16,0,1000000.0,-1000000.0,0,ad6650f9,339999.99999999994,5249.2,5.1,377.5
0.09,0.16,0,1000000.0,-1000000.0,0,ad6650f9,339999.99999999994,5249.2,5.1,377.5
0.09,0.16,0,1000000.0,-1000000.0,0,ad6650f9,339999.99999999994,5249.2,5.1,377.5
0.09,0.16,0,1000000.0,-1000000.0,0,ad6650f9,339999.99999999994,5249.2,5.1,377.5
0.09,0.16,0,1000000.0,-1000000.0,0,ad6650f9,339999.99999999994,5249.2,5.1,377.5
0.09,0.16,0,1000000.0,-1000000.0,0,8715df3d,339999.99999999994,5143.0,5.6,218.4
0.09,0.16,0,1000000.0,-1000000.0,0,8715df3d,339999.99999999994,5143.0,5.6,218.4
0.09,0.16,0,1000000.0,-1000000.0,0,8715df3d,339999.99999999994,5143.0,5.6,218.4
0.09,0.16,0,1000000.0,-1000000.0,0,8715df3d,339999.99999999994,5143.0,5.6,218.4
0.09,0.16,0,1000000.0,-1000000.0,0,8715df3d,339999.99999999994,5143.0,5.6,218.4
0.09,0.16,0,1000000.0,-1000000.0,0,c21711fd,339999.99999999994,3996.4,5.6,251.9
0.09,0.16,0,1000000.0,-1000000.0,0,c21711fd,339999.99999999994,3996.4,5.6,251.9
0.09,0.16,0,1000000.0,-1000000.0,0,c21711fd,339999.99999999994,3996.4,5.6,251.9
0.09,0.16,0,1000000.0,-1000000.0,0,c21711fd,339999.99999999994,3996.4,5.6,251.9
0.09,0.16,0,1000000.0,-1000000.0,0,c21711fd,339999.99999999994,3996.4,5.6,251.9
0.09,0.16,0,1000000.0,-1000000.0,0,c8c3fe57,339999.99999999994,5171.8,3.8,290.0
0.09,0.16,0,1000000.0,-1000000.0,0,c8c3fe57,339999.99999999994,5171.8,3.8,290.0
0.09,0.16,0,1000000.0,-1000000.0,0,c8c3fe57,339999.99999999994,5171.8,3.8,290.0
0.09,0.16,0,1000000.0,-1000000.0,0,c8c3fe57,339999.99999999994,5171.8,3.8,290.0
0.09,0.16,0,1000000.0,-1000000.0,0,c8c3fe57,339999.99999999994,5171.8,3.8,290.0
0.09,0.16,0,1000000.0,-1000000.0,0,2ca2378f,339999.99999999994,4803.3,6.2,391.0
0.09,0.16,0,1000000.0,-1000000.0,0,2ca2378f,339999.99999999994,4803.3,6.2,391.0
0.09,0.16,0,1000000.0,-1000000.0,0,2ca2378f,339999.99999999994,4803.3,6.2,391.0
0.09,0.16,0,1000000.0,-1000000.0,0,2ca2378f,339999.99999999994,4803.3,6.2,391.0
0.09,0.16,0,1000000.0,-1000000.0,0,2ca2378f,339999.99999999994,4803.3,6.2,391.0
0.09,0.16,0,1000000.0,-1000000.0,0,f609a26f,339999.99999999994,4647.4,4.1,279.3
0.09,0.16,0,1000000.0,-1000000.0,0,f609a26f,339999.99999999994,4647.4,4.1,279.3
0.09,0.16,0,1000000.0,-1000000.0,0,f609a26f,339999.99999999994,4647.4,4.1,279.3
0.09,0.16,0,1000000.0,-1000000.0,0,f609a26f,339999.99999999994,4647.4,4.1,279.3
0.09,0.16,0,1000000.0,-1000000.0,0,f609a26f,339999.99999999994,4647.4,4.1,279.3
