Thigh,Calf,Hip left motor,Hip right motor,Hip left ratio,Hip right ratio,Gearbox left,Gearbox right,Efficiency left,Efficiency right,Torso distance,ik_height,ori_l,ori_theta,Best X velocity,Average energy,Max height,Max distance,Unique id,Cost,ac1,ac2,ac3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3737915995838591,4.36842310708894,-0.0019462203355875562,2.7449185821080386e-15,14.119789836800548,0.3118604899246469,1.359035426223001e-16,0702fcc2,3.5299474592001348,540.4,4.9,31.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3737915995838591,4.36842310708894,-0.0019462203355875562,2.774620316464989e-15,14.119789836800548,0.3118604899246469,1.359035426223001e-16,0702fcc2,3.5299474592001348,540.4,4.9,31.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3737915995838591,4.36842310708894,-0.0019462203355875562,2.7822992299407625e-15,14.119789836800548,0.3118604899246469,1.359035426223001e-16,0702fcc2,3.5299474592001348,540.4,4.9,31.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3737915995838591,4.36842310708894,-0.0019462203355875562,2.8766118402826233e-15,14.119789836800548,0.3118604899246469,1.359035426223001e-16,0702fcc2,3.5299474592001348,540.4,4.9,31.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3737915995838591,4.36842310708894,-0.0019462203355875562,2.865477147068441e-15,14.119789836800548,0.3118604899246469,1.359035426223001e-16,0702fcc2,3.5299474592001348,540.4,4.9,31.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,4.669127090843158,0.7636620179603737,9.78324539160653e-16,14.333443568071056,0.3173583393656131,4.735013479570192e-17,16d663fa,3.583360892017763,526.1,5.1,36.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,4.669127090843158,0.7636620179603737,9.800770821571065e-16,14.333443568071056,0.3173583393656131,4.735013479570192e-17,16d663fa,3.583360892017763,526.1,5.1,36.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,4.669127090843158,0.7636620179603737,9.715334104987366e-16,14.333443568071056,0.3173583393656131,4.735013479570192e-17,16d663fa,3.583360892017763,526.1,5.1,36.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,4.669127090843158,0.7636620179603737,9.725610652786026e-16,14.333443568071056,0.3173583393656131,4.735013479570192e-17,16d663fa,3.583360892017763,526.1,5.1,36.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,4.669127090843158,0.7636620179603737,9.746516090719342e-16,14.333443568071056,0.3173583393656131,4.735013479570192e-17,16d663fa,3.583360892017763,526.1,5.1,36.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35592980273127495,6.334859698026049,-0.02729323152919938,2.407625863253916e-15,14.719324473719684,0.3243506854273064,1.2546472371990006e-16,e254067f,3.6798311184299193,698.3,4.7,28.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35592980273127495,6.334859698026049,-0.02729323152919938,2.405622746007011e-15,14.719324473719684,0.3243506854273064,1.2546472371990006e-16,e254067f,3.6798311184299193,698.3,4.7,28.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35592980273127495,6.334859698026049,-0.02729323152919938,2.349923606343147e-15,14.719324473719684,0.3243506854273064,1.2546472371990006e-16,e254067f,3.6798311184299193,698.3,4.7,28.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35592980273127495,6.334859698026049,-0.02729323152919938,2.563983943623974e-15,14.719324473719684,0.3243506854273064,1.2546472371990006e-16,e254067f,3.6798311184299193,698.3,4.7,28.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35592980273127495,6.334859698026049,-0.02729323152919938,2.5666601271888312e-15,14.719324473719684,0.3243506854273064,1.2546472371990006e-16,e254067f,3.6798311184299193,698.3,4.7,28.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.33923513158996266,5.603476631560471,-0.5230174582818803,7.60505932632002e-15,15.225105902319491,0.33517596592021276,4.067323930313064e-16,a2bea97d,3.8062764755798666,483.5,6.2,37.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.33923513158996266,5.603476631560471,-0.5230174582818803,7.988795297553575e-15,15.225105902319491,0.33517596592021276,4.067323930313064e-16,a2bea97d,3.8062764755798666,483.5,6.2,37.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.33923513158996266,5.603476631560471,-0.5230174582818803,7.864571716466578e-15,15.225105902319491,0.33517596592021276,4.067323930313064e-16,a2bea97d,3.8062764755798666,483.5,6.2,37.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.33923513158996266,5.603476631560471,-0.5230174582818803,7.959424178474426e-15,15.225105902319491,0.33517596592021276,4.067323930313064e-16,a2bea97d,3.8062764755798666,483.5,6.2,37.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.33923513158996266,5.603476631560471,-0.5230174582818803,8.060856205357246e-15,15.225105902319491,0.33517596592021276,4.067323930313064e-16,a2bea97d,3.8062764755798666,483.5,6.2,37.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,5.712427207745229,0.01858102168102027,9.271505623732566e-15,13.873972405052845,0.30707540604561534,4.579026981474345e-16,3d748f79,3.4684931012632045,515.5,5.0,29.6
