thigh_left_length,calf_left_length,thigh_right_length,calf_right_length,motor_left_name,motor_right_name,gear_left_ratio,gear_right_ratio,gearbox_left,gearbox_right,torso_distance,ik_height,best_index,best_cost,ac1,ac2,ac3
0.25025516633412326,0.2737813059828765,0.2485281223029306,0.1928055807357493,MN8014,VT8020,7.608550657008344,4.463102590733637,CPG,CPG,0.10789378548371922,0.30125185863856896,5,-8.662747070208354,417.3,5.9,29.2
0.24354627255212719,0.2570747114469794,0.2546558871076676,0.17598443723371793,MN8014,VT8020,26.467426543436083,4.200428702572531,WPG,CPG,0.10615710770824269,0.3349364243054739,2,-23.50755913031714,437.5,7.2,28.3
0.24283085076954714,0.24358143573920515,0.2317166714761138,0.16906809492677843,MN8014,VT8020,23.299792568344433,4.339183378390455,WPG,CPG,0.10589695934964413,0.3026517913190689,4,-18.070219034673197,442.7,5.8,26.6
0.23229065158497172,0.25353273160581496,0.2656779919461806,0.22267016976012907,MN8014,VT8020,25.843158264466886,5.305366177211289,WPG,CPG,0.1060089018198081,0.3003799339446868,3,-33.04027212740184,513.1,4.5,27.2
0.26357954247620635,0.23963994105496778,0.2317011447678214,0.2249316984481368,MN8014,VT8020,33.81870809595858,4.624721197324359,WPG,SSPG,0.11061206282509331,0.3344457820374474,7,-28.533432731344675,717.0,5.7,27.9
0.23527382570163874,0.28327298090651876,0.2689200308018534,0.1815273206670769,MN8014,VT8020,26.855868407485193,8.837991700019993,WPG,CPG,0.08912496543133161,0.30996707830832865,7,-36.33579895110877,651.3,5.4,25.5
0.2181739516005938,0.27524002905119016,0.25477835747033944,0.20090562686505464,MN8014,VT8020,35.61983045196161,6.29981419744873,WPG,SSPG,0.10489674791801878,0.3035425841587462,6,-39.63163286435557,692.7,7.7,25.4
0.22563277101495274,0.26058108961530785,0.24602956460818112,0.18825978932947335,MN8014,VT8020,29.21652964424387,8.746332687851313,WPG,CPG,0.10910177699601646,0.30026745965535667,3,-39.75858559330737,813.5,6.9,28.7
0.23063911981770713,0.2834346261748228,0.24362839590274687,0.24032585477499063,U12,MAD_M6C12,36.172531806265226,14.628490120796133,WPG,WPG,0.11539148784600949,0.3048121081816615,5,-45.997061518790844,642.2,8.0,28.8
0.23986322668894083,0.31432404030351446,0.2597974716124803,0.21592476804817806,U12,MAD_M6C12,25.872909433767827,14.966089603214902,WPG,WPG,0.09913579154236912,0.3008050003120802,0,-57.638877061684305,746.8,7.7,29.5
0.22649718082421955,0.299524733913873,0.23949597496539618,0.20864196149848974,U12,VT8020,29.844900723598943,12.269075485667676,WPG,WPG,0.11527915063169458,0.3153701141279377,1,-52.10333846447154,861.6,7.9,25.6
0.2229333403228567,0.2874984132809141,0.22673502984449148,0.22986298522292187,U12,VT8020,31.552591663545165,15.768452178239245,WPG,WPG,0.12062307212703083,0.3210620723916114,1,-40.96345150898917,822.5,6.9,32.2
0.21094496654574693,0.313935917143745,0.19957118246274758,0.26036669503789583,U12,MAD_M6C12,29.08708389835762,8.261849921794614,WPG,CPG,0.10890194966508131,0.30224893017871096,1,-57.12777217569151,866.1,7.2,30.7
0.21859058376019036,0.34756628601943496,0.20726478153157882,0.25337909517848134,U12,MAD_M6C12,39.06037248226619,4.054142165785361,WPG,CPG,0.11200224643925968,0.3171530192501564,3,-58.69980446419093,833.1,7.4,33.9
0.2169707187659653,0.3300749473891246,0.18871854239476246,0.2502309277644202,U12,MAD_M6C12,36.55478742230767,4.815906800615647,WPG,SSPG,0.1032824787874346,0.30757638426617706,7,-56.96167385780291,916.1,8.6,42.7
0.19777140990306774,0.3465949794975184,0.2303777677395193,0.22670695117228398,U12,MAD_M6C12,32.28183418412587,6.105916234224752,WPG,SSPG,0.10591280238407674,0.3593157115258039,0,-63.78866469942178,892.1,7.4,33.5
0.20831924882551728,0.31754269369179255,0.21171064009483015,0.28082463895952015,U12,MAD_M6C12,24.76602859105768,4.101268485235984,WPG,CPG,0.11053661443156719,0.30703234935901724,0,-66.42247910228048,929.1,7.9,33.6
0.1962718897921711,0.2900512914662,0.21863080461326675,0.27941640319591887,U12,MAD_M6C12,30.820591007900816,4.214469903471544,WPG,CPG,0.11526062344859818,0.31015779768176316,6,-82.12714279396147,840.9,8.2,34.1
0.19997730600978214,0.33031767455022637,0.25299437428222415,0.29531093115596585,U12,MAD_M6C12,28.449008849394954,4.330312452000552,WPG,CPG,0.1158587723164614,0.30240095278149276,2,-90.64332179984483,883.8,7.9,30.5
0.16835525450272534,0.33561200038323136,0.2187013719200807,0.2676119825717717,U12,MAD_M6C12,27.67531159535475,4.439154772121732,WPG,SSPG,0.11960390076497632,0.332061080100885,1,-85.98486234886371,781.6,10.0,38.2
0.1719693150728566,0.3442258844994774,0.2205089909674774,0.2716697011941547,U12,MAD_M6C12,32.47838756340407,4.593514117401664,WPG,SSPG,0.10978112107264779,0.31709701760549375,7,-77.43213058483897,708.5,9.6,32.2
0.18011399270593126,0.34517236249078376,0.24462372846500738,0.2527426467571046,U12,MAD_M6C12,28.34682925211292,6.017447555942709,WPG,SSPG,0.11999936561165686,0.3000752913568048,0,-79.64092259132956,695.8,9.1,32.6
0.20451989793947448,0.33348264875943284,0.23397186737608827,0.2664302024065157,U12,MAD_M6C12,35.295450940374096,5.594523251740358,WPG,CPG,0.1314579575114359,0.3041119167910294,2,-79.8921432691242,779.4,9.0,33.5
0.17695175844587135,0.3493516574869312,0.2526540546596747,0.23599309146117747,U12,MAD_M6C12,34.8984752771024,4.10811066062107,WPG,CPG,0.12374424301838477,0.3058704629024015,1,-92.97670148300949,803.4,10.0,31.6
0.18572065602304846,0.33867085361538757,0.2649279154958031,0.2322417312401659,U12,MAD_M6C12,36.08137857680306,4.68520284615343,WPG,CPG,0.12163841824237481,0.31619384452794,1,-96.64684164515688,921.4,9.5,31.2
0.1559460807055293,0.349984543463131,0.24009047190093802,0.23575560064837509,MN8014,MAD_M6C12,37.75105309271313,4.5415907518350505,WPG,CPG,0.11289897620044448,0.31082382002056635,0,-88.9493656889331,817.4,9.7,35.2
0.190922154545351,0.34956447075877445,0.23819199256234513,0.27479587022717866,MN8014,MAD_M6C12,37.430315248825416,5.056642020717858,WPG,CPG,0.1038837511476927,0.3004962905101384,1,-80.27993291215472,723.8,9.5,40.4
0.18225404102398463,0.34180310214607773,0.2522273406808319,0.26277649980465556,MN8014,MAD_M6C12,39.505183131297294,4.2890794118227955,WPG,CPG,0.11055461186779109,0.3066227547272678,7,-95.63879825102157,909.4,9.5,37.1
0.1677318994966992,0.3338706618673445,0.2566641356595198,0.25060578161460634,MN8014,MAD_M6C12,39.80663305134128,8.804394176029053,WPG,CPG,0.09607742183483034,0.3002470045272302,7,-96.86471449008303,797.4,8.9,36.3
0.16620508478763704,0.31788885684143536,0.24649429795542482,0.273926653704566,MN8014,MAD_M6C12,41.30041381294453,4.2266342336777845,WPG,CPG,0.09486361983310948,0.30780544549941813,6,-93.2982441009267,868.4,8.3,40.7
0.1826606386331009,0.3372456054482712,0.2696527795945157,0.24563942373726194,MN8014,MAD_M6C12,41.6966174779028,9.119514087649094,WPG,CPG,0.10312978649424648,0.31629372648069415,7,-70.14646323999088,726.7,8.2,41.5
0.15100774510363693,0.320471225068917,0.2735980191569325,0.2548600769787708,MN8014,MAD_M6C12,41.54691007279061,7.516952126254029,WPG,CPG,0.0954421784385471,0.3009936572486427,5,-75.79997342441057,803.1,8.9,43.3
0.1566201877933085,0.33285885516555624,0.2762429362110701,0.22688617882002635,MN8014,MAD_M6C12,42.20429634441277,9.772319334145124,WPG,CPG,0.10535291083806647,0.3383005678883562,5,-65.9196573099449,650.9,9.2,44.5
0.15737568540538743,0.34891190586760035,0.2486282484264789,0.23805497316772722,MN8014,MAD_M6C12,28.779432750352935,4.485908942099019,WPG,CPG,0.09965397962542476,0.33136192598838143,1,-67.74562370586787,614.9,9.5,39.1
0.1510823381559695,0.34979351110392987,0.25003066082985265,0.23242254770825035,VT8020,MAD_M6C12,38.31217626998779,4.001700215635222,WPG,CPG,0.09330148668844888,0.3208408481272137,6,-57.553691909052844,729.5,8.8,40.9
0.1793580927635417,0.34101297658013346,0.24694775865363083,0.23095813262310738,MN8014,MAD_M6C12,39.05957708862852,4.034319885444889,WPG,CPG,0.10129147793263041,0.3243381222981172,2,-99.0458922592124,828.8,8.5,35.2
0.1582935959448322,0.33566018718202323,0.25505598353013237,0.21855420431161668,MN8014,MAD_M6C12,32.8166027639166,4.1527418127992926,WPG,CPG,0.09997324652835889,0.34529601704658697,6,-80.36885728253858,834.5,8.5,39.3
0.16063060516597144,0.3359462349352614,0.25559892966852354,0.234557262769923,MN8014,MAD_M6C12,35.89765999912971,6.384246112074743,WPG,CPG,0.10265032268348889,0.3395232793499503,1,-89.08304993799587,847.5,8.6,36.4
0.15790983369944234,0.3425436843590419,0.23647906777375538,0.2353829448558391,MN8014,MAD_M6C12,37.017828034942134,6.257774461224562,WPG,CPG,0.10954427941734815,0.30289559110000097,2,-78.22364432845993,884.3,8.5,35.3
0.1668745589243811,0.3498165591106144,0.2488520723897078,0.2429326839141222,MN8014,MAD_M6C12,36.998850578618864,8.955106523246494,WPG,CPG,0.10669201455823905,0.3010163523259874,1,-85.46462699257583,894.2,9.3,36.5
0.15729303403790104,0.34461700296991604,0.24827831478214102,0.2422927882651435,U12,VT8020,27.221809681868507,4.825007429490974,WPG,SSPG,0.11530310484249774,0.3012088181596184,3,-88.47060210598771,815.7,9.6,31.6
0.1569985952376305,0.3427933027358262,0.2481267163892469,0.24993120572708255,MN8014,MAD_M6C12,32.61752673060897,4.927273752646559,WPG,CPG,0.12008219010783695,0.30043441148538924,4,-103.86499198282539,924.4,9.1,35.4
0.16319455818694467,0.34507172855693263,0.22894721257337908,0.25147826896208375,MN8014,MAD_M6C12,38.51874286465706,6.3945040950886085,WPG,CPG,0.12858030715966526,0.3084290955941337,2,-99.1509253746051,994.5,9.4,35.3
0.18481933991295857,0.3451563614269667,0.2219938444479665,0.2393622293867716,MN8014,MAD_M6C12,32.77826043976313,9.073750745945059,WPG,CPG,0.12240206382570164,0.30004680432154246,1,-67.15700957897386,844.6,8.7,35.4
0.15256339067988664,0.34659462991587064,0.23753240396549952,0.21765390682217514,MN8014,MAD_M6C12,36.435709179063636,4.001825341320114,WPG,CPG,0.11354088811600417,0.30553860148294804,6,-98.01751128030487,966.2,9.1,36.5
0.1513327502656611,0.3427987977987114,0.24035259715606716,0.21197142281823433,MN8014,MAD_M6C12,36.94246865704979,5.793356140001926,WPG,CPG,0.11816950720179233,0.3001504248190206,4,-116.01796046545125,925.8,9.6,35.0
0.15598647618522474,0.3499992271465171,0.24547170495051124,0.24205701863421214,MN8014,MAD_M6C12,35.878315012557515,5.383658680492305,WPG,SSPG,0.12114484489488275,0.3242250098184338,5,-89.7125827037109,989.4,9.6,34.7
0.16599252087476804,0.3404003971390107,0.2362822208012227,0.24208950241177538,MN8014,MAD_M6C12,40.35894063292478,5.61802773750323,WPG,CPG,0.10847837339432395,0.3017710116036616,4,-110.1951741365328,957.2,9.7,40.4
0.1635828520735064,0.3496878959174245,0.2414110317096445,0.2543571452674561,MN8014,MAD_M6C12,39.287160654888346,5.279374008340329,WPG,CPG,0.10389370424359498,0.3008742370765002,4,-117.57857564935655,987.6,9.7,40.6
0.17891773572382377,0.328227565818537,0.25064015704766834,0.25399241724825256,MN8014,MAD_M6C12,44.684561495165056,5.94686426524912,WPG,SSPG,0.10877868519446679,0.31598497417984645,4,-103.61138521004523,986.2,9.0,40.6
0.15346674134056254,0.3499216145557771,0.24547867548181548,0.2408517060002634,MN8014,MAD_M6C12,35.21651141300432,6.298708028141742,WPG,CPG,0.10844600205126198,0.3002719669165275,6,-89.16114980141958,993.3,9.9,39.5
0.16033154669167823,0.33938044882278195,0.23513303300300895,0.24842435290206122,MN8014,MAD_M6C12,39.020120423203196,6.188416843014577,WPG,CPG,0.11259761269364117,0.30386630328483466,0,-105.4253034526669,999.6,10.0,40.7
0.15633574356458732,0.3302311580855456,0.2463874156525599,0.24755180422900616,MN8014,MAD_M6C12,32.34676874804289,7.578363859039109,WPG,CPG,0.12129004455283138,0.3019718790400372,5,-79.94078086942531,965.2,9.4,39.8
0.15820549869236425,0.34971622759434573,0.24576135382170622,0.25238108962081507,MN8014,MAD_M6C12,32.75225516998177,5.010157490125086,WPG,SSPG,0.12366345805123082,0.3055656265685961,1,-103.66706908384408,951.6,9.9,40.0
0.1517273007023391,0.34398112929696795,0.2440552647851585,0.23423993956065703,MN8014,MAD_M6C12,35.41182315907593,5.1926418348878105,WPG,SSPG,0.11880127616385328,0.31340555835718836,4,-112.12053679447455,968.3,9.9,38.2
0.15358650371191185,0.33217909168288,0.25338314027852804,0.24378842708895876,MN8014,MAD_M6C12,29.578190468550766,7.241841263028849,WPG,CPG,0.1243220293360943,0.33609732994279923,5,-82.19697956736331,943.3,9.6,36.7
