Thigh_left_length,Calf_left_length,Thigh_right_length,Calf_right_length,Hip left motor,Hip right motor,Hip left ratio,Hip right ratio,Gearbox left,Gearbox right,Efficiency left,Efficiency right,Torso distance,ik_height,Best X velocity,Average energy,Max height,Max distance,Unique id,Cost,ac1,ac2,ac3
0.25025516633412326,0.2737813059828765,0.2485281223029306,0.1928055807357493,MN8014,VT8020,7.608550657008344,4.463102590733637,CPG,CPG,0.952,0.958,0.10789378548371922,0.30125185863856896,25.009283182176258,20.209105470183957,0.19221317359318485,0.9143348958502898,5b7ab3e0,0.9612037765890928,417.3,5.9,29.2
0.25025516633412326,0.2737813059828765,0.2485281223029306,0.1928055807357493,MN8014,VT8020,7.608550657008344,4.463102590733637,CPG,CPG,0.952,0.958,0.10789378548371922,0.30125185863856896,21.762808061630786,20.209105470183957,0.19221317359318485,0.9143348958502898,5b7ab3e0,0.9612037765890928,417.3,5.9,29.2
0.25025516633412326,0.2737813059828765,0.2485281223029306,0.1928055807357493,MN8014,VT8020,7.608550657008344,4.463102590733637,CPG,CPG,0.952,0.958,0.10789378548371922,0.30125185863856896,22.361898523032206,20.209105470183957,0.19221317359318485,0.9143348958502898,5b7ab3e0,0.9612037765890928,417.3,5.9,29.2
0.25025516633412326,0.2737813059828765,0.2485281223029306,0.1928055807357493,MN8014,VT8020,7.608550657008344,4.463102590733637,CPG,CPG,0.952,0.958,0.10789378548371922,0.30125185863856896,18.679427347493274,20.209105470183957,0.19221317359318485,0.9143348958502898,5b7ab3e0,0.9612037765890928,417.3,5.9,29.2
0.25025516633412326,0.2737813059828765,0.2485281223029306,0.1928055807357493,MN8014,VT8020,7.608550657008344,4.463102590733637,CPG,CPG,0.952,0.958,0.10789378548371922,0.30125185863856896,22.152767572058355,20.209105470183957,0.19221317359318485,0.9143348958502898,5b7ab3e0,0.9612037765890928,417.3,5.9,29.2
0.28123064586897784,0.24388291604946666,0.24044529815701193,0.2520147870224655,MN8014,VT8020,12.768951426672798,8.11645175021664,WPG,CPG,0.912,0.959,0.10355443940675607,0.35808852774051575,24.179112958560026,38.29220718343602,0.52323773642803,1.2122115785899168,06acf5de,7.023987805818864,540.4,6.4,30.9
0.28123064586897784,0.24388291604946666,0.24044529815701193,0.2520147870224655,MN8014,VT8020,12.768951426672798,8.11645175021664,WPG,CPG,0.912,0.959,0.10355443940675607,0.35808852774051575,22.393234410596794,38.29220718343602,0.52323773642803,1.2122115785899168,06acf5de,7.023987805818864,540.4,6.4,30.9
0.28123064586897784,0.24388291604946666,0.24044529815701193,0.2520147870224655,MN8014,VT8020,12.768951426672798,8.11645175021664,WPG,CPG,0.912,0.959,0.10355443940675607,0.35808852774051575,21.596159677721626,38.29220718343602,0.52323773642803,1.2122115785899168,06acf5de,7.023987805818864,540.4,6.4,30.9
0.28123064586897784,0.24388291604946666,0.24044529815701193,0.2520147870224655,MN8014,VT8020,12.768951426672798,8.11645175021664,WPG,CPG,0.912,0.959,0.10355443940675607,0.35808852774051575,21.50800090072126,38.29220718343602,0.52323773642803,1.2122115785899168,06acf5de,7.023987805818864,540.4,6.4,30.9
0.28123064586897784,0.24388291604946666,0.24044529815701193,0.2520147870224655,MN8014,VT8020,12.768951426672798,8.11645175021664,WPG,CPG,0.912,0.959,0.10355443940675607,0.35808852774051575,22.36398049204961,38.29220718343602,0.52323773642803,1.2122115785899168,06acf5de,7.023987805818864,540.4,6.4,30.9
0.2620694320521899,0.21670410134966372,0.2359963115259347,0.27302808589689387,U12,MN8014,5.429624971976533,5.370115939544543,SSPG,SSPG,0.945,0.945,0.11857359581774304,0.3064443787815402,15.37774181569797,31.200531530056374,0.4614193351953517,0.7735426084959593,2d662445,7.864839680068609,509.9,6.0,32.8
0.2620694320521899,0.21670410134966372,0.2359963115259347,0.27302808589689387,U12,MN8014,5.429624971976533,5.370115939544543,SSPG,SSPG,0.945,0.945,0.11857359581774304,0.3064443787815402,13.842788876973446,31.200531530056374,0.4614193351953517,0.7735426084959593,2d662445,7.864839680068609,509.9,6.0,32.8
0.2620694320521899,0.21670410134966372,0.2359963115259347,0.27302808589689387,U12,MN8014,5.429624971976533,5.370115939544543,SSPG,SSPG,0.945,0.945,0.11857359581774304,0.3064443787815402,14.0891904107809,31.200531530056374,0.4614193351953517,0.7735426084959593,2d662445,7.864839680068609,509.9,6.0,32.8
0.2620694320521899,0.21670410134966372,0.2359963115259347,0.27302808589689387,U12,MN8014,5.429624971976533,5.370115939544543,SSPG,SSPG,0.945,0.945,0.11857359581774304,0.3064443787815402,14.119172368859822,31.200531530056374,0.4614193351953517,0.7735426084959593,2d662445,7.864839680068609,509.9,6.0,32.8
0.2620694320521899,0.21670410134966372,0.2359963115259347,0.27302808589689387,U12,MN8014,5.429624971976533,5.370115939544543,SSPG,SSPG,0.945,0.945,0.11857359581774304,0.3064443787815402,13.322299515001976,31.200531530056374,0.4614193351953517,0.7735426084959593,2d662445,7.864839680068609,509.9,6.0,32.8
0.2380328013315573,0.24513158725044654,0.29177061506314206,0.25693846660052305,MN8014,VT8020,6.075410784918208,8.794906592377789,SSPG,CPG,0.952,0.948,0.10745738422843015,0.37330767595391806,4.636361809973265,24.161187170633813,0.3927293438826754,0.2229304952684303,8a5b96fb,9.851288632632613,477.7,4.3,34.6
0.2380328013315573,0.24513158725044654,0.29177061506314206,0.25693846660052305,MN8014,VT8020,6.075410784918208,8.794906592377789,SSPG,CPG,0.952,0.948,0.10745738422843015,0.37330767595391806,4.179932086824403,24.161187170633813,0.3927293438826754,0.2229304952684303,8a5b96fb,9.851288632632613,477.7,4.3,34.6
0.2380328013315573,0.24513158725044654,0.29177061506314206,0.25693846660052305,MN8014,VT8020,6.075410784918208,8.794906592377789,SSPG,CPG,0.952,0.948,0.10745738422843015,0.37330767595391806,4.175918521679759,24.161187170633813,0.3927293438826754,0.2229304952684303,8a5b96fb,9.851288632632613,477.7,4.3,34.6
0.2380328013315573,0.24513158725044654,0.29177061506314206,0.25693846660052305,MN8014,VT8020,6.075410784918208,8.794906592377789,SSPG,CPG,0.952,0.948,0.10745738422843015,0.37330767595391806,4.21334547580178,24.161187170633813,0.3927293438826754,0.2229304952684303,8a5b96fb,9.851288632632613,477.7,4.3,34.6
0.2380328013315573,0.24513158725044654,0.29177061506314206,0.25693846660052305,MN8014,VT8020,6.075410784918208,8.794906592377789,SSPG,CPG,0.952,0.948,0.10745738422843015,0.37330767595391806,2.9278686240092884,24.161187170633813,0.3927293438826754,0.2229304952684303,8a5b96fb,9.851288632632613,477.7,4.3,34.6
0.2237845373324051,0.236208642315455,0.2384496464868404,0.273044361302456,U12,MN8014,7.559982977148625,15.444392590685124,CPG,WPG,0.963,0.879,0.0989283436648648,0.4178045071318998,14.585819840388995,52.52563542126258,0.49965403587923923,0.5900012922144502,37507a09,20.36280478848681,527.1,4.2,32.3
0.2237845373324051,0.236208642315455,0.2384496464868404,0.273044361302456,U12,MN8014,7.559982977148625,15.444392590685124,CPG,WPG,0.963,0.879,0.0989283436648648,0.4178045071318998,11.981547124210737,52.52563542126258,0.49965403587923923,0.5900012922144502,37507a09,20.36280478848681,527.1,4.2,32.3
0.2237845373324051,0.236208642315455,0.2384496464868404,0.273044361302456,U12,MN8014,7.559982977148625,15.444392590685124,CPG,WPG,0.963,0.879,0.0989283436648648,0.4178045071318998,8.821822725212423,52.52563542126258,0.49965403587923923,0.5900012922144502,37507a09,20.36280478848681,527.1,4.2,32.3
0.2237845373324051,0.236208642315455,0.2384496464868404,0.273044361302456,U12,MN8014,7.559982977148625,15.444392590685124,CPG,WPG,0.963,0.879,0.0989283436648648,0.4178045071318998,6.671981957288433,52.52563542126258,0.49965403587923923,0.5900012922144502,37507a09,20.36280478848681,527.1,4.2,32.3
0.2237845373324051,0.236208642315455,0.2384496464868404,0.273044361302456,U12,MN8014,7.559982977148625,15.444392590685124,CPG,WPG,0.963,0.879,0.0989283436648648,0.4178045071318998,13.05984526448129,52.52563542126258,0.49965403587923923,0.5900012922144502,37507a09,20.36280478848681,527.1,4.2,32.3
0.2511828848643808,0.24273375448331724,0.25006577736465996,0.24788136671322386,U12,MN8014,9.707065341994163,11.395667198684208,WPG,WPG,0.94,0.903,0.10793065520376124,0.331052486734482,13.497283345805714,62.36067341485002,0.9324024402140171,0.9412787837461364,612a7374,21.767548869963676,568.8,6.3,29.7
0.2511828848643808,0.24273375448331724,0.25006577736465996,0.24788136671322386,U12,MN8014,9.707065341994163,11.395667198684208,WPG,WPG,0.94,0.903,0.10793065520376124,0.331052486734482,12.341964667869874,62.36067341485002,0.9324024402140171,0.9412787837461364,612a7374,21.767548869963676,568.8,6.3,29.7
0.2511828848643808,0.24273375448331724,0.25006577736465996,0.24788136671322386,U12,MN8014,9.707065341994163,11.395667198684208,WPG,WPG,0.94,0.903,0.10793065520376124,0.331052486734482,12.550854580769881,62.36067341485002,0.9324024402140171,0.9412787837461364,612a7374,21.767548869963676,568.8,6.3,29.7
