iter, gearRatio, moduleBig, moduleSmall, Ns, NpBig, NpSmall, NrBig, NrSmall, numPlanet, fwSunMM, fwPlanetBigMM, fwPanetSmallMM, fwRingBigMM, fwRingSmallMM,  mass, eff, peakTorque, Cost, Torque_Density, Outer_Bearing_mass, Actuator_width
3 , 39.51020408163265 , 0.5 , 0.5 , 21 , 66 , 45 , 153 , 132 , 3 , 28.091 , 101.505 , 127.045 , 101.505 , 127.045 , 2.034 , 0.886 , 196.193 , 0.07742737866182803 , 96.457 , 0.05 , 298.54998589919137
3 , 39.666666666666664 , 0.6 , 0.6 , 18 , 51 , 36 , 120 , 105 , 3 , 24.394 , 92.67 , 116.331 , 92.67 , 116.331 , 1.849 , 0.854 , 196.97 , 0.03798637986890285 , 106.528 , 0.05 , 279.00044741083076
3 , 39.666666666666664 , 0.6 , 0.6 , 18 , 51 , 36 , 120 , 105 , 3 , 24.394 , 92.67 , 116.331 , 92.67 , 116.331 , 1.849 , 0.854 , 196.97 , 0.03798637986890285 , 106.528 , 0.05 , 279.00044741083076
3 , 39.666666666666664 , 0.6 , 0.6 , 18 , 51 , 36 , 120 , 105 , 3 , 24.394 , 92.67 , 116.331 , 92.67 , 116.331 , 1.849 , 0.854 , 196.97 , 0.03798637986890285 , 106.528 , 0.05 , 279.00044741083076
4 , 40.0 , 0.7 , 0.7 , 18 , 45 , 33 , 108 , 96 , 3 , 18.044 , 77.65 , 96.228 , 77.65 , 96.228 , 1.711 , 0.831 , 198.625 , 0.008093995034403223 , 116.087 , 0.05 , 243.87791302882675
4 , 40.0 , 0.7 , 0.7 , 18 , 45 , 33 , 108 , 96 , 3 , 18.044 , 77.65 , 96.228 , 77.65 , 96.228 , 1.711 , 0.831 , 198.625 , 0.008093995034403223 , 116.087 , 0.05 , 243.87791302882675
2 , 40.111111111111114 , 0.5 , 0.5 , 18 , 57 , 39 , 132 , 114 , 3 , 34.932 , 121.194 , 153.335 , 121.194 , 153.335 , 2.066 , 0.87 , 199.177 , 0.09900737389776493 , 96.407 , 0.038 , 344.52919054469766
2 , 40.111111111111114 , 0.5 , 0.5 , 18 , 57 , 39 , 132 , 114 , 3 , 34.932 , 121.194 , 153.335 , 121.194 , 153.335 , 2.066 , 0.87 , 199.177 , 0.09900737389776493 , 96.407 , 0.038 , 344.52919054469766
5 , 40.375 , 0.6 , 0.6 , 24 , 51 , 39 , 126 , 114 , 3 , 16.441 , 90.063 , 107.183 , 90.063 , 107.183 , 1.864 , 0.84 , 200.487 , 0.05242528772605348 , 107.557 , 0.05 , 267.2458798984237
4 , 40.375 , 0.6 , 0.6 , 24 , 51 , 39 , 126 , 114 , 3 , 16.441 , 90.063 , 107.183 , 90.063 , 107.183 , 1.864 , 0.84 , 200.487 , 0.05242528772605348 , 107.557 , 0.05 , 267.2458798984237
3 , 40.375 , 0.6 , 0.6 , 24 , 51 , 39 , 126 , 114 , 3 , 16.441 , 90.063 , 107.183 , 90.063 , 107.183 , 1.864 , 0.84 , 200.487 , 0.05242528772605348 , 107.557 , 0.05 , 267.2458798984237
3 , 40.611111111111114 , 0.5 , 0.5 , 36 , 51 , 42 , 138 , 129 , 3 , 13.756 , 119.55 , 135.498 , 119.55 , 135.498 , 2.07 , 0.813 , 201.66 , 0.13809664175807668 , 97.42 , 0.05 , 325.04794122043165
3 , 40.611111111111114 , 0.5 , 0.5 , 36 , 51 , 42 , 138 , 129 , 3 , 13.756 , 119.55 , 135.498 , 119.55 , 135.498 , 2.07 , 0.813 , 201.66 , 0.13809664175807668 , 97.42 , 0.05 , 325.04794122043165
3 , 40.611111111111114 , 0.5 , 0.5 , 36 , 51 , 42 , 138 , 129 , 3 , 13.756 , 119.55 , 135.498 , 119.55 , 135.498 , 2.07 , 0.813 , 201.66 , 0.13809664175807668 , 97.42 , 0.05 , 325.04794122043165
2 , 41.0 , 0.5 , 0.5 , 27 , 54 , 42 , 135 , 123 , 3 , 20.102 , 122.229 , 143.181 , 122.229 , 143.181 , 2.096 , 0.843 , 203.591 , 0.12709408080993012 , 97.133 , 0.05 , 335.40984093883543
2 , 41.0 , 0.5 , 0.5 , 27 , 54 , 42 , 135 , 123 , 3 , 20.102 , 122.229 , 143.181 , 122.229 , 143.181 , 2.096 , 0.843 , 203.591 , 0.12709408080993012 , 97.133 , 0.05 , 335.40984093883543
4 , 41.111111111111114 , 0.5 , 0.5 , 72 , 40 , 36 , 152 , 148 , 4 , 4.594 , 86.872 , 93.768 , 86.872 , 93.768 , 2.003 , 0.686 , 204.143 , 0.20167897295810405 , 101.919 , 0.128 , 253.64025655032668
3 , 41.25 , 0.5 , 0.5 , 40 , 50 , 42 , 140 , 132 , 4 , 9.033 , 90.147 , 100.969 , 90.147 , 100.969 , 1.874 , 0.799 , 204.832 , 0.08309967479209057 , 109.302 , 0.05 , 261.11595128867344
4 , 41.333333333333336 , 0.7 , 0.7 , 27 , 36 , 30 , 99 , 93 , 3 , 10.487 , 92.042 , 105.621 , 92.042 , 105.621 , 1.763 , 0.744 , 205.246 , 0.08352282845064318 , 116.419 , 0.05 , 267.66308384598204
6 , 41.36363636363637 , 0.7 , 0.7 , 33 , 39 , 33 , 111 , 105 , 3 , 7.976 , 80.905 , 91.454 , 80.905 , 91.454 , 1.82 , 0.749 , 205.397 , 0.09892759383257899 , 112.855 , 0.103 , 245.3590638187648
8 , 41.53846153846154 , 0.6 , 0.6 , 52 , 36 , 32 , 124 , 120 , 4 , 4.656 , 76.263 , 83.383 , 76.263 , 83.383 , 1.806 , 0.68 , 206.265 , 0.13998459788761064 , 114.211 , 0.103 , 232.6461695693979
3 , 41.6 , 0.6 , 0.6 , 30 , 48 , 39 , 126 , 117 , 3 , 12.182 , 93.826 , 107.736 , 93.826 , 107.736 , 1.934 , 0.81 , 206.57 , 0.09575986225069444 , 106.81 , 0.081 , 273.56205828163934
5 , 41.6875 , 0.6 , 0.6 , 32 , 46 , 38 , 124 , 116 , 4 , 8.402 , 72.182 , 82.191 , 72.182 , 82.191 , 1.765 , 0.794 , 207.005 , 0.050151537894618015 , 117.283 , 0.081 , 226.3725314640343
4 , 41.888888888888886 , 0.8 , 0.8 , 18 , 39 , 30 , 96 , 87 , 3 , 13.93 , 71.971 , 87.205 , 71.971 , 87.205 , 1.695 , 0.795 , 208.005 , 0.026839658826621093 , 122.717 , 0.081 , 231.17668595759332
4 , 41.888888888888886 , 0.8 , 0.8 , 18 , 39 , 30 , 96 , 87 , 3 , 13.93 , 71.971 , 87.205 , 71.971 , 87.205 , 1.695 , 0.795 , 208.005 , 0.026839658826621093 , 122.717 , 0.081 , 231.17668595759332
6 , 41.888888888888886 , 0.8 , 0.8 , 18 , 39 , 30 , 96 , 87 , 3 , 13.93 , 71.971 , 87.205 , 71.971 , 87.205 , 1.695 , 0.795 , 208.005 , 0.026839658826621093 , 122.717 , 0.081 , 231.17668595759332
6 , 41.888888888888886 , 0.8 , 0.8 , 18 , 39 , 30 , 96 , 87 , 3 , 13.93 , 71.971 , 87.205 , 71.971 , 87.205 , 1.695 , 0.795 , 208.005 , 0.026839658826621093 , 122.717 , 0.081 , 231.17668595759332
4 , 42.42857142857143 , 0.6 , 0.6 , 28 , 44 , 36 , 116 , 108 , 4 , 10.072 , 79.038 , 90.867 , 79.038 , 90.867 , 1.747 , 0.791 , 210.685 , 0.046407622914961144 , 120.598 , 0.05 , 239.90499920119896
6 , 42.42857142857143 , 0.6 , 0.6 , 28 , 44 , 36 , 116 , 108 , 4 , 10.072 , 79.038 , 90.867 , 79.038 , 90.867 , 1.747 , 0.791 , 210.685 , 0.046407622914961144 , 120.598 , 0.05 , 239.90499920119896
4 , 42.42857142857143 , 0.6 , 0.6 , 28 , 44 , 36 , 116 , 108 , 4 , 10.072 , 79.038 , 90.867 , 79.038 , 90.867 , 1.747 , 0.791 , 210.685 , 0.046407622914961144 , 120.598 , 0.05 , 239.90499920119896
3 , 42.42857142857143 , 0.6 , 0.6 , 28 , 44 , 36 , 116 , 108 , 4 , 10.072 , 79.038 , 90.867 , 79.038 , 90.867 , 1.747 , 0.791 , 210.685 , 0.046407622914961144 , 120.598 , 0.05 , 239.90499920119896
4 , 42.666666666666664 , 0.7 , 0.7 , 21 , 42 , 33 , 105 , 96 , 3 , 14.662 , 86.474 , 102.643 , 86.474 , 102.643 , 1.784 , 0.8 , 211.867 , 0.05258250756066829 , 118.76 , 0.05 , 259.11731351733454
4 , 42.666666666666664 , 0.7 , 0.7 , 21 , 42 , 33 , 105 , 96 , 3 , 14.662 , 86.474 , 102.643 , 86.474 , 102.643 , 1.784 , 0.8 , 211.867 , 0.05258250756066829 , 118.76 , 0.05 , 259.11731351733454
5 , 42.666666666666664 , 0.7 , 0.7 , 21 , 42 , 33 , 105 , 96 , 3 , 14.662 , 86.474 , 102.643 , 86.474 , 102.643 , 1.784 , 0.8 , 211.867 , 0.05258250756066829 , 118.76 , 0.05 , 259.11731351733454
4 , 42.93333333333333 , 0.5 , 0.5 , 27 , 63 , 48 , 153 , 138 , 3 , 19.959 , 111.21 , 130.653 , 111.21 , 130.653 , 2.158 , 0.865 , 213.191 , 0.13240579262731067 , 98.791 , 0.05 , 311.863348746284
3 , 43.0 , 0.5 , 0.5 , 24 , 60 , 45 , 144 , 129 , 3 , 23.489 , 118.866 , 141.352 , 118.866 , 141.352 , 2.163 , 0.862 , 213.522 , 0.13602010153178157 , 98.716 , 0.05 , 330.2179730441776
3 , 43.0 , 0.5 , 0.5 , 21 , 63 , 45 , 147 , 129 , 3 , 28.149 , 115.78 , 141.352 , 115.78 , 141.352 , 2.165 , 0.875 , 213.522 , 0.12867204054834325 , 98.624 , 0.05 , 327.13195456917987
3 , 43.27272727272727 , 0.5 , 0.5 , 33 , 51 , 42 , 135 , 126 , 3 , 15.408 , 130.311 , 147.672 , 130.311 , 147.672 , 2.171 , 0.812 , 214.877 , 0.1726127472572736 , 98.976 , 0.05 , 347.98236868111366
2 , 43.27272727272727 , 0.5 , 0.5 , 33 , 51 , 42 , 135 , 126 , 3 , 15.408 , 130.311 , 147.672 , 130.311 , 147.672 , 2.171 , 0.812 , 214.877 , 0.1726127472572736 , 98.976 , 0.05 , 347.98236868111366
1 , 43.42857142857143 , 0.5 , 0.5 , 21 , 57 , 42 , 135 , 120 , 3 , 28.28 , 128.664 , 155.284 , 128.664 , 155.284 , 2.179 , 0.859 , 215.65 , 0.1435479999935566 , 98.967 , 0.038 , 353.94817877258333
4 , 43.5 , 0.6 , 0.6 , 48 , 36 , 32 , 120 , 116 , 4 , 5.114 , 82.499 , 90.189 , 82.499 , 90.189 , 1.852 , 0.679 , 216.005 , 0.156338735348389 , 116.633 , 0.103 , 245.68767453181084
