Thigh,Calf,Hip left motor,Hip right motor,Hip left ratio,Hip right ratio,Gearbox left,Gearbox right,Efficiency left,Efficiency right,Torso distance,ik_height,Best X velocity,Average energy,Max height,Max distance,Unique id,ac1,ac2,ac3
0.297,0.302,U12,MN8014,14.441162033705762,6.473255767389748,WPG,CPG,0.915,0.949,0.125,0.35,23.15323651318867,115.4758792310863,0.31250482842425603,1.7000497346408912,b2cc46fa,549.4,4.9,29.8
0.297,0.302,U12,MN8014,14.441162033705762,6.473255767389748,WPG,CPG,0.915,0.949,0.125,0.35,36.06265944895071,115.4758792310863,0.31250482842425603,1.7000497346408912,b2cc46fa,549.4,4.9,29.8
0.297,0.302,U12,MN8014,14.441162033705762,6.473255767389748,WPG,CPG,0.915,0.949,0.125,0.35,33.606337142414525,115.4758792310863,0.31250482842425603,1.7000497346408912,b2cc46fa,549.4,4.9,29.8
0.297,0.302,U12,MN8014,14.441162033705762,6.473255767389748,WPG,CPG,0.915,0.949,0.125,0.35,34.35520277810115,115.4758792310863,0.31250482842425603,1.7000497346408912,b2cc46fa,549.4,4.9,29.8
0.297,0.302,U12,MN8014,14.441162033705762,6.473255767389748,WPG,CPG,0.915,0.949,0.125,0.35,35.805156979749874,115.4758792310863,0.31250482842425603,1.7000497346408912,b2cc46fa,549.4,4.9,29.8
0.297,0.302,U12,VT8020,11.239040788421857,4.190194523228745,CPG,CPG,0.937,0.962,0.125,0.35,29.341684999933726,78.91719609152516,0.11780692356228835,1.095553379321008,7df41873,484.5,4.4,34.6
0.297,0.302,U12,VT8020,11.239040788421857,4.190194523228745,CPG,CPG,0.937,0.962,0.125,0.35,10.337367542607671,78.91719609152516,0.11780692356228835,1.095553379321008,7df41873,484.5,4.4,34.6
0.297,0.302,U12,VT8020,11.239040788421857,4.190194523228745,CPG,CPG,0.937,0.962,0.125,0.35,16.52064025245961,78.91719609152516,0.11780692356228835,1.095553379321008,7df41873,484.5,4.4,34.6
0.297,0.302,U12,VT8020,11.239040788421857,4.190194523228745,CPG,CPG,0.937,0.962,0.125,0.35,30.26426524777136,78.91719609152516,0.11780692356228835,1.095553379321008,7df41873,484.5,4.4,34.6
0.297,0.302,U12,VT8020,11.239040788421857,4.190194523228745,CPG,CPG,0.937,0.962,0.125,0.35,29.991279655250963,78.91719609152516,0.11780692356228835,1.095553379321008,7df41873,484.5,4.4,34.6
0.297,0.302,U12,MN8014,8.152701846650467,4.401427705193963,CPG,SSPG,0.942,0.956,0.125,0.35,23.642178351839547,63.93844365698022,0.19280297723651107,1.043838691254951,c6e52425,530.5,4.6,32.4
0.297,0.302,U12,MN8014,8.152701846650467,4.401427705193963,CPG,SSPG,0.942,0.956,0.125,0.35,10.10039264460282,63.93844365698022,0.19280297723651107,1.043838691254951,c6e52425,530.5,4.6,32.4
0.297,0.302,U12,MN8014,8.152701846650467,4.401427705193963,CPG,SSPG,0.942,0.956,0.125,0.35,18.64990372167445,63.93844365698022,0.19280297723651107,1.043838691254951,c6e52425,530.5,4.6,32.4
0.297,0.302,U12,MN8014,8.152701846650467,4.401427705193963,CPG,SSPG,0.942,0.956,0.125,0.35,24.02951041759279,63.93844365698022,0.19280297723651107,1.043838691254951,c6e52425,530.5,4.6,32.4
0.297,0.302,U12,MN8014,8.152701846650467,4.401427705193963,CPG,SSPG,0.942,0.956,0.125,0.35,23.84848704991969,63.93844365698022,0.19280297723651107,1.043838691254951,c6e52425,530.5,4.6,32.4
