Thigh,Calf,Hip motor,Knee motor,Hip gear ratio,Knee gear ratio,Gearbox hip,Gearbox knee,efficiency_hip,efficiency_knee,ik_height,best_distance,Average energy,Max height,Max distance,Unique id,Cost,ac1,ac2,ac3
0.2261447077515639,0.245902449300546,U12,U12,6.125326695609315,16.44798308971928,SSPG,WPG,0.955,0.929,0.33923502394074034,0.023471200898543168,45.60497203406863,0.9794796646663351,0.043536543139898486,c04dcf2f,8.424409716575353,726.5,3.5,32.6
0.2261447077515639,0.245902449300546,U12,U12,6.125326695609315,16.44798308971928,SSPG,WPG,0.955,0.929,0.33923502394074034,0.031670562705800216,45.60497203406863,0.9794796646663351,0.043536543139898486,c04dcf2f,8.424409716575353,726.5,3.5,32.6
0.2261447077515639,0.245902449300546,U12,U12,6.125326695609315,16.44798308971928,SSPG,WPG,0.955,0.929,0.33923502394074034,0.0323449692666236,45.60497203406863,0.9794796646663351,0.043536543139898486,c04dcf2f,8.424409716575353,726.5,3.5,32.6
0.2261447077515639,0.245902449300546,U12,U12,6.125326695609315,16.44798308971928,SSPG,WPG,0.955,0.929,0.33923502394074034,0.028086693450944555,45.60497203406863,0.9794796646663351,0.043536543139898486,c04dcf2f,8.424409716575353,726.5,3.5,32.6
0.2261447077515639,0.245902449300546,U12,U12,6.125326695609315,16.44798308971928,SSPG,WPG,0.955,0.929,0.33923502394074034,0.03222356499388261,45.60497203406863,0.9794796646663351,0.043536543139898486,c04dcf2f,8.424409716575353,726.5,3.5,32.6
0.2438829395766674,0.2404453238811746,U12,MN8014,17.235175824107223,16.380512093913207,WPG,WPG,0.908,0.884,0.35302217588419327,0.001156606427435216,33.86386747074504,0.7586032834236731,0.001867631225836378,9a44d6cd,6.742891394535628,597.0,4.7,29.6
0.2438829395766674,0.2404453238811746,U12,MN8014,17.235175824107223,16.380512093913207,WPG,WPG,0.908,0.884,0.35302217588419327,0.0009385427823241235,33.86386747074504,0.7586032834236731,0.001867631225836378,9a44d6cd,6.742891394535628,597.0,4.7,29.6
0.2438829395766674,0.2404453238811746,U12,MN8014,17.235175824107223,16.380512093913207,WPG,WPG,0.908,0.884,0.35302217588419327,0.0011291989007937886,33.86386747074504,0.7586032834236731,0.001867631225836378,9a44d6cd,6.742891394535628,597.0,4.7,29.6
0.2438829395766674,0.2404453238811746,U12,MN8014,17.235175824107223,16.380512093913207,WPG,WPG,0.908,0.884,0.35302217588419327,0.0012990758558681325,33.86386747074504,0.7586032834236731,0.001867631225836378,9a44d6cd,6.742891394535628,597.0,4.7,29.6
0.2438829395766674,0.2404453238811746,U12,MN8014,17.235175824107223,16.380512093913207,WPG,WPG,0.908,0.884,0.35302217588419327,0.0013346836424855844,33.86386747074504,0.7586032834236731,0.001867631225836378,9a44d6cd,6.742891394535628,597.0,4.7,29.6
0.2412859216194302,0.26944368341175745,U12,MN8014,10.071448359741185,16.658939829815846,WPG,WPG,0.942,0.879,0.34277859351837414,0.026618134792973466,37.90943564106761,0.8640156299898993,0.04590361284865623,ce8fcfd6,6.8474293226350245,543.0,2.1,33.2
0.2412859216194302,0.26944368341175745,U12,MN8014,10.071448359741185,16.658939829815846,WPG,WPG,0.942,0.879,0.34277859351837414,0.029945325052176657,37.90943564106761,0.8640156299898993,0.04590361284865623,ce8fcfd6,6.8474293226350245,543.0,2.1,33.2
0.2412859216194302,0.26944368341175745,U12,MN8014,10.071448359741185,16.658939829815846,WPG,WPG,0.942,0.879,0.34277859351837414,0.025991058884155552,37.90943564106761,0.8640156299898993,0.04590361284865623,ce8fcfd6,6.8474293226350245,543.0,2.1,33.2
0.2412859216194302,0.26944368341175745,U12,MN8014,10.071448359741185,16.658939829815846,WPG,WPG,0.942,0.879,0.34277859351837414,0.031114190254862253,37.90943564106761,0.8640156299898993,0.04590361284865623,ce8fcfd6,6.8474293226350245,543.0,2.1,33.2
0.2412859216194302,0.26944368341175745,U12,MN8014,10.071448359741185,16.658939829815846,WPG,WPG,0.942,0.879,0.34277859351837414,0.025974140623738397,37.90943564106761,0.8640156299898993,0.04590361284865623,ce8fcfd6,6.8474293226350245,543.0,2.1,33.2
0.2303878422956276,0.23286285122014852,U12,MN8014,13.989658857133449,10.33121769840853,CPG,CPG,0.938,0.954,0.32384336293726756,0.0023714096303901356,34.408148108407815,0.7645450915761798,0.004654384078843656,7454b7c8,6.8071594764200665,515.5,5.0,29.6
0.2303878422956276,0.23286285122014852,U12,MN8014,13.989658857133449,10.33121769840853,CPG,CPG,0.938,0.954,0.32384336293726756,0.002808392731492921,34.408148108407815,0.7645450915761798,0.004654384078843656,7454b7c8,6.8071594764200665,515.5,5.0,29.6
0.2303878422956276,0.23286285122014852,U12,MN8014,13.989658857133449,10.33121769840853,CPG,CPG,0.938,0.954,0.32384336293726756,0.0031822081296242477,34.408148108407815,0.7645450915761798,0.004654384078843656,7454b7c8,6.8071594764200665,515.5,5.0,29.6
0.2303878422956276,0.23286285122014852,U12,MN8014,13.989658857133449,10.33121769840853,CPG,CPG,0.938,0.954,0.32384336293726756,0.0031094416451023675,34.408148108407815,0.7645450915761798,0.004654384078843656,7454b7c8,6.8071594764200665,515.5,5.0,29.6
0.2303878422956276,0.23286285122014852,U12,MN8014,13.989658857133449,10.33121769840853,CPG,CPG,0.938,0.954,0.32384336293726756,0.002929296164020743,34.408148108407815,0.7645450915761798,0.004654384078843656,7454b7c8,6.8071594764200665,515.5,5.0,29.6
0.21244518232105475,0.28077527678418,U12,U12,4.0850845232530935,14.887012487185734,SSPG,WPG,0.964,0.895,0.40464148856967563,0.009334190440179897,20.68250755851319,0.4883340282800096,0.01617091371053748,9911a4b8,3.87776689233404,530.8,4.4,29.0
0.21244518232105475,0.28077527678418,U12,U12,4.0850845232530935,14.887012487185734,SSPG,WPG,0.964,0.895,0.40464148856967563,0.011068676472997321,20.68250755851319,0.4883340282800096,0.01617091371053748,9911a4b8,3.87776689233404,530.8,4.4,29.0
0.21244518232105475,0.28077527678418,U12,U12,4.0850845232530935,14.887012487185734,SSPG,WPG,0.964,0.895,0.40464148856967563,0.009565755071595674,20.68250755851319,0.4883340282800096,0.01617091371053748,9911a4b8,3.87776689233404,530.8,4.4,29.0
0.21244518232105475,0.28077527678418,U12,U12,4.0850845232530935,14.887012487185734,SSPG,WPG,0.964,0.895,0.40464148856967563,0.007786017628727887,20.68250755851319,0.4883340282800096,0.01617091371053748,9911a4b8,3.87776689233404,530.8,4.4,29.0
