thigh_length,calf_length,motor_hip_name,motor_knee_name,gear_hip_ratio,gear_knee_ratio,gearbox_hip,gearbox_knee,ik_height,best_index,best_cost,ac1,ac2,ac3
0.25882454973770086,0.24338256387502033,U12,MN8014,18.862115805670513,5.227709385874933,WPG,SSPG,0.42292386484523564,0,0.48207153486018794,493.8,5.2,28.7
0.27694114989560603,0.2104546322966612,MN8014,MN8014,7.827381520597092,16.347792321127628,CPG,WPG,0.4152711485753893,4,-21.53478741724563,542.5,4.6,29.3
0.28395083581967495,0.2310472484352865,MN8014,MN8014,15.380674828298632,4.301827975466343,WPG,CPG,0.43043624828049465,1,0.1230125160556701,554.2,5.5,34.0
0.31006037469113257,0.21755096792132572,U12,U12,6.910150972186188,12.457394855495815,SSPG,CPG,0.444935610876765,3,-0.8048757476101853,627.0,4.5,33.2
0.2659719824469874,0.21022044577974985,U12,U12,14.81051434148318,15.239649002677966,WPG,WPG,0.39847272244167686,2,-50.31233887572748,503.1,4.4,35.7
0.2712768862718274,0.20511475817450084,U12,U12,16.633665989213384,18.164553303607093,WPG,WPG,0.3764417729546537,2,-8.564558919329327,401.2,3.8,39.4
0.2981527266399071,0.1850496704007429,U12,U12,10.050326450133747,12.346335190133319,WPG,WPG,0.44705335743545893,0,-33.37334333179276,541.9,4.0,36.5
0.30142549221977577,0.21228336856366758,U12,U12,4.973110566768068,22.606515186051688,SSPG,WPG,0.432612046176178,4,-10.52089263493249,740.3,3.2,34.8
0.2971195778409677,0.19678826547845601,U12,MN8014,5.4908946018458735,22.093196175672702,SSPG,WPG,0.39800006374559566,1,-109.62441935886456,637.4,2.1,38.7
0.29527796618096275,0.20445484469816644,U12,U12,7.122832057448559,22.623056579754856,CPG,WPG,0.3795086993327036,4,-7.031787199115218,643.1,2.5,31.5
0.3081448959115019,0.19844333297075006,U12,U10,4.08934642382781,21.807595343677097,SSPG,WPG,0.42822534933806544,3,-15.840944772612794,644.6,2.5,33.9
0.29372645773119577,0.18928125182781347,U12,U10,4.017410161293927,23.729722607584577,CPG,WPG,0.4596378873164609,6,-24.274027366121604,617.9,0.1,30.3
0.3022613915085385,0.18709722106266233,MN8014,U10,4.651752649203565,22.369938326572147,CPG,WPG,0.40294098565983133,2,-36.72961549800197,684.4,1.7,33.4
0.3021012396525464,0.19219870824003804,MN8014,U12,5.691344043576214,13.015070557838447,SSPG,WPG,0.3740792650176989,0,-80.3674713125645,576.6,3.4,33.2
0.3006808837406054,0.19552008284218012,MN8014,U12,6.508476951894474,14.00215466457447,CPG,CPG,0.3320648594521916,5,-11.657571737278204,773.8,1.8,30.6
0.28072601406798825,0.18129149817295384,MN8014,U12,9.048927441190944,16.72356734200292,CPG,WPG,0.32716013108341035,2,-175.14115948516292,501.0,2.2,34.8
0.28805061173730667,0.18259324984139252,VT8020,U12,16.023284778647263,11.48178855455541,WPG,CPG,0.3928747781431654,4,-34.09818105030143,582.6,3.5,40.1
0.2566405515236015,0.17517533234694732,MAD_M6C12,U10,11.702863636924262,20.795637850532984,CPG,WPG,0.3251340841348861,1,-54.3275240758906,740.4,1.5,44.0
0.2756593093797505,0.1714998589396479,MAD_M6C12,U12,22.977493021205923,13.36879219892307,WPG,WPG,0.3419548072679122,0,-132.79279322207273,687.5,1.6,48.9
0.3141361694919963,0.15163458850331993,VT8020,MN8014,18.129966889943006,16.239691837044283,WPG,WPG,0.360616711406734,3,-62.50425513786897,519.2,3.4,43.6
0.29263393625590717,0.1647296560669355,MAD_M6C12,U12,16.063559171391923,10.23518141995455,WPG,CPG,0.30446152386632924,2,-77.84747555665963,631.1,1.6,45.4
0.3106320936454682,0.1549980893787282,VT8020,U12,12.111565985060972,17.976986298581092,CPG,WPG,0.3038944513398965,3,-231.05364491482706,420.2,2.3,44.9
0.26845622116123474,0.17556410109258072,VT8020,U12,13.652503428697468,16.27109558800825,WPG,WPG,0.36663510507364533,6,-160.4063376372242,412.8,2.0,47.1
0.2670534061810642,0.1806109032116331,MN8014,U12,18.085264877011493,14.952239891782177,WPG,WPG,0.3294386635016415,5,-95.14805366440918,478.1,2.6,49.9
0.30265568184112157,0.15249316098556603,MAD_M6C12,U8,21.748797523477727,19.62954349186057,WPG,WPG,0.33202642491839374,5,-17.412568445428796,565.4,2.6,49.4
0.29348210465623203,0.17076149948743946,MAD_M6C12,U10,23.657503019948535,20.172344228803595,WPG,WPG,0.32747878160263627,6,-43.165548622348474,628.1,1.8,47.4
0.2970415874541732,0.17161078516881137,VT8020,MN8014,23.115760551379168,18.53308694678914,WPG,WPG,0.33546074988011587,5,-69.19032896491024,736.5,2.7,45.3
0.3065978220033574,0.16756537818123837,VT8020,U12,20.682560542229968,17.754670556610915,WPG,WPG,0.37547023507580424,2,-254.04711325488927,697.1,2.0,48.1
0.3141825815924958,0.17342618801310128,VT8020,U12,22.066219637248928,19.464445405137887,WPG,WPG,0.33237647224780664,3,-305.3302972930392,762.6,2.1,39.6
0.31261025519447905,0.16535915997715112,MAD_M6C12,U12,17.59284711367978,15.12574625186695,WPG,WPG,0.36521489725703515,5,-215.3796048634907,908.9,4.0,40.7
0.3273683681497449,0.15600642047919408,MAD_M6C12,U10,11.946636178241743,18.300114367648785,CPG,WPG,0.33983524827642353,3,-66.75944406653534,995.4,2.1,47.3
0.31390657015264234,0.1619055495429148,MAD_M6C12,U12,14.91016365829534,18.550911841922563,WPG,WPG,0.36686379943433856,0,-480.6743261091274,908.6,1.5,44.9
0.33032906576142784,0.16054999767899464,VT8020,U12,14.03855699649022,20.851257408219706,WPG,WPG,0.37697030480049765,1,-542.7018213388346,901.7,1.6,49.0
0.3249034674901824,0.15365124087536786,MAD_M6C12,U10,17.170667311096985,25.699402526058194,WPG,WPG,0.32580916087628614,0,-156.49179729635821,991.1,0.4,49.6
0.3408554481084045,0.15297363287641394,MAD_M6C12,U12,11.127058422228853,18.219404461490296,CPG,WPG,0.32845319680978835,7,-203.05658443335255,975.2,1.3,45.7
0.33628219714893504,0.15043330883167322,VT8020,U10,13.983627650916782,25.273171486303728,WPG,WPG,0.31231249818297263,0,-15.580475538484205,967.1,1.4,45.2
