Thigh,Calf,Hip left motor,Hip right motor,Hip left ratio,Hip right ratio,Gearbox left,Gearbox right,Efficiency left,Efficiency right,Torso distance,ik_height,ori_l,ori_theta,Best X velocity,Average energy,Max height,Max distance,Unique id,Cost,ac1,ac2,ac3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,4.669127090843158,0.7636620179603737,7.069558306664854e-16,14.333443568071056,0.3173583393656131,4.735013479570192e-17,bc71c092,5.016705248824868,526.1,5.1,36.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,4.669127090843158,0.7636620179603737,9.13893139269863e-16,14.333443568071056,0.3173583393656131,4.735013479570192e-17,bc71c092,5.016705248824868,526.1,5.1,36.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,4.669127090843158,0.7636620179603737,8.623010215320398e-16,14.333443568071056,0.3173583393656131,4.735013479570192e-17,bc71c092,5.016705248824868,526.1,5.1,36.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,4.669127090843158,0.7636620179603737,8.208512669166618e-16,14.333443568071056,0.3173583393656131,4.735013479570192e-17,bc71c092,5.016705248824868,526.1,5.1,36.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,4.669127090843158,0.7636620179603737,1.0352745591196124e-15,14.333443568071056,0.3173583393656131,4.735013479570192e-17,bc71c092,5.016705248824868,526.1,5.1,36.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35302214566258555,5.355441434348963,0.084702647239985,5.5920354970003194e-15,14.921050640367124,0.3278307806531444,2.6126272105984274e-16,c25a83a8,5.22236772412849,672.7,6.1,32.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35302214566258555,5.355441434348963,0.084702647239985,5.6515329066059954e-15,14.921050640367124,0.3278307806531444,2.6126272105984274e-16,c25a83a8,5.22236772412849,672.7,6.1,32.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35302214566258555,5.355441434348963,0.084702647239985,5.632013712318934e-15,14.921050640367124,0.3278307806531444,2.6126272105984274e-16,c25a83a8,5.22236772412849,672.7,6.1,32.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35302214566258555,5.355441434348963,0.084702647239985,3.4881801299126303e-15,14.921050640367124,0.3278307806531444,2.6126272105984274e-16,c25a83a8,5.22236772412849,672.7,6.1,32.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35302214566258555,5.355441434348963,0.084702647239985,3.2442934803938296e-15,14.921050640367124,0.3278307806531444,2.6126272105984274e-16,c25a83a8,5.22236772412849,672.7,6.1,32.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3737915995838591,4.36842310708894,-0.0019462203355875562,2.4692471775145712e-15,14.119789836800548,0.3118604899246469,1.359035426223001e-16,539787f8,4.94192644288019,540.4,4.9,31.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3737915995838591,4.36842310708894,-0.0019462203355875562,2.2471222998454027e-15,14.119789836800548,0.3118604899246469,1.359035426223001e-16,539787f8,4.94192644288019,540.4,4.9,31.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3737915995838591,4.36842310708894,-0.0019462203355875562,1.9194234276787063e-15,14.119789836800548,0.3118604899246469,1.359035426223001e-16,539787f8,4.94192644288019,540.4,4.9,31.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3737915995838591,4.36842310708894,-0.0019462203355875562,2.3690356399483146e-15,14.119789836800548,0.3118604899246469,1.359035426223001e-16,539787f8,4.94192644288019,540.4,4.9,31.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3737915995838591,4.36842310708894,-0.0019462203355875562,1.898885602757227e-15,14.119789836800548,0.3118604899246469,1.359035426223001e-16,539787f8,4.94192644288019,540.4,4.9,31.0
