Thigh,Calf,Hip left motor,Hip right motor,Hip left ratio,Hip right ratio,Gearbox left,Gearbox right,Efficiency left,Efficiency right,Torso distance,ik_height,ori_l,ori_theta,Best X velocity,Average energy,Max height,Max distance,Unique id,Cost,ac1,ac2,ac3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3737915995838591,4.36842310708894,-0.0019462203355875562,2.331001486204179e-15,14.119789836800548,0.3118604899246469,1.359035426223001e-16,1c296a2e,5.365520137984206,540.4,4.9,31.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3737915995838591,4.36842310708894,-0.0019462203355875562,1.4797201936412868e-15,14.119789836800548,0.3118604899246469,1.359035426223001e-16,1c296a2e,5.365520137984206,540.4,4.9,31.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3737915995838591,4.36842310708894,-0.0019462203355875562,2.3366774167737964e-15,14.119789836800548,0.3118604899246469,1.359035426223001e-16,1c296a2e,5.365520137984206,540.4,4.9,31.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3737915995838591,4.36842310708894,-0.0019462203355875562,2.10787010237546e-15,14.119789836800548,0.3118604899246469,1.359035426223001e-16,1c296a2e,5.365520137984206,540.4,4.9,31.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3737915995838591,4.36842310708894,-0.0019462203355875562,2.2595304012101278e-15,14.119789836800548,0.3118604899246469,1.359035426223001e-16,1c296a2e,5.365520137984206,540.4,4.9,31.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,5.712427207745229,0.01858102168102027,5.113727570200752e-15,13.873972405052845,0.30707540604561534,4.579026981474345e-16,a231a854,5.272109513920076,515.5,5.0,29.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,5.712427207745229,0.01858102168102027,7.236015064616747e-15,13.873972405052845,0.30707540604561534,4.579026981474345e-16,a231a854,5.272109513920076,515.5,5.0,29.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,5.712427207745229,0.01858102168102027,4.0078277458860816e-15,13.873972405052845,0.30707540604561534,4.579026981474345e-16,a231a854,5.272109513920076,515.5,5.0,29.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,5.712427207745229,0.01858102168102027,6.1219658244631434e-15,13.873972405052845,0.30707540604561534,4.579026981474345e-16,a231a854,5.272109513920076,515.5,5.0,29.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,5.712427207745229,0.01858102168102027,5.822630782816865e-15,13.873972405052845,0.30707540604561534,4.579026981474345e-16,a231a854,5.272109513920076,515.5,5.0,29.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.30644495025055096,5.644852884644427,-0.3080721873191723,1.6116643598057884e-14,16.499558371151934,0.36013783441714936,1.2137366127877574e-15,abd8c7e9,6.26983218103772,468.6,4.1,28.3
