Thigh,Calf,Hip left motor,Hip right motor,Hip left ratio,Hip right ratio,Gearbox left,Gearbox right,Efficiency left,Efficiency right,Torso distance,ik_height,Best X velocity,Average energy,Max height,Max distance,Unique id,Cost,ac1,ac2,ac3
0.297,0.302,VT8020,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3500986652880233,3.0272104893930862,17.145019316942903,0.3401296172706692,0.19610268603361303,22f18905,2.3980681906122916,539.9,5.8,27.5
0.297,0.302,VT8020,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3500986652880233,3.046304056390006,17.145019316942903,0.3401296172706692,0.19610268603361303,22f18905,2.3980681906122916,539.9,5.8,27.5
0.297,0.302,VT8020,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3500986652880233,3.082240161141317,17.145019316942903,0.3401296172706692,0.19610268603361303,22f18905,2.3980681906122916,539.9,5.8,27.5
0.297,0.302,VT8020,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3500986652880233,3.0894643785928335,17.145019316942903,0.3401296172706692,0.19610268603361303,22f18905,2.3980681906122916,539.9,5.8,27.5
0.297,0.302,VT8020,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3500986652880233,3.095184317157851,17.145019316942903,0.3401296172706692,0.19610268603361303,22f18905,2.3980681906122916,539.9,5.8,27.5
0.297,0.302,VT8020,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,2.7683887442859234,16.709857624917333,0.33464135343625706,0.183449554252168,757076dc,2.444663527944851,518.7,3.8,29.2
0.297,0.302,VT8020,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,2.78689861459032,16.709857624917333,0.33464135343625706,0.183449554252168,757076dc,2.444663527944851,518.7,3.8,29.2
0.297,0.302,VT8020,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,2.6543324497488126,16.709857624917333,0.33464135343625706,0.183449554252168,757076dc,2.444663527944851,518.7,3.8,29.2
0.297,0.302,VT8020,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,2.68236999985388,16.709857624917333,0.33464135343625706,0.183449554252168,757076dc,2.444663527944851,518.7,3.8,29.2
0.297,0.302,VT8020,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,2.7914382290130937,16.709857624917333,0.33464135343625706,0.183449554252168,757076dc,2.444663527944851,518.7,3.8,29.2
0.297,0.302,VT8020,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.33923513158996266,3.895894350514844,23.994427732574298,0.40887996067810534,0.26758971687851413,09e9c112,3.452072283473096,607.3,3.3,27.2
