iter, gearRatio, moduleBig, moduleSmall, Ns, NpBig, NpSmall, Nr, numPlanet, fwSunMM, fwPlanetBigMM, fwPanetSmallMM, fwRingMM, mass, eff, peakTorque, Cost, Torque_Density, Outer_Bearing_mass, Actuator_width
3 , 15.31547619047619 , 0.6 , 0.6 , 18 , 65 , 28 , 111 , 3 , 18.547 , 18.547 , 33.248 , 33.248 , 1.426 , 0.934 , 58.501 , -0.0005491625864451066 , 41.025 , 0.103 , 129.79539748923025
2 , 15.32258064516129 , 0.5 , 0.5 , 21 , 74 , 31 , 126 , 3 , 21.506 , 21.506 , 41.022 , 41.022 , 1.486 , 0.941 , 58.528 , 0.6341497785098273 , 39.386 , 0.103 , 140.5280225173227
1 , 15.489795918367347 , 0.5 , 0.5 , 21 , 71 , 28 , 120 , 3 , 21.542 , 21.542 , 44.996 , 44.996 , 1.503 , 0.938 , 59.167 , -0.030588872700078984 , 39.366 , 0.103 , 144.53764974287773
2 , 15.589285714285714 , 0.5 , 0.5 , 21 , 76 , 32 , 129 , 3 , 21.483 , 21.483 , 40.44 , 40.44 , 1.486 , 0.942 , 59.547 , -0.03337401836396381 , 40.072 , 0.103 , 139.92260266114897
2 , 15.74384236453202 , 0.5 , 0.5 , 21 , 73 , 29 , 123 , 3 , 21.518 , 21.518 , 44.183 , 44.183 , 1.502 , 0.939 , 60.137 , 0.3046388180179738 , 40.038 , 0.103 , 143.70081451565625
3 , 15.78125 , 0.5 , 0.5 , 24 , 77 , 28 , 129 , 3 , 17.88 , 17.88 , 42.834 , 42.834 , 1.508 , 0.942 , 60.28 , 0.054175947322779805 , 39.973 , 0.128 , 138.713619940767
4 , 15.857142857142858 , 0.5 , 0.5 , 21 , 78 , 33 , 132 , 3 , 21.461 , 21.461 , 39.897 , 39.897 , 1.487 , 0.942 , 60.57 , 0.28773530109312007 , 40.733 , 0.103 , 139.35797536772566
2 , 16.0 , 0.5 , 0.5 , 21 , 75 , 30 , 126 , 3 , 21.494 , 21.494 , 43.429 , 43.429 , 1.501 , 0.94 , 61.115 , -0.13473465665826734 , 40.716 , 0.103 , 142.9231220363268
2 , 16.0 , 0.5 , 0.5 , 21 , 75 , 30 , 126 , 3 , 21.494 , 21.494 , 43.429 , 43.429 , 1.501 , 0.94 , 61.115 , 0.8652653433408942 , 40.716 , 0.103 , 142.9231220363268
4 , 16.258064516129032 , 0.5 , 0.5 , 21 , 77 , 31 , 129 , 3 , 21.472 , 21.472 , 42.728 , 42.728 , 1.5 , 0.941 , 62.101 , 0.44515091961110476 , 41.401 , 0.103 , 142.19968427161663
2 , 16.258064516129032 , 0.5 , 0.5 , 21 , 77 , 31 , 129 , 3 , 21.472 , 21.472 , 42.728 , 42.728 , 1.5 , 0.941 , 62.101 , 0.2838605970296826 , 41.401 , 0.103 , 142.19968427161663
1 , 16.479591836734695 , 0.5 , 0.5 , 21 , 74 , 28 , 123 , 3 , 21.506 , 21.506 , 46.949 , 46.949 , 1.518 , 0.938 , 62.947 , 0.6681937657230119 , 41.467 , 0.103 , 146.45498600909912
1 , 16.479591836734695 , 0.5 , 0.5 , 21 , 74 , 28 , 123 , 3 , 21.506 , 21.506 , 46.949 , 46.949 , 1.518 , 0.938 , 62.947 , 0.07635703102838787 , 41.467 , 0.103 , 146.45498600909912
1 , 16.479591836734695 , 0.5 , 0.5 , 21 , 74 , 28 , 123 , 3 , 21.506 , 21.506 , 46.949 , 46.949 , 1.518 , 0.938 , 62.947 , 1.076357031028402 , 41.467 , 0.103 , 146.45498600909912
2 , 16.724137931034484 , 0.5 , 0.5 , 21 , 76 , 29 , 126 , 3 , 21.483 , 21.483 , 46.047 , 46.047 , 1.516 , 0.939 , 63.882 , 0.11235095403963902 , 42.139 , 0.103 , 145.5304261616473
2 , 16.724137931034484 , 0.5 , 0.5 , 21 , 76 , 29 , 126 , 3 , 21.483 , 21.483 , 46.047 , 46.047 , 1.516 , 0.939 , 63.882 , 0.6295923333493199 , 42.139 , 0.103 , 145.5304261616473
3 , 16.97142857142857 , 0.5 , 0.5 , 21 , 78 , 30 , 129 , 3 , 21.461 , 21.461 , 45.211 , 45.211 , 1.514 , 0.94 , 64.826 , 0.5841741852151967 , 42.818 , 0.103 , 144.6721909351809
2 , 16.97142857142857 , 0.5 , 0.5 , 21 , 78 , 30 , 129 , 3 , 21.461 , 21.461 , 45.211 , 45.211 , 1.514 , 0.94 , 64.826 , 0.15560275664318346 , 42.818 , 0.103 , 144.6721909351809
2 , 16.97142857142857 , 0.5 , 0.5 , 21 , 78 , 30 , 129 , 3 , 21.461 , 21.461 , 45.211 , 45.211 , 1.514 , 0.94 , 64.826 , 1.1556027566431977 , 42.818 , 0.103 , 144.6721909351809
3 , 16.97142857142857 , 0.5 , 0.5 , 21 , 78 , 30 , 129 , 3 , 21.461 , 21.461 , 45.211 , 45.211 , 1.514 , 0.94 , 64.826 , 2.155602756643212 , 42.818 , 0.103 , 144.6721909351809
1 , 17.5 , 0.5 , 0.5 , 21 , 77 , 28 , 126 , 3 , 21.472 , 21.472 , 48.904 , 48.904 , 1.533 , 0.938 , 66.845 , 1.8771225678059396 , 43.604 , 0.103 , 148.37610287006208
1 , 17.5 , 0.5 , 0.5 , 21 , 77 , 28 , 126 , 3 , 21.472 , 21.472 , 48.904 , 48.904 , 1.533 , 0.938 , 66.845 , 0.8771225678059252 , 43.604 , 0.103 , 148.37610287006208
1 , 17.5 , 0.5 , 0.5 , 21 , 77 , 28 , 126 , 3 , 21.472 , 21.472 , 48.904 , 48.904 , 1.533 , 0.938 , 66.845 , -0.12287743219408898 , 43.604 , 0.103 , 148.37610287006208
1 , 17.5 , 0.5 , 0.5 , 21 , 77 , 28 , 126 , 3 , 21.472 , 21.472 , 48.904 , 48.904 , 1.533 , 0.938 , 66.845 , 0.8771225678054989 , 43.604 , 0.103 , 148.37610287006208
1 , 17.5 , 0.5 , 0.5 , 21 , 77 , 28 , 126 , 3 , 21.472 , 21.472 , 48.904 , 48.904 , 1.533 , 0.938 , 66.845 , 1.8771225678055132 , 43.604 , 0.103 , 148.37610287006208
1 , 17.5 , 0.5 , 0.5 , 21 , 77 , 28 , 126 , 3 , 21.472 , 21.472 , 48.904 , 48.904 , 1.533 , 0.938 , 66.845 , 2.8771225678055274 , 43.604 , 0.103 , 148.37610287006208
1 , 17.5 , 0.5 , 0.5 , 21 , 77 , 28 , 126 , 3 , 21.472 , 21.472 , 48.904 , 48.904 , 1.533 , 0.938 , 66.845 , 3.8771225678055417 , 43.604 , 0.103 , 148.37610287006208
1 , 17.5 , 0.5 , 0.5 , 21 , 77 , 28 , 126 , 3 , 21.472 , 21.472 , 48.904 , 48.904 , 1.533 , 0.938 , 66.845 , 4.877122567805555 , 43.604 , 0.103 , 148.37610287006208
