iter, gearRatio, moduleBig, moduleSmall, Ns, NpBig, NpSmall, Nr, numPlanet, fwSunMM, fwPlanetBigMM, fwPanetSmallMM, fwRingMM, mass, eff, peakTorque, Cost, Torque_Density, Outer_Bearing_mass, Actuator_width
10 , 4.0 , 0.5 , 0.5 , 40 , 40 , 40 , 120 , 4 , 6.328 , 6.328 , 5.646 , 5.646 , 0.829 , 0.963 , 13.751 , -0.3714488117650367 , 16.587 , 0.05 , 84.47413039496203
7 , 4.099099099099099 , 0.5 , 0.5 , 27 , 43 , 74 , 144 , 3 , 14.083 , 14.083 , 5.899 , 5.899 , 0.849 , 0.964 , 14.092 , -0.3568793384278323 , 16.598 , 0.038 , 92.4825416803357
6 , 4.2 , 0.5 , 0.5 , 30 , 40 , 50 , 120 , 3 , 12.266 , 12.266 , 7.67 , 7.67 , 0.838 , 0.962 , 14.439 , -0.3676170766333099 , 17.23 , 0.038 , 92.43634457884032
6 , 4.3 , 0.5 , 0.5 , 24 , 44 , 85 , 153 , 3 , 16.519 , 16.519 , 5.793 , 5.793 , 0.88 , 0.963 , 14.782 , -0.354721664768501 , 16.798 , 0.038 , 94.81210912003006
9 , 4.3999999999999995 , 0.6 , 0.6 , 30 , 36 , 36 , 102 , 3 , 8.571 , 8.571 , 7.109 , 7.109 , 0.84 , 0.956 , 15.126 , -0.36332667002643587 , 18.007 , 0.05 , 88.17995060657664
8 , 4.5 , 0.5 , 0.5 , 40 , 40 , 32 , 112 , 4 , 6.328 , 6.328 , 7.494 , 7.494 , 0.838 , 0.958 , 15.47 , -0.3651366873757354 , 18.461 , 0.05 , 86.3225229089652
6 , 4.6 , 0.5 , 0.5 , 30 , 39 , 39 , 108 , 3 , 12.284 , 12.284 , 10.049 , 10.049 , 0.848 , 0.957 , 15.814 , -0.36135398523542056 , 18.649 , 0.038 , 94.83330012924358
9 , 4.699604743083004 , 0.5 , 0.5 , 33 , 54 , 69 , 156 , 3 , 10.637 , 10.637 , 6.585 , 6.585 , 0.918 , 0.967 , 16.156 , -0.34084680556237706 , 17.599 , 0.081 , 91.72224007325225
7 , 4.800000000000001 , 0.6 , 0.6 , 24 , 40 , 50 , 114 , 3 , 11.534 , 11.534 , 6.643 , 6.643 , 0.86 , 0.957 , 16.501 , -0.35727913210010637 , 19.187 , 0.05 , 90.67675004475674
7 , 4.9 , 0.5 , 0.5 , 33 , 44 , 40 , 117 , 3 , 10.749 , 10.749 , 10.025 , 10.025 , 0.867 , 0.959 , 16.845 , -0.35656774768357136 , 19.429 , 0.05 , 93.27442387566288
12 , 5.0 , 0.7 , 0.7 , 18 , 32 , 40 , 90 , 3 , 12.757 , 12.757 , 6.72 , 6.72 , 0.839 , 0.946 , 17.189 , -0.3567974128457186 , 20.487 , 0.038 , 91.97692001374863
8 , 5.1 , 0.5 , 0.5 , 27 , 41 , 40 , 108 , 3 , 14.121 , 14.121 , 11.373 , 11.373 , 0.866 , 0.955 , 17.533 , -0.3543352039105265 , 20.246 , 0.038 , 97.99391801094146
13 , 5.2 , 0.5 , 0.5 , 30 , 48 , 48 , 126 , 3 , 12.144 , 12.144 , 9.676 , 9.676 , 0.877 , 0.96 , 17.876 , -0.35404628761294127 , 20.383 , 0.05 , 94.32034503856609
11 , 5.301075268817205 , 0.6 , 0.6 , 18 , 40 , 62 , 120 , 3 , 17.119 , 17.119 , 6.943 , 6.943 , 0.876 , 0.952 , 18.224 , -0.33783958011499193 , 20.804 , 0.038 , 96.5616739187882
7 , 5.399999999999999 , 0.7 , 0.7 , 21 , 33 , 30 , 84 , 3 , 10.302 , 10.302 , 8.572 , 8.572 , 0.857 , 0.943 , 18.564 , -0.3493834250023423 , 21.662 , 0.05 , 91.37477009747484
11 , 5.5 , 0.6 , 0.6 , 24 , 42 , 42 , 108 , 3 , 11.502 , 11.502 , 8.569 , 8.569 , 0.869 , 0.953 , 18.908 , -0.3520472567569293 , 21.758 , 0.05 , 92.57039906902628
10 , 5.6 , 0.5 , 0.5 , 24 , 46 , 50 , 120 , 3 , 16.479 , 16.479 , 11.026 , 11.026 , 0.884 , 0.956 , 19.251 , -0.3490268174249904 , 21.777 , 0.038 , 100.00519424365015
6 , 5.7 , 0.5 , 0.5 , 24 , 52 , 65 , 141 , 3 , 16.374 , 16.374 , 9.3 , 9.3 , 0.91 , 0.959 , 19.595 , -0.34247813349826756 , 21.533 , 0.05 , 98.17352358380292
8 , 5.8 , 0.5 , 0.5 , 30 , 48 , 39 , 117 , 3 , 12.144 , 12.144 , 12.417 , 12.417 , 0.89 , 0.956 , 19.939 , -0.34727197566185564 , 22.403 , 0.05 , 97.06132299624525
14 , 5.899653979238754 , 0.5 , 0.5 , 51 , 59 , 34 , 144 , 3 , 6.171 , 6.171 , 10.792 , 10.792 , 0.987 , 0.962 , 20.282 , -0.31520001134527426 , 20.549 , 0.128 , 92.46290256855826
