thigh_length,calf_length,motor_hip_name,motor_knee_name,gear_hip_ratio,gear_knee_ratio,gearbox_hip,gearbox_knee,torso_distance,ik_height,best_index,best_cost,ac1,ac2,ac3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3845417302846151,4,3.5001483029501372,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3890125715162636,7,3.5237081801904706,739.7,3.8,34.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.38007510400210465,2,3.4227700426538368,548.2,4.5,22.9
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3854572209962505,6,3.4476925338089943,555.9,6.0,19.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.37593387432461794,5,3.393707100496156,586.9,3.0,20.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.35081714468823794,2,3.4763599031459247,538.4,4.5,21.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.38690078247121606,6,3.3528522470335202,583.6,5.1,15.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3746822529181001,3,3.287281046073324,582.7,5.5,10.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3102501644150818,4,3.17412169894376,436.2,6.9,10.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.33478875377365763,7,3.2378378662544183,699.7,6.2,11.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3148584813315307,3,3.1995261693572528,611.8,3.9,10.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3105965320362432,7,3.254208279303664,551.1,4.4,14.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30131066648227195,2,3.144309139133917,603.4,6.7,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3060160530185217,5,3.2283377603494774,720.6,6.1,13.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3031434391454741,5,3.097905815688306,624.0,4.0,10.4
