thigh_length,calf_length,motor_hip_name,motor_knee_name,gear_hip_ratio,gear_knee_ratio,gearbox_hip,gearbox_knee,torso_distance,ik_height,best_index,best_cost,ac1,ac2,ac3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.33923513158996266,3,2.2818868887719006,607.3,3.3,27.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3010227247176882,5,2.1098157641935034,539.5,3.3,22.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.32792723730752626,4,1.9638364493492126,554.1,2.5,15.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3117649934380432,0,1.8390244228862032,513.8,2.4,13.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.306836036254511,7,1.7048186641713015,792.2,3.7,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30180491182374347,5,1.6451798471437749,609.9,3.7,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30819232943458086,3,1.6725752916345975,710.0,3.3,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30011548221259254,0,1.625036265190213,689.4,3.1,10.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3014578354825499,0,1.6542289546014932,816.4,2.1,10.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30113769854996175,2,1.6383586281840974,733.6,0.8,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3042789685318178,0,1.6372772265961997,719.3,2.1,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3003734887583609,5,1.660987245481075,629.6,1.5,11.7
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30010467233430027,2,1.622422821418108,755.2,2.2,10.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30000006781575805,3,1.6148708938006275,802.7,1.3,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30070812384363443,2,1.6226421267662965,867.2,1.6,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000113120490275,5,1.6151852022084197,764.1,0.4,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3004219723709656,2,1.614690948555956,786.5,1.7,10.0
