thigh_length,calf_length,motor_hip_name,motor_knee_name,gear_hip_ratio,gear_knee_ratio,gearbox_hip,gearbox_knee,torso_distance,ik_height,best_index,best_cost,ac1,ac2,ac3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3845417302846151,4,4.564168870627881,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4129616171368731,7,4.563025295474223,679.2,4.3,34.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.38761008025134047,6,4.507032557158018,776.6,4.4,29.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.38450458824735695,0,4.552609262772117,693.3,5.3,29.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41214983619851847,6,4.521832918297323,699.5,4.2,29.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.408590464749886,6,4.55752561750425,748.1,3.9,33.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4145599505823747,0,4.459724120635615,818.6,3.7,31.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41160055770120685,4,4.5071381222278895,804.3,3.4,32.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.40808839447071155,3,4.5375352494502685,777.9,3.6,32.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41184177857137844,2,4.517359488268401,773.1,3.5,33.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41492402480976803,5,4.474649956811135,721.3,3.7,32.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41174978448103733,2,4.512311401472019,788.5,3.1,31.9
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4119036846251033,6,4.518353589427514,739.7,3.7,30.9
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.408080275364899,2,4.535359185891213,776.0,3.4,30.9
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41128081732550636,6,4.493801703519152,844.6,3.4,31.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41124453356140367,0,4.492334791134722,831.1,3.2,30.9
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41497836109739344,0,4.476252485243201,812.0,3.7,31.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4114084272779528,6,4.4980842268374746,809.6,3.8,30.7
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41117721545452723,5,4.4953610788146445,775.1,3.6,31.9
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41470177770373085,5,4.465960402584856,827.7,3.5,32.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41469866160007407,1,4.465856820597532,837.4,3.8,32.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4146881446447174,5,4.464640122463321,798.1,4.2,32.7
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41468200144460976,0,4.463850268639486,795.0,3.8,32.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41452398407707003,4,4.458110680550008,789.2,3.8,31.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41528958382278885,2,4.484095501321041,814.2,3.7,31.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4149720849679681,2,4.47594076460452,842.0,3.7,31.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4118063243701001,2,4.514620901153779,843.7,3.7,30.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4145661951981241,4,4.459234617451559,852.3,3.8,31.9
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4147930745712297,0,4.469328299660318,845.5,3.8,32.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4146062610532458,1,4.461747898896288,862.7,3.7,31.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4147770377257036,3,4.468617536590048,847.9,3.9,31.9
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4130514779607104,7,4.560003240624448,858.4,3.6,30.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.414520342336291,3,4.45805730703112,853.4,3.7,31.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41239588912829417,5,4.537986018536003,863.6,3.6,31.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41170418375059104,7,4.510012959357178,877.5,3.4,30.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41154106828077747,1,4.504131046834175,863.0,3.3,30.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4112456229296519,3,4.490835730746745,862.6,3.2,29.7
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4121595912477153,7,4.522823091621167,848.1,3.3,29.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41163885456134447,4,4.507430381478574,903.9,3.5,31.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41484358969217805,0,4.471358931476362,854.0,3.6,32.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41446748613883205,7,4.455298553174539,850.4,3.6,31.7
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4147960645080979,3,4.468447819233556,789.0,3.3,30.7
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4144617664950655,7,4.4549313495346174,906.3,3.5,31.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41463204234617457,2,4.462717017275185,778.1,3.6,31.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41442761288645436,0,4.453562815066108,761.4,3.3,30.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41465990740884356,6,4.463275199859712,817.9,3.2,31.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4143927234027138,0,4.451716952534593,787.7,3.0,29.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41479193373348544,2,4.468306770666724,799.3,3.3,30.7
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4112951637480659,4,4.493517603715359,855.8,3.3,30.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4147309949036454,1,4.465759645887777,776.6,3.4,30.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4148609674883304,7,4.471095865709713,774.6,3.4,30.9
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41448376694338207,7,4.455671984349813,760.2,3.2,30.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4119060689941274,3,4.518317695470939,814.4,3.3,30.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4109928825472949,2,4.481232839080372,837.3,3.2,29.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41170901505238267,6,4.509540841945406,801.4,3.1,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4112880027909412,3,4.493199970601056,800.9,3.4,30.4
