Thigh,Calf,Hip motor,Knee motor,Hip ratio,Knee ratio,Gearbox hip,Gearbox knee,Efficiency hip,Efficiency knee,Torso distance,ik_height,Best X velocity,Average energy,Max height,Max distance,Unique id,ac1,ac2,ac3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3845417302846151,0.03319314902256748,8.820251141338854,0.23046406544454476,0.0727981814175432,78fdb232,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3845417302846151,0.02977779550128255,8.820251141338854,0.23046406544454476,0.0727981814175432,78fdb232,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3845417302846151,0.030667893315860294,8.820251141338854,0.23046406544454476,0.0727981814175432,78fdb232,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3845417302846151,0.03085375152290157,8.820251141338854,0.23046406544454476,0.0727981814175432,78fdb232,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3845417302846151,0.03048779780092869,8.820251141338854,0.23046406544454476,0.0727981814175432,78fdb232,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,0.03484956183860905,9.130367771961673,0.2375856671243613,0.0795308152232877,ffaa2178,617.7,5.1,28.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,0.032080985249618145,9.130367771961673,0.2375856671243613,0.0795308152232877,ffaa2178,617.7,5.1,28.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,0.03200377015085304,9.130367771961673,0.2375856671243613,0.0795308152232877,ffaa2178,617.7,5.1,28.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,0.03275768786396983,9.130367771961673,0.2375856671243613,0.0795308152232877,ffaa2178,617.7,5.1,28.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,0.03315553544402351,9.130367771961673,0.2375856671243613,0.0795308152232877,ffaa2178,617.7,5.1,28.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,0.035933507208165696,9.38243560130796,0.24257150809424657,0.09148580993141359,50f2d17f,518.6,7.4,29.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,0.03546182602478486,9.38243560130796,0.24257150809424657,0.09148580993141359,50f2d17f,518.6,7.4,29.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,0.03648673678625807,9.38243560130796,0.24257150809424657,0.09148580993141359,50f2d17f,518.6,7.4,29.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,0.0369313451793128,9.38243560130796,0.24257150809424657,0.09148580993141359,50f2d17f,518.6,7.4,29.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,0.03684980092203108,9.38243560130796,0.24257150809424657,0.09148580993141359,50f2d17f,518.6,7.4,29.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35328829524734545,0.04122454306718557,9.712556327106899,0.2492211873961095,0.10076354591528576,8093303f,700.3,4.1,27.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35328829524734545,0.03841513853746686,9.712556327106899,0.2492211873961095,0.10076354591528576,8093303f,700.3,4.1,27.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35328829524734545,0.039216861869944226,9.712556327106899,0.2492211873961095,0.10076354591528576,8093303f,700.3,4.1,27.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35328829524734545,0.038955874406562986,9.712556327106899,0.2492211873961095,0.10076354591528576,8093303f,700.3,4.1,27.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35328829524734545,0.039499653698095015,9.712556327106899,0.2492211873961095,0.10076354591528576,8093303f,700.3,4.1,27.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,0.03736379284745703,9.55024234275833,0.24569449980746488,0.09684713841834214,7eb014fb,518.7,3.8,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,0.03651224350541245,9.55024234275833,0.24569449980746488,0.09684713841834214,7eb014fb,518.7,3.8,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,0.037570600091400584,9.55024234275833,0.24569449980746488,0.09684713841834214,7eb014fb,518.7,3.8,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,0.03775743135022595,9.55024234275833,0.24569449980746488,0.09684713841834214,7eb014fb,518.7,3.8,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,0.03869303963437135,9.55024234275833,0.24569449980746488,0.09684713841834214,7eb014fb,518.7,3.8,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3500986652880233,0.04024069853770678,9.823273997512143,0.25139573459744563,0.10309248807115956,cc33e825,539.9,5.8,27.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3500986652880233,0.03826015157195479,9.823273997512143,0.25139573459744563,0.10309248807115956,cc33e825,539.9,5.8,27.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3500986652880233,0.039783835193708435,9.823273997512143,0.25139573459744563,0.10309248807115956,cc33e825,539.9,5.8,27.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3500986652880233,0.039462994065127335,9.823273997512143,0.25139573459744563,0.10309248807115956,cc33e825,539.9,5.8,27.5
