Thigh,Calf,Hip motor,Knee motor,Hip ratio,Knee ratio,Gearbox hip,Gearbox knee,Efficiency hip,Efficiency knee,Torso distance,ik_height,Best X velocity,Average energy,Max height,Max distance,Unique id,ac1,ac2,ac3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3845417302846151,0.026378333450449768,8.820251141338854,0.23046406544454476,0.0727981814175432,90a8542e,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3845417302846151,0.026583714780585813,8.820251141338854,0.23046406544454476,0.0727981814175432,90a8542e,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3845417302846151,0.027861028458020642,8.820251141338854,0.23046406544454476,0.0727981814175432,90a8542e,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3845417302846151,0.02814544369387872,8.820251141338854,0.23046406544454476,0.0727981814175432,90a8542e,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3845417302846151,0.02852181845963527,8.820251141338854,0.23046406544454476,0.0727981814175432,90a8542e,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,0.02582359691270825,9.130367771961673,0.2375856671243613,0.0795308152232877,3f029ff0,617.7,5.1,28.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,0.028183150405697632,9.130367771961673,0.2375856671243613,0.0795308152232877,3f029ff0,617.7,5.1,28.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,0.0298586604843081,9.130367771961673,0.2375856671243613,0.0795308152232877,3f029ff0,617.7,5.1,28.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,0.03008571485134401,9.130367771961673,0.2375856671243613,0.0795308152232877,3f029ff0,617.7,5.1,28.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.37989319480740086,0.030483365142174056,9.130367771961673,0.2375856671243613,0.0795308152232877,3f029ff0,617.7,5.1,28.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,0.033350465894024524,9.55024234275833,0.24569449980746488,0.09684713841834214,c0babfce,518.7,3.8,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,0.03483274199687849,9.55024234275833,0.24569449980746488,0.09684713841834214,c0babfce,518.7,3.8,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,0.03473211924923755,9.55024234275833,0.24569449980746488,0.09684713841834214,c0babfce,518.7,3.8,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,0.03513499950581744,9.55024234275833,0.24569449980746488,0.09684713841834214,c0babfce,518.7,3.8,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.35562809677511104,0.03586796697554898,9.55024234275833,0.24569449980746488,0.09684713841834214,c0babfce,518.7,3.8,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,0.029922895184876116,9.38243560130796,0.24257150809424657,0.09148580993141359,4ce4c2b6,518.6,7.4,29.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.952,0.952,0.125,0.3632368246065512,0.032070087170635184,9.38243560130796,0.24257150809424657,0.09148580993141359,4ce4c2b6,518.6,7.4,29.0
