thigh_length,calf_length,motor_hip_name,motor_knee_name,gear_hip_ratio,gear_knee_ratio,gearbox_hip,gearbox_knee,torso_distance,ik_height,best_index,best_cost,ac1,ac2,ac3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3205817634434413,5,-0.3888425670895934,468.6,4.1,28.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30051121372689865,5,-0.6543593183315322,489.8,3.9,26.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30008544670409104,1,-1.3658654143660605,582.4,4.3,10.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3020438687283451,1,-1.3559245050572253,764.5,4.8,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.304849526524074,4,-1.2336711194832612,789.3,2.9,11.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000269162942804,6,-1.2939751883474733,612.5,3.4,12.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002418021233707,3,-1.3785512775206032,619.7,1.5,10.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3007274723609903,2,-1.3689793124923235,756.4,1.7,10.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30074008770161015,3,-1.3686359615673385,747.3,3.2,10.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3036649797820269,6,-1.3229344910396583,678.1,2.3,10.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000664621714092,2,-1.3977496931708249,767.4,3.5,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.300187758178741,6,-1.3704950639325166,620.6,3.7,10.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000000053003919,4,-1.3718228761409117,621.5,3.4,10.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30007267731996823,2,-1.397584349316762,715.6,2.9,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000721335176678,2,-1.3975988166977706,756.6,3.6,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30023201708428265,2,-1.3933396242216185,772.5,2.4,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30020565540627525,7,-1.3940438497081904,693.7,3.6,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000213157920362,3,-1.3989504603176974,793.7,3.0,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.300171314653951,6,-1.394958893780999,699.8,2.5,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000745170972066,6,-1.3975354030800413,748.7,3.1,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30004177519428693,4,-1.3984063479480833,711.4,3.4,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000416296693293,6,-1.3984102183179208,771.1,3.1,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000368567946892,4,-1.3985371555114634,768.6,2.9,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000447927376478,1,-1.398326092337725,764.0,2.9,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30005187112109566,5,-1.398137823677887,747.9,2.8,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000296901124072,0,-1.3987277527960678,778.6,2.8,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000225750828644,1,-1.398916971077428,746.9,3.1,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000330423102567,6,-1.3986386020564958,734.3,2.9,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30003639852193004,0,-1.3985493433957568,746.5,3.1,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30003460114181174,5,-1.3985971449794419,735.7,3.3,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000409915844815,1,-1.398427188702673,762.2,3.3,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.30002157140041086,7,-1.3989436627510026,781.6,3.4,10.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3000291211532429,7,-1.3987428839847507,765.1,3.3,10.0
