thigh_length,calf_length,motor_left_name,motor_right_name,gear_left_ratio,gear_right_ratio,gearbox_left,gearbox_right,torso_distance,ik_height,ori_l,ori_theta,best_index,best_cost,ac1,ac2,ac3
0.24340260084441284,0.22614457522179437,U10,U10,6.0,6.0,SSPG,SSPG,0.09795121212994093,0.339234952173994,5.60348501323856,-0.5230232696192572,1,0.12069296767938391,483.5,6.2,37.4
0.26159718080342265,0.20524745552663096,U10,U10,6.0,6.0,SSPG,SSPG,0.09653050594862242,0.31979575904920804,7.211061915822338,-0.17544617710177324,7,0.1082127654048522,299.7,4.6,30.4
0.26608497482034466,0.2125229217138674,U10,U10,6.0,6.0,SSPG,SSPG,0.12041271265945698,0.3507118480454646,6.794116543923404,-0.3254230855072706,0,0.10416402307871765,243.1,5.2,25.4
0.2477083806824794,0.2002100536406628,U10,U10,6.0,6.0,SSPG,SSPG,0.10759438617819977,0.31885688350701435,5.070853453860509,-0.8137843034044715,2,-1.0965990272012922,235.1,6.3,26.2
0.25877988707459443,0.16706737349890186,U10,U10,6.0,6.0,SSPG,SSPG,0.11505004354482931,0.3313892511255039,5.673283343882662,-0.3386349251930272,1,-1.8568498727236447,50.4,4.6,31.0
0.2807385914004097,0.17228267835745814,U10,U10,6.0,6.0,SSPG,SSPG,0.10737763057505847,0.3445730952252107,7.5251934822485715,0.14174786304312126,2,-6.015117704614813,76.9,5.0,32.7
0.2589773023817939,0.15107617990366776,U10,U10,6.0,6.0,SSPG,SSPG,0.1071253536445727,0.35607549513174175,9.739585990764688,0.5717751240085516,0,-5.261916072925128,55.0,3.8,26.6
0.258254671858983,0.2042511891868502,U10,U10,6.0,6.0,SSPG,SSPG,0.11343936764779772,0.3065712881668912,8.25550148163236,-0.4864661418363323,0,-5.707306925890658,116.3,5.9,34.9
0.28017576912122566,0.16726856052799693,U10,U10,6.0,6.0,SSPG,SSPG,0.10610575473572445,0.35249562943261775,9.947610505038412,-0.3569602848193041,6,-5.726995192686741,73.1,6.2,34.0
0.265669594786452,0.18363671859748248,U10,U10,6.0,6.0,SSPG,SSPG,0.10170206292921163,0.37411431662368183,9.975908723207318,-0.54271093098669,7,-5.469394867839025,50.6,4.7,27.9
0.2580189531719626,0.17967945475169592,U10,U10,6.0,6.0,SSPG,SSPG,0.09610792749678496,0.3613827727524457,9.984845220120906,-1.5685093998530177,3,-4.518237803585229,147.7,7.5,41.2
0.24109675832327643,0.1951798478498171,U10,U10,6.0,6.0,SSPG,SSPG,0.0790240909880923,0.3421450352327462,4.961972007228435,-0.6478026522256816,0,-2.8786763372913344,126.0,6.9,46.4
0.17523900560698413,0.1930904706448662,U10,U10,6.0,6.0,SSPG,SSPG,0.0916820913074132,0.3932475582101988,5.7691053512625965,-1.5066541041004946,4,-7.606762390661909,115.4,5.7,48.0
0.19152554723459714,0.15427965646160546,U10,U10,6.0,6.0,SSPG,SSPG,0.05681618154202533,0.3807532801570521,4.436678670627784,-1.476641827565563,0,-7.115748977516233,371.3,7.7,50.0
0.16906119272642012,0.2431135992900254,U10,U10,6.0,6.0,SSPG,SSPG,0.05734501751711232,0.408194330546767,4.356129923186241,-1.569389508684401,1,-6.021627111157427,153.8,5.2,50.0
0.15450490069412962,0.27830806760484267,U10,U10,6.0,6.0,SSPG,SSPG,0.055269885747970454,0.3957597428108617,5.795598025003811,-1.1830525785317185,0,-6.569502144235262,219.0,7.8,45.6
0.15641950450187347,0.22566072266992793,U10,U10,6.0,6.0,SSPG,SSPG,0.05214880638205966,0.42194269527963296,6.052801244256516,-1.5321161221454505,6,-6.650499926584353,88.9,5.1,50.0
0.15920415819904435,0.3093901842250081,U10,U10,6.0,6.0,SSPG,SSPG,0.07765109335837234,0.3389065944487092,6.18717650862936,-0.6021258925114694,2,-9.05924688016675,76.8,4.0,42.5
0.15784382298969707,0.279396400556866,U10,U10,6.0,6.0,SSPG,SSPG,0.09314638706155648,0.39575347838311253,9.377481871256462,-0.9008177828085673,2,-7.4721972507381045,91.5,2.9,46.1
0.1645178612820824,0.24832406820574227,U10,U10,6.0,6.0,SSPG,SSPG,0.0751311821398202,0.45716324123426755,9.803072482747837,-1.4241557012462964,3,-7.430585772971657,68.5,2.2,42.9
0.1532282066493259,0.1884291598109571,U10,U10,6.0,6.0,SSPG,SSPG,0.06998291906597587,0.4279718752084485,8.648879239930862,-1.569453931339671,7,-7.04633195109967,119.6,2.8,43.5
0.1778869246640696,0.23129722836581545,U10,U10,6.0,6.0,SSPG,SSPG,0.06092163028189155,0.3578776334896694,6.925776737090212,-1.4555301394629403,6,-6.991893588214937,282.9,4.4,42.6
0.1642340557625365,0.18303604302060325,U10,U10,6.0,6.0,SSPG,SSPG,0.050424602244820024,0.44970227173579613,8.379794601868324,-1.5614109323233587,2,-6.764134663582107,50.0,3.7,43.5
0.152257727741268,0.20638436282008787,U10,U10,6.0,6.0,SSPG,SSPG,0.0740243887648548,0.4449813996143221,6.447518885546223,-1.2028708343481984,5,-8.182519281271329,59.2,6.6,46.4
0.1534886251581644,0.1516798415724017,U10,U10,6.0,6.0,SSPG,SSPG,0.05436644310309354,0.4194935654148116,4.247104597797668,-1.492462847976883,0,-8.109324884387487,96.3,7.1,50.0
0.15262370850645474,0.15001112536107963,U10,U10,6.0,6.0,SSPG,SSPG,0.0518130241784078,0.3958346143488223,5.214502125524129,-1.5703715392150175,4,-8.009467906234677,87.8,8.6,42.0
0.15690797490729513,0.15136573880252022,U10,U10,6.0,6.0,SSPG,SSPG,0.051668846045917226,0.41712835701492756,6.272257781658961,-1.5348404946175986,0,-7.900099078282027,58.3,7.8,50.0
0.1516175029164628,0.15111965574368627,U10,U10,6.0,6.0,SSPG,SSPG,0.06607161689382343,0.4417273240834328,4.008592469495273,-1.4701751487555705,1,-8.634741832180389,70.9,8.7,49.3
0.15571723737695858,0.17578992191474482,U10,U10,6.0,6.0,SSPG,SSPG,0.07690530173744482,0.452189539739459,1.770494056509369,-1.3635962852036836,3,-8.545489950547902,59.5,9.5,49.6
0.15049253744117397,0.17635465038631037,U10,U10,6.0,6.0,SSPG,SSPG,0.06657975366174594,0.41438522716790765,4.836615940663927,-1.5618760567511756,3,-8.642847170042852,265.4,8.9,49.5
0.15022145197646414,0.15200867910624266,U10,U10,6.0,6.0,SSPG,SSPG,0.06852889564848542,0.44158347221091443,5.209960887552269,-1.3317085966785633,4,-8.908707754107928,66.2,5.7,45.6
0.15010551789937332,0.15397812391824936,U10,U10,6.0,6.0,SSPG,SSPG,0.07079758127799188,0.4766840237374818,6.910623974891747,-1.5530751879818578,7,-8.935886926597945,114.0,8.5,50.0
0.16184796898790632,0.17002878388102216,U10,U10,6.0,6.0,SSPG,SSPG,0.0568997812975486,0.48273132370111627,5.9175294310681785,-1.1434496538952514,2,-7.79532406799697,121.2,5.4,49.7
0.15308787097825458,0.158661382431752,U10,U10,6.0,6.0,SSPG,SSPG,0.05424507879925041,0.4893275077655903,5.642013049849842,-0.9627363016716772,0,-8.673826845638361,87.2,5.9,49.9
0.15008856042366442,0.1739511388393829,U10,U10,6.0,6.0,SSPG,SSPG,0.06753640657220644,0.47396097028091755,4.652975466838778,-1.4285403174683642,4,-8.55165423659515,151.8,6.4,48.3
0.1518633888479096,0.18598168598669018,U10,U10,6.0,6.0,SSPG,SSPG,0.06686482023661208,0.4472769268385717,3.1933168672912657,-0.9362200937190532,5,-8.32523731452195,72.2,7.4,50.0
0.1515743866780707,0.1541571466413708,U10,U10,6.0,6.0,SSPG,SSPG,0.06591456874852643,0.5008497730142791,3.365092065039242,-0.8771541730957375,6,-8.782187263397255,66.5,7.7,49.2
0.1501557007855505,0.1500622869504723,U10,U10,6.0,6.0,SSPG,SSPG,0.07894418716473922,0.5348635853690101,2.9017771316905967,-1.1715556141784282,4,-8.957265227813846,82.2,8.4,49.7
0.15092236558072442,0.15147355262669507,U10,U10,6.0,6.0,SSPG,SSPG,0.08124980882962658,0.5187823272341978,2.5310501312450553,-1.3479885312057198,2,-8.870181256823358,176.7,7.7,49.6
0.15002688145473805,0.15033505979198253,U10,U10,6.0,6.0,SSPG,SSPG,0.08499874083960163,0.5074730691226748,2.9332560601515016,-1.0680641716536055,3,-8.8029376572469,65.8,7.0,45.4
0.15045276087018505,0.15697072095993794,U10,U10,6.0,6.0,SSPG,SSPG,0.07572641812539666,0.5290541019550404,2.3519948491052123,-1.233879544395036,0,-8.980136357054807,123.8,7.6,50.0
0.15151281495622484,0.174441670403974,U10,U10,6.0,6.0,SSPG,SSPG,0.07503681011063244,0.5154458324124264,5.848531476237158,-1.171638273183749,3,-8.774323976583284,69.6,5.3,50.0
0.15034754790379157,0.15041867429462838,U10,U10,6.0,6.0,SSPG,SSPG,0.0642816607018652,0.5117939371671603,5.122616020007275,-1.2736512844748629,1,-8.72028105986274,73.1,5.3,49.0
