Thigh,Calf,Hip left motor,Hip right motor,Hip left ratio,Hip right ratio,Gearbox left,Gearbox right,Torso distance,Push duration, best_index, best_cost, v2_c1,v2_c2,v2_c3,v4_c1,v4_c2,v4_c3,v6_c1,v6_c2,v6_c3
0.24613458436872482,0.3248871951761387,MN8014,VT8020,4.007179201232228,4.077886527904742,SSPG,CPG,0.12146968701415368,0.07645680033663521,0,2.2246561339042548,82.8,2.7,35.1,98.2,3.9,43.5,162.0,4.3,44.1
0.2424114211501539,0.33918912733594087,MN8014,VT8020,5.247981101860075,4.044735740212903,SSPG,CPG,0.13256653928971784,0.07205996270477126,5,1.7874102186191863,126.5,3.1,37.7,160.0,3.3,43.1,185.3,5.1,42.5
0.22747184419839697,0.34220111655852054,MN8014,VT8020,5.368000725335422,4.094289981453161,SSPG,CPG,0.1224906294832556,0.07849285216238897,0,2.301070757681297,92.7,3.5,33.0,125.5,4.2,42.9,217.9,4.3,45.4
0.2442424985531626,0.32604751494856865,MN8014,VT8020,5.324403909872538,4.788168630496154,CPG,SSPG,0.11965091998763035,0.06271521614864972,5,1.9463795722346133,100.0,3.7,34.8,136.2,3.5,40.8,214.9,4.8,43.5
0.22832048799411125,0.33034954874734473,MN8014,VT8020,5.8118056909624976,4.0768580610880845,SSPG,CPG,0.1116522459245639,0.07549266590019152,6,2.1880667917785104,101.2,4.1,31.5,156.2,4.4,39.2,223.9,4.0,44.2
0.2348826586064166,0.3478857443043586,MN8014,VT8020,5.50402551227908,4.071087480598515,SSPG,CPG,0.11018260999085447,0.06648112070563719,3,2.090476817173161,119.7,3.9,38.1,118.9,5.9,38.8,269.3,3.8,45.5
0.23368043430549204,0.34495191955911164,MN8014,VT8020,5.1432817934646256,4.594362337780688,SSPG,SSPG,0.11716488276031124,0.05837845566218068,7,2.134257884044252,115.0,4.5,36.8,160.9,4.9,42.4,228.6,4.4,46.8
0.22259132733618225,0.3440594972707758,MN8014,MAD_M6C12,4.033400284485541,4.054117046958068,SSPG,CPG,0.1254182219217332,0.05444486573181556,6,1.3959237368175068,145.2,4.6,34.4,163.5,4.4,42.3,247.6,4.8,43.7
0.22676623494406506,0.33170132681637227,MN8014,MAD_M6C12,4.5811168699623535,4.938453972946711,SSPG,CPG,0.10924371988026758,0.05016149661103438,1,1.485578474848548,152.1,4.4,33.2,141.5,5.0,40.6,178.3,3.4,45.5
0.2231595324666843,0.34576361272947337,MN8014,MAD_M6C12,4.153240879313128,4.2841478764459415,SSPG,CPG,0.10975320684172965,0.051165596452274746,2,1.4721445608662327,131.4,5.5,34.0,166.5,4.6,42.7,176.4,3.9,42.4
0.21994471760320333,0.32583941535934646,MN8014,MAD_M6C12,4.3404717195833555,4.542747099050748,CPG,CPG,0.10954298571019858,0.0503303159590891,4,1.3862812955665837,160.5,5.7,32.4,192.5,4.7,42.8,164.6,4.6,41.0
0.2102081754568187,0.3180295389088099,MN8014,VT8020,5.948213313139115,4.464461083705771,SSPG,CPG,0.09654043453718492,0.05018311808488299,2,2.0009165257636115,189.4,5.3,35.0,184.5,4.6,42.1,143.0,4.1,38.4
0.2210814900886659,0.3169439151332807,MN8014,VT8020,5.196062671483093,5.223029989214208,SSPG,SSPG,0.11057072816555129,0.051138220813517606,1,2.453146936748105,188.7,5.6,34.9,192.3,5.3,38.7,132.7,4.9,44.8
0.23239409834566077,0.3162888151790131,MN8014,VT8020,5.722054329915435,4.309864005411423,SSPG,CPG,0.09888685013879436,0.051841757455123226,2,1.6617882325368942,191.3,7.0,32.6,177.0,5.6,42.3,137.0,4.3,44.9
0.22930537686723962,0.30931673281494176,MN8014,MAD_M6C12,4.4298356735459254,5.524029892369908,SSPG,SSPG,0.0956063494108625,0.061432760394200966,6,1.6009327128901538,189.4,6.8,31.6,202.7,5.5,41.5,135.7,4.5,45.2
