thigh_length,calf_length,motor_left_name,motor_right_name,gear_left_ratio,gear_right_ratio,gearbox_left,gearbox_right,torso_distance,best_index,best_cost,ac1,ac2,ac3
0.2261447077515639,0.245902449300546,U12,U12,6.125326695609315,16.44798308971928,SSPG,WPG,0.09641167464691347,1,-27.828312178256308,376.5,3.5,32.6
0.24688599066260497,0.26116429849365597,MN8014,U12,4.000322867403358,20.21936853218079,SSPG,WPG,0.10011106364697434,7,-24.429439242008943,324.9,5.6,36.0
0.22643362090935534,0.2524905429368269,MN8014,U12,11.410494118787376,26.06009008579705,WPG,WPG,0.10448698325681825,4,-36.35812085471149,447.8,3.3,33.8
0.19951657892736788,0.23561899842851353,MN8014,U12,4.716928463222197,19.639669176988512,CPG,WPG,0.09714221285090374,2,-34.444672434998665,370.8,3.3,31.4
0.19345710512845016,0.2585872977741744,MN8014,U12,4.461239754731098,19.432368950337597,SSPG,WPG,0.12186629696781767,6,-35.42045598153232,271.5,4.1,33.8
0.19955330407919358,0.23066184059299677,MN8014,U12,4.706747289157812,19.060463846185694,CPG,WPG,0.11919987215456908,0,-46.24610689025576,382.4,3.5,29.8
0.17230603038003128,0.25878981861330413,MN8014,MN8014,4.001430935343133,31.710662516549455,SSPG,WPG,0.12221707000312468,1,-60.228173824411755,383.0,2.0,29.2
0.19144099421649455,0.2712855318789318,MN8014,MN8014,5.2310716033439,35.39587013594501,SSPG,WPG,0.12018041857496249,0,-65.37525409166224,444.0,0.9,28.3
0.1888488224874503,0.2465062939988384,VT8020,MN8014,4.224970729793372,39.36591242565747,CPG,WPG,0.11408847751179145,6,-68.20634577785455,554.6,3.5,38.5
0.1934115167830846,0.31369548660398217,MN8014,MN8014,6.534878109740906,31.567289051827103,CPG,WPG,0.10902621930788778,5,-78.79111126950026,554.0,2.8,38.9
0.1843594318231388,0.34699686541954666,VT8020,MN8014,10.560145256140663,52.538146447614366,CPG,WPG,0.12584158143735186,6,-99.81029300960674,679.7,2.0,35.2
0.15053392443733057,0.3340970437908029,VT8020,MN8014,4.653021827725708,41.5763835517805,CPG,WPG,0.1334176745931015,0,-115.17916381744558,814.8,0.1,34.3
0.15153228738967367,0.32579592695618714,MAD_M6C12,U12,10.120439633195788,57.05410347040281,CPG,WPG,0.09679704835664585,4,-98.44540938376515,938.7,1.2,34.3
0.17590848864014752,0.348883025037569,MAD_M6C12,U12,20.241691404142482,52.146214836306136,WPG,WPG,0.1002676545541795,4,-107.27623070989416,999.3,0.3,45.5
0.1571473090152174,0.321977411521284,MAD_M6C12,MN8014,6.1258979652660726,54.787970806042324,SSPG,WPG,0.12208163761143555,4,-154.96700960541733,825.5,0.3,41.3
0.15087658722155906,0.34676388868827523,MN8014,MN8014,4.632995746744921,59.488169659784994,SSPG,WPG,0.11215360046006867,0,-155.12096606735275,946.4,0.8,40.0
0.15179487918810336,0.3498774541087885,VT8020,U12,11.126926208177448,45.25932040852939,CPG,WPG,0.1499151980152324,7,-124.04107945434592,666.0,0.0,37.9
0.1840181420451598,0.3294347990658983,VT8020,U12,11.410347004412401,39.38672614932801,WPG,WPG,0.1499112104532826,7,-120.240862435445,989.1,2.8,28.4
0.19772521177837463,0.3083857927135103,MAD_M6C12,U12,8.295843170879738,40.78271914879975,CPG,WPG,0.1486185259956168,2,-126.79918004755218,891.4,0.8,49.2
0.17954107929319962,0.3184737271484312,VT8020,MN8014,4.5533648903042305,59.1293056834153,SSPG,WPG,0.13693542192848146,2,-98.61570988852809,726.9,1.8,36.0
0.15018974953979497,0.3485241628110745,MAD_M6C12,U12,4.039395470877366,58.8496276761616,CPG,WPG,0.14439688399163814,4,-170.4189378883956,661.9,1.1,41.4
0.1684872006364375,0.34837794605091144,VT8020,U12,4.336047047344699,51.5711718038918,CPG,WPG,0.14741303699256728,0,-134.4414924102929,772.4,0.5,32.3
0.1617813454676294,0.3408776395597408,MAD_M6C12,MN8014,8.209477482141418,59.52286448692925,CPG,WPG,0.14056619508117318,6,-165.4728845442532,762.1,1.5,45.9
0.15224057007053,0.3201932086005905,MAD_M6C12,MN8014,5.3167375097051846,50.44872677155305,CPG,WPG,0.14699696273873364,3,-174.00131474339503,828.9,0.0,35.9
0.18156401286815743,0.32583289087735434,MAD_M6C12,MN8014,4.187117147107722,55.739078563830155,CPG,WPG,0.1499875602106155,2,-139.58475337292333,831.5,0.1,39.3
0.1578861698031675,0.32285354184642967,MAD_M6C12,MN8014,6.1464896137438885,59.91715754382536,SSPG,WPG,0.1456983283799,6,-147.52599352370686,758.4,0.0,40.1
0.15563684681743853,0.3241483021168429,MAD_M6C12,MN8014,5.985266317679823,57.460933299915894,SSPG,WPG,0.14294906863142048,6,-180.53542298230397,864.6,0.3,38.8
0.15113170277647164,0.32849964427884587,MAD_M6C12,MN8014,4.061571799452338,59.898230530760934,CPG,WPG,0.14850849839251967,1,-177.13847552986138,756.6,0.0,34.8
0.15384207494913218,0.34809015464201726,MAD_M6C12,MN8014,4.080756859107014,59.47562487956456,CPG,WPG,0.1432271953118187,6,-203.59758191279815,735.9,0.3,31.4
0.15003229088525355,0.34173991057528147,MAD_M6C12,U12,8.232965714478274,51.76817069594598,CPG,WPG,0.14958034426687983,2,-176.0332037447081,991.3,0.9,38.0
