Thigh,Calf,Hip left motor,Hip right motor,Hip left ratio,Hip right ratio,Gearbox left,Gearbox right,Torso distance,Push duration,X velocity,Average energy,Max height,Max distance,Unique id,ac1,ac2,ac3
0.23256241633488695,0.24154980300685308,U8,U10,7.965412840409456,10.018418022733877,CPG,CPG,0.1099644888549842,0.12490707214881637,21.45852057383315,88.52287630152966,0.10442566734988332,0.3913568332899492,afc8348f,195.2,5.8,27.5
0.24797864776381512,0.2489538322276656,U8,U12,9.51348554782425,18.744819335134387,CPG,WPG,0.10249219924190284,0.13033181943516114,20.30067387335554,196.18848609655896,0.07430527282187703,0.8382980143702458,a2c3b5b0,186.2,4.5,30.4
0.2459576364475906,0.2380327469350761,U10,U10,14.17616583196302,14.350801166884454,WPG,WPG,0.09756578085837314,0.12177203624135462,0.9316395168902906,95.63409710069318,0.5890832801861635,0.05294234248418826,574217dd,245.8,6.1,27.2
0.255392248128934,0.2758393851192429,U8,U10,9.436546855072418,17.91524476773018,CPG,WPG,0.1113935333653581,0.11633690773355701,23.201835746865303,49.24940005353017,0.14480152500867022,0.9457464819274712,75e2785e,210.0,3.7,27.2
0.2730440954075135,0.24785671056131447,U8,U10,7.560002599584243,15.444352614522657,CPG,WPG,0.1226012732023888,0.12519138344964248,12.818311076262274,36.19720135125402,0.07641795389617452,0.5786403137582175,c4a1545d,189.2,4.2,32.3
0.24590246978824826,0.24282338843908763,U10,U10,16.447936195467335,20.40133730946283,WPG,WPG,0.10603477088739913,0.11214661844792073,9.983644400309085,75.7264453070265,0.39162251135149523,0.6760322563803158,b6a11835,132.0,5.6,26.1
0.26753711950366216,0.26653426210099057,U8,U10,10.674891322850977,8.306072474718112,CPG,CPG,0.11044841399320773,0.11948408525122078,3.4786711114670803,87.59730464196566,0.00033426369005798065,0.1269042361823772,32c940b6,117.0,4.3,25.6
0.2879833260739568,0.2410502177645817,U8,U8,6.859706038709885,14.06573331974359,CPG,WPG,0.12834786515359659,0.12689040978530347,12.128207630782395,111.4640158412289,0.029839778561692072,0.6488467785069686,c18361d4,262.2,4.5,31.1
0.2536028955987667,0.2682157031799732,U8,U10,4.322160701438775,9.206612631123948,CPG,CPG,0.11372386877731487,0.12274370259513884,10.199919719451442,187.20493240459487,0.008061156223961358,0.5078919490355095,4918f553,153.7,4.2,24.7
0.2586650076943369,0.2578189802742207,U8,U10,4.005807856272161,13.872261249742225,CPG,WPG,0.10581271327028852,0.08927944476976536,13.793190445569737,20.83747268663332,0.05395095639456118,0.49098752019511527,74ca5bdd,200.3,6.2,34.2
0.249965369919742,0.2780387249382088,U8,U10,4.419750576091999,12.147369987619573,CPG,WPG,0.1053101884550137,0.12489998146702148,14.478748937303518,35.70588293001177,0.06779787788613184,0.5605189463364264,f7193206,160.1,2.7,31.9
0.24859645421241366,0.2826203635087714,U8,U10,7.677779013941386,13.745437080983141,CPG,WPG,0.10589516696891277,0.11981914705050287,24.26136691464802,64.22139372980182,0.3477174999992621,1.2367252238241004,769a092f,179.1,3.3,28.6
0.2454649942767408,0.3276720000682802,U8,U10,9.19888491538692,11.13904039609082,CPG,CPG,0.11507102756931904,0.12896099764411686,29.942093209819998,85.75437226429605,0.6323090106203387,1.7129219625989625,aa769e10,159.8,3.9,23.3
0.2525422711973892,0.3318834216586022,U8,U10,12.363578749486923,12.591859702441472,CPG,CPG,0.11317620410901041,0.1308654187027104,16.03058558325533,90.9554735256626,0.6369204363527071,0.9911794526145706,d4787d8a,187.6,3.7,31.1
0.23475431599826413,0.28044011111176237,U8,U10,6.119532899038587,11.788330638608013,SSPG,CPG,0.13261940379128945,0.11830682181755055,25.09854981336794,58.55533836823799,0.3063268182011079,1.186158618844803,e1d28057,188.0,6.0,27.9
0.2303326089238571,0.30144960881592886,U10,U10,8.465590215689337,15.719363200546663,CPG,WPG,0.10958629922469262,0.11327575404060802,16.949869917082864,105.16656013872394,0.609377120255263,0.9827221552601759,c30813f5,181.5,5.6,24.7
0.25386071163547663,0.3136422924986336,U8,U10,5.043663450916673,12.026603740834453,CPG,CPG,0.10486397867906425,0.12435321051707728,25.51194149693224,59.81923455409203,0.29831668277690865,1.208152867248335,f8fc1baf,189.4,5.3,27.3
0.2368645988857882,0.3016411157597945,U10,U8,6.344765733742105,10.63556723286387,SSPG,CPG,0.1047370484452422,0.1144507379291407,7.697284673226202,21.54796337707673,0.28914407534990855,0.39681453062002225,4b9b1b5b,185.9,4.1,28.7
0.2585743065503927,0.3137300038009495,U10,U10,15.762413120077643,9.615773045123607,WPG,CPG,0.11463627894936054,0.1030594341259124,-15.492093479584982,47.77510202089776,0.5741009166454719,-0.9258791362335794,7d8021c8,198.3,4.6,29.0
0.2570477318063047,0.3208506209795454,U8,U10,16.75325784535763,4.072773892009831,WPG,CPG,0.12215070270153186,0.11661030368515968,12.925322506664937,75.35267051854969,0.09937024890127143,0.666028047256584,fb1ff37a,205.8,3.7,27.3
0.2606156462086525,0.2775855700316496,U8,U10,6.294715394021229,14.20542112223082,CPG,WPG,0.12549713795396444,0.11731547268084308,14.29611389614878,326.41892982966925,0.026457057786538847,0.8629127890730368,5fd02b32,199.3,6.2,30.0
0.24655186379017852,0.2821202535712021,U8,U10,9.754821894832576,22.47981786123213,CPG,WPG,0.11671490664154897,0.11881205190256311,29.78924479634126,113.13533603797138,0.45332406869387537,1.6054628390606283,1dc72617,197.1,5.9,29.8
0.2378511034362568,0.28259196268539105,U8,U8,10.576424272911792,10.787889181593377,CPG,CPG,0.10206435809354006,0.12414439664043432,3.012984130474218,22.67258873080872,0.3675680630216014,0.15587004079405958,e909d010,172.6,4.6,26.2
