Thigh,Calf,Hip left motor,Hip right motor,Hip left ratio,Hip right ratio,Gearbox left,Gearbox right,Torso distance,Push duration,Best distance,Average energy,Max height,Max distance,Unique id,ac1,ac2,ac3
0.25305796811095094,0.24749958063029615,MN8014,MN8014,12.810772040746336,10.576537600032822,WPG,CPG,0.1138162958928572,0.10922179291677739,0.015676559124971214,91.68073612471997,0.09230467293350843,0.015676559124971214,196b0088,208.9,3.5,31.3
0.2629176763110793,0.2683156370892999,MN8014,MN8014,7.414387416801803,11.090832301955054,CPG,CPG,0.1084565794197841,0.10465070514341698,1.4183223499651427,181.81946029377926,0.2898348812206004,1.4183223499651427,dc1398a2,179.7,3.0,30.5
0.22762527077997685,0.2210619333729366,MN8014,MN8014,8.040373545565156,5.117086867336554,CPG,SSPG,0.1055515014129752,0.094944172713509,0.2713740067475826,20.073691020700373,0.3103856700563316,0.2713740067475826,68ff8c97,130.6,4.1,31.0
0.2343729596504014,0.25207894854991414,MN8014,MN8014,13.925043986714954,6.141134322864939,WPG,SSPG,0.10620176195696687,0.11079110497127467,0.20981012837452948,38.7760016513396,0.4435402930057497,0.20981012837452948,9b165a9b,149.5,4.0,29.3
0.2225695977512892,0.26749388762317194,MN8014,MN8014,4.147331809732962,4.79586146138396,SSPG,SSPG,0.10614070322309885,0.10121148910707063,0.412947231051182,56.102658504787065,0.3466124484593815,0.412947231051182,f7b36472,154.6,3.7,34.1
0.22751407407898921,0.25525071092089985,MN8014,MN8014,5.176866086231854,4.047088695202075,SSPG,SSPG,0.11049413647517617,0.10619020217674734,0.31532742498472055,19.69787312607235,0.3215229402619902,0.31532742498472055,328b7710,128.9,3.7,31.5
0.2312001501425645,0.22973618682390085,MN8014,U12,8.17675719692104,4.007748505868954,CPG,CPG,0.10077782048249839,0.10513351937870925,0.5610044481689107,59.68686819184784,0.29021566327961557,0.5610044481689107,8b0d9b1b,106.1,3.9,29.1
0.23716779882682645,0.20380819522797664,MN8014,MN8014,13.21680743983315,12.345481458424896,WPG,WPG,0.09966442120785368,0.10662125264481195,0.4499774805390973,59.616036976909655,0.28921233835403154,0.4499774805390973,2e8722a2,125.2,5.6,29.0
0.23300118860662383,0.24036452884893514,MN8014,MN8014,7.014536503528988,6.494683726556263,SSPG,CPG,0.11444258542637449,0.1137006578263379,0.12710995439248657,52.24795328068959,0.449590756108207,0.12710995439248657,3ea55c8c,138.0,4.3,34.3
0.20790794902648976,0.2746604659096475,U12,MN8014,4.061064049775613,18.10629607868214,SSPG,WPG,0.12313125034132229,0.1277207170105385,0.453027219864623,102.85416447298691,0.4993803374164417,0.453027219864623,e327edda,139.6,2.5,35.9
0.24705018872900503,0.28348239162376,MN8014,MN8014,4.097263824617165,4.744221904829581,SSPG,CPG,0.1104097979024675,0.11562199063965872,0.5049478792863504,36.99685393382893,0.40202131745053915,0.5049478792863504,5080516f,177.9,3.3,40.6
0.21778624558251736,0.2486382035874184,MN8014,U12,9.768274368397979,4.294810163640984,CPG,CPG,0.12202480361811646,0.08645817444779137,0.11078208176804433,25.588574146726128,0.3812109579333321,0.11078208176804433,521f2289,123.8,5.2,25.2
0.21301444472924194,0.23859252332820202,U12,U12,4.022630954972875,4.169482873237112,CPG,CPG,0.10713882209585139,0.11135281022231347,0.3587344020883478,78.35187981025597,0.403464329887823,0.3587344020883478,59e64538,129.2,3.3,30.1
