thigh_length,calf_length,motor_hip_name,motor_knee_name,gear_hip_ratio,gear_knee_ratio,gearbox_hip,gearbox_knee,push_duration,best_index,best_cost,ctrl_v2_param1,ctrl_v2_param2,ctrl_v2_param3,ctrl_v4_param1,ctrl_v4_param2,ctrl_v4_param3,ctrl_v6_param1,ctrl_v6_param2,ctrl_v6_param3
0.2007483211055734,0.3165137865792105,U12,VT8020,30.081988088819468,5.088493608027366,WPG,CPG,0.07442584680323683,6,3.012912015484071,61.7,8.9,27.5,127.9,7.3,47.9,290.7,5.0,10.1
0.2068587586151417,0.3272591481306436,U12,VT8020,28.12797391373424,5.372948339493514,WPG,SSPG,0.06787276162136668,6,3.0039817024057984,51.0,8.5,24.2,148.0,7.1,49.7,233.2,4.5,12.0
0.19371013459879488,0.3173661889991772,U12,VT8020,29.8259151646225,4.51331403903434,WPG,CPG,0.07186117512472079,2,3.0065908885115293,56.7,8.4,24.3,151.9,7.2,48.1,293.9,4.4,10.0
0.20082835998640333,0.3218771689375297,U12,VT8020,28.937702152047393,4.133422163868366,WPG,CPG,0.06923012045552557,6,3.0075617258275638,71.7,8.0,24.7,130.8,7.8,49.6,286.4,4.2,10.3
0.19748926080195242,0.3183572756841567,U12,VT8020,24.15995567351385,4.309593511381648,WPG,CPG,0.0724406374429964,1,3.0059141890605847,62.2,8.4,21.3,139.9,7.4,49.9,273.8,4.6,10.7
0.19257075493411951,0.3210140227658605,U12,VT8020,25.17596085258459,4.023784108530911,WPG,CPG,0.06872438363381461,5,3.003307338817593,58.0,8.9,25.6,129.5,7.2,48.7,256.3,4.4,10.3
0.20743636605780663,0.32749092013499126,U12,VT8020,22.942802056668075,4.07254783234259,WPG,CPG,0.07205940509992888,6,3.0045894622884997,67.3,8.4,22.9,135.0,7.0,50.0,274.1,4.4,10.7
0.21203948840395287,0.3266222926999257,U12,VT8020,25.295987292935006,4.106181617468934,WPG,CPG,0.06553717511352636,6,3.0020403917183747,68.6,8.3,22.5,117.2,7.8,49.8,243.7,4.7,12.0
0.20281345508273482,0.3262141992976201,U12,VT8020,24.81643424687325,4.010438389712844,WPG,CPG,0.06582925171412148,6,3.0038852133605625,68.0,8.5,23.4,135.6,7.6,50.0,254.2,4.6,12.4
0.20477377452601403,0.3297569590457011,U12,VT8020,23.775862283318645,4.260743822555016,WPG,CPG,0.07001549522243634,2,3.0032133452284597,60.4,8.5,23.8,133.0,7.5,49.1,250.7,4.5,11.5
0.21669258841645905,0.3329478839573706,U12,VT8020,24.82848313898706,4.172274309916989,WPG,CPG,0.06635642590888044,2,3.003323372425933,57.8,9.4,22.0,162.0,8.0,48.8,255.8,4.5,16.5
0.22348708862680042,0.3377796878742767,U12,VT8020,25.55951038068925,4.54937649800718,WPG,CPG,0.07537305258271329,6,3.002466984175824,78.2,9.0,22.5,164.8,8.0,49.6,268.9,4.4,14.4
0.2192495354674422,0.33702305166402863,U12,VT8020,22.933628814374867,4.138624548173803,WPG,CPG,0.07024771392672477,5,3.002320096510068,71.4,8.4,23.6,141.5,8.1,49.4,280.0,4.9,10.9
0.2119183449366044,0.3315681237172707,U12,VT8020,20.854864271819633,4.193636025331757,WPG,CPG,0.07206339920098885,3,3.0040015921825995,82.5,8.4,20.7,127.9,7.3,47.1,272.6,5.1,15.2
0.21153929841312244,0.33279965808288203,U12,VT8020,21.433102956514855,4.182793050142236,WPG,CPG,0.06799400851667443,1,3.0021018743192793,75.6,8.6,22.4,111.5,8.2,49.7,281.4,5.2,14.1
0.22528024753980183,0.32886385305335464,U12,VT8020,22.075136148097222,4.204510164449071,WPG,CPG,0.06520555863482161,5,3.0053545594443936,73.1,8.3,21.1,91.3,8.1,46.6,251.5,5.4,14.8
0.21485058655662703,0.3327524966865222,U12,VT8020,22.834632048756713,4.256237655729872,WPG,CPG,0.06059244270182121,1,3.001889421761679,56.2,8.1,21.6,102.5,7.9,49.8,244.1,4.9,15.3
