thigh_length,calf_length,motor_left_name,motor_right_name,gear_left_ratio,gear_right_ratio,gearbox_left,gearbox_right,torso_distance,best_index,best_cost,ac1,ac2,ac3
0.2782679603584357,0.25442510458248757,U12,MN8014,16.452508024788006,9.399863681165266,WPG,CPG,0.08689213758823383,5,14.347443868362813,414.7,5.7,30.5
0.26817399848100243,0.24266721021035664,U12,MN8014,15.822328613066135,15.215265497478887,WPG,WPG,0.11229028204065167,5,-0.00261115916759536,102.8,6.3,36.6
0.2556639394436033,0.22389723470373998,U12,U12,11.191611844419802,11.069187779741362,CPG,CPG,0.11750787576454483,1,-0.0010743073233191235,74.9,5.4,37.4
0.2842572705765698,0.26381090625375464,U10,MN8014,11.77486084122285,16.386844780124605,CPG,WPG,0.10154831404338292,1,0.0883714759162115,86.3,6.0,41.3
0.28444827848821286,0.27237118970746693,U12,MN8014,4.591648672714236,16.371448365583877,SSPG,WPG,0.11239910577300849,5,1.1684111790381393,56.1,7.3,43.0
0.2737065675461405,0.2542991483538417,U12,MN8014,7.155585732759462,11.35639611878991,SSPG,WPG,0.10885868221879436,0,-0.0013182752865629,50.1,6.5,42.4
0.26362556496994427,0.26937083223984243,U12,MN8014,12.960380472720583,5.905388170558435,WPG,SSPG,0.11473231484460084,5,2.732633843949827,50.1,4.5,38.8
0.221004754633617,0.2478943057605515,U12,VT8020,10.278203022973122,4.289853458755384,CPG,CPG,0.11377361953873454,6,7.814750834477498,59.6,5.1,39.2
0.21664699279865954,0.23943054038167838,MN8014,MN8014,14.364869781326387,4.430858388512649,WPG,SSPG,0.11422424961949448,4,4.885924799119598,50.0,7.7,43.4
0.2079347055635087,0.26536049901058,MN8014,MN8014,11.028724305373391,5.91546526476891,CPG,SSPG,0.10660388528111062,1,5.299945772220696,50.3,6.9,40.5
0.1873842536726226,0.22876801200257355,VT8020,MN8014,15.575388839644194,4.003979355870684,WPG,SSPG,0.11133092011380068,0,5.261806526197942,61.9,7.3,42.8
0.17521972366290794,0.2346135037628948,MN8014,MN8014,16.364821912508045,4.073026122667538,WPG,SSPG,0.10096371567856459,7,3.662320771544876,50.0,7.3,43.8
0.17113371256662235,0.2024242352653909,MN8014,MN8014,14.765542771369162,4.107471092345181,WPG,SSPG,0.09950817224150618,1,3.835079738089457,50.0,7.4,40.7
0.18362192891252208,0.22277541560182473,MN8014,MN8014,12.476621364340886,4.089602204653465,CPG,SSPG,0.10112986636176412,2,4.489381050852481,54.8,7.8,36.7
0.179588986965737,0.22993759678622047,MN8014,VT8020,11.284268519962835,9.961777822391202,CPG,CPG,0.10100070770271491,6,5.000991741315935,53.0,7.7,36.5
0.22490224167598422,0.18657977170003126,MN8014,VT8020,5.173207737738449,5.130732963252534,SSPG,CPG,0.09862760726090203,3,4.5662517748213505,50.6,7.8,30.5
0.2012524417180943,0.19769822939119164,MN8014,MN8014,11.670529165035706,4.444584279921725,CPG,SSPG,0.1082393193569749,5,3.6049835551026717,50.8,7.8,34.8
0.19905693259678647,0.19866019302491,U12,VT8020,6.0633461574915035,6.222906999296306,SSPG,SSPG,0.10849396498450894,4,4.4515270307894035,50.0,8.0,35.9
0.20692415102295714,0.1815396535443745,U12,VT8020,4.329265334822297,6.130256834110817,CPG,SSPG,0.10563262194443596,7,3.92212548114518,52.2,8.6,36.2
0.18092748400184036,0.20400801108261452,U12,VT8020,5.627359067146947,6.172515047017136,SSPG,SSPG,0.1096327186157279,7,4.66551364056185,50.1,7.5,38.4
