thigh_length,calf_length,motor_hip_name,motor_knee_name,gear_hip_ratio,gear_knee_ratio,gearbox_hip,gearbox_knee,torso_distance,ik_height,best_index,best_cost,ac1,ac2,ac3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3845417302846151,4,5.737386710431938,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.40882004253487325,4,5.6140739404448885,558.5,4.7,28.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4145202202044477,3,5.467525161948726,517.4,5.3,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.39120249652056827,1,5.627340468734001,454.8,6.1,29.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3909180463026747,5,5.620090618127293,647.4,4.8,26.7
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.398887005615407,0,5.648193402802713,657.3,5.6,33.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41227493256499326,1,5.560253094781997,593.0,5.3,34.7
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.40586117784735376,2,5.677593298304287,648.9,5.2,35.7
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4148839269002363,4,5.482038105353642,549.6,5.9,35.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4118161833417563,1,5.543848491453349,560.1,6.1,33.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41496454209806755,2,5.483178783473934,582.4,6.3,37.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4133951419831276,5,5.60103591627004,620.9,7.0,38.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4053415089654704,6,5.659520837162786,575.9,6.0,33.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4141889100175671,6,5.632064427640598,557.1,6.2,37.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4133681428654883,1,5.604304975309894,589.5,5.3,33.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41271775321351134,6,5.576040247546354,576.2,5.8,36.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41551875757206835,1,5.503186853934142,584.6,4.9,36.7
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41369510333594867,5,5.613637490998818,648.8,3.8,36.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4128079680726286,5,5.5803850594412285,706.2,3.6,38.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41369435325755277,2,5.614269422924621,649.5,4.2,35.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4079030021753253,1,5.577749949062839,599.2,5.0,33.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4153469656186869,2,5.499864623495925,672.0,4.6,34.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4153998729223403,4,5.502831641080868,659.2,5.5,33.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.40910058023150275,2,5.622199321488428,608.8,5.8,33.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41203996744153415,3,5.551893051081905,636.4,4.9,34.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4124160668507563,4,5.566321007056237,665.6,4.3,37.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41339740428209426,6,5.6048106694556195,707.3,4.2,35.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4113249394729529,4,5.525563837092241,731.4,4.0,34.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4118758593794209,2,5.5446102501854355,745.3,3.8,36.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4146378334135974,7,5.472249404707974,772.2,4.1,36.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41578529788002905,0,5.513703332379146,780.2,3.2,37.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4151898877587957,6,5.492825852137448,747.3,4.0,34.3
