thigh_length,calf_length,motor_left_name,motor_right_name,gear_left_ratio,gear_right_ratio,gearbox_left,gearbox_right,torso_distance,ik_height,ori_l,ori_theta,best_index,best_cost,ac1,ac2,ac3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.37989319480740086,5.712427207745229,0.01858102168102027,4,6.93698620252642,515.5,5.0,29.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.39857572769163097,4.430756218391956,0.14147621432193458,2,6.692857761307184,530.0,5.0,28.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.44952807741238343,5.130991468615252,0.5344909829770739,1,5.963021699392595,438.1,4.5,31.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4555834340207445,4.492182755202898,0.055031731935403005,2,5.924497321246603,581.0,6.1,34.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.5069589434617098,3.425293230393117,0.44501634626528475,1,5.778533450776648,482.4,6.7,37.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.5455000518380331,2.260806748616733,-0.16791042910508702,6,2.2039437324861906,242.4,6.7,36.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.5539450161704962,2.1126757910721112,0.6085339298019181,1,1.1494777193899721,173.5,6.9,28.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.5378753214388371,3.7241590359509704,1.1585716413922755,7,5.3955383334829765,396.0,6.3,34.7
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.5644276538601276,4.86418624163769,1.2702583840418002,7,1.9463876790618801,181.0,4.4,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.5453645739333175,3.3240908911294795,0.7382464711550258,5,1.898047253957138,196.4,7.0,29.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.5149625358711697,1.9586724647873126,0.8357950516713433,5,0.9402030916055186,251.4,4.5,18.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.49478616916336726,2.6440551315387815,1.3884284294223082,4,0.8945870155020934,308.2,4.4,27.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.5539052384219855,1.6799107506505175,0.3635160433350493,5,0.9775063147677365,243.4,7.1,23.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.47200255042629335,2.9438490889480446,1.5693299841304902,5,0.9444020950097132,212.4,4.0,16.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.5376746227655663,2.7568766211418665,1.1261989258000695,6,1.3536208262366478,185.6,5.1,16.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.5997940300132256,3.202333463070644,0.8850887931964846,4,2.5022726604204464,234.4,6.9,19.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.5906576569870592,3.86080311835793,0.3641161765850396,2,2.2460232000210603,138.8,7.0,18.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.584105118222156,4.820660090176993,0.026719349342485987,2,1.1856199081876515,50.0,6.2,16.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.5275922647735434,4.555191883860525,0.5513453677839268,7,0.7966501161328556,67.5,5.6,14.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.5207679830685836,5.203258833990335,0.9506407080172012,1,0.951904167487756,76.6,3.9,18.9
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.5539585631081205,5.652935692567133,1.4473185283134136,2,1.4044666214602648,91.1,3.4,23.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.5159414052052796,4.9098878755979785,1.4471134555005034,4,0.9431338127175488,139.8,3.9,23.9
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.5167698226394648,6.330845524889092,1.384955989344295,0,1.2386230324587362,103.3,2.6,18.7
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4712628909658174,5.630303308817796,0.6645723491745672,2,0.9034424888060593,78.6,3.5,21.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.5102164658304622,3.6557964585770053,1.3286824298902937,1,0.9355616795096533,164.9,3.6,22.7
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.5024130558224696,2.7328580442494834,1.5412658827877341,6,0.9308572374631177,216.6,4.2,17.2
