motor,target_ratio,actual_ratio,gearbox,mass,efficiency,cost,ratio_error
U10,21.8,21.77777777777778,WPG,1.293,0.908,-0.1818227731986326,0.022222222222222143
U10,21.9,21.923076923076923,WPG,1.345,0.889,-0.1515268308441564,0.02307692307692477
U10,22.0,22.0,WPG,1.18,0.829,-0.1660384274062735,0.0
U10,22.1,22.10909090909091,WPG,1.315,0.869,-0.1485939685677598,0.009090909090907928
U10,22.2,22.257142857142856,WPG,1.308,0.895,-0.1680507485675854,0.05714285714285694
U10,22.3,22.272727272727277,WPG,1.246,0.847,-0.156112091007546,0.027272727272723785
U10,22.4,22.38888888888889,WPG,1.237,0.877,-0.1794686834394929,0.011111111111109295
U10,22.5,22.5,WPG,1.308,0.894,-0.1677561894586346,0.0
U10,22.6,22.5625,WPG,1.317,0.898,-0.1671298833105558,0.03750000000000142
U10,22.7,22.666666666666668,WPG,1.249,0.865,-0.1673184869027699,0.03333333333333144
U10,22.8,22.77777777777778,WPG,1.319,0.901,-0.1687435709742464,0.022222222222222143
U10,22.9,22.857142857142858,WPG,1.32,0.912,-0.1755836422148223,0.04285714285714093
U10,23.0,23.0,WPG,1.252,0.851,-0.1567401793952094,0.0
U10,23.1,23.142857142857142,WPG,1.377,0.874,-0.1314248805045292,0.04285714285714093
U10,23.2,23.22222222222222,WPG,1.375,0.887,-0.1406274221072395,0.022222222222222143
U10,23.3,23.296296296296298,WPG,1.326,0.881,-0.1524612761902,0.0037037037037030984
U10,23.4,23.4,WPG,1.334,0.907,-0.1675738149079425,0.0
U10,23.5,23.5,WPG,1.424,0.855,-0.1027443605416637,0.0
U10,23.6,23.59183673469388,WPG,1.263,0.885,-0.1764640162219708,0.008163265306119882
U10,23.7,23.68,WPG,1.339,0.867,-0.1391341155325037,0.019999999999999574
U10,23.8,23.8,WPG,1.277,0.844,-0.1445296910691719,0.0
U10,23.9,23.916666666666668,WPG,1.345,0.905,-0.1627158956481559,0.016666666666669272
U10,24.0,24.0,WPG,1.34,0.902,-0.162485006436865,0.0
U10,24.1,24.126984126984127,WPG,1.354,0.902,-0.1571475245103133,0.026984126984125112
U10,24.2,24.181818181818183,WPG,1.264,0.801,-0.1193706388518456,0.018181818181815856
U10,24.3,24.369230769230768,WPG,1.405,0.873,-0.1212421583438667,0.06923076923076721
U10,24.4,24.369230769230768,WPG,1.405,0.873,-0.1212421583438667,0.03076923076923066
U10,24.5,24.571428571428573,WPG,1.361,0.895,-0.1503327622942713,0.07142857142857295
U10,24.6,24.571428571428573,WPG,1.361,0.895,-0.1503327622942713,0.02857142857142847
U10,24.7,24.703703703703702,WPG,1.265,0.849,-0.1510189713045377,0.0037037037037030984
U10,24.8,24.8,WPG,1.287,0.851,-0.1450889806498499,0.0
U10,24.9,24.88888888888889,WPG,1.398,0.818,-0.0866135951361044,0.011111111111109295
U10,25.0,25.0,WPG,1.225,0.843,-0.1605445281453308,0.0
U10,25.1,25.107142857142858,WPG,1.366,0.895,-0.1484600167548358,0.007142857142856229
U10,25.2,25.142857142857142,WPG,1.298,0.874,-0.1571981380973716,0.05714285714285694
U10,25.3,25.27777777777778,WPG,1.315,0.813,-0.1108181836792052,0.022222222222222143
U10,25.5,25.5,WPG,1.302,0.878,-0.1585017035496127,0.0
U10,25.6,25.6,WPG,1.306,0.865,-0.1486172750423953,0.0
U10,25.7,25.666666666666668,WPG,1.316,0.842,-0.1299277178910584,0.03333333333333144
U10,25.8,25.8,WPG,1.395,0.871,-0.1235809550400478,0.0
U10,25.9,25.88235294117647,WPG,1.46,0.82,-0.0675633808576142,0.017647058823527573
U10,26.0,26.0,WPG,1.402,0.881,-0.1273333372447177,0.0
U10,26.1,26.133333333333333,WPG,1.366,0.732,-0.0392735677654068,0.03333333333333144
U10,26.2,26.133333333333333,WPG,1.366,0.732,-0.0392735677654068,0.06666666666666643
U10,26.3,26.363636363636363,WPG,1.331,0.801,-0.0972703617894722,0.0636363636363626
U10,26.4,26.363636363636363,WPG,1.331,0.801,-0.0972703617894722,0.036363636363635266
U10,26.5,26.52,WPG,1.418,0.867,-0.1132793445553461,0.019999999999999574
U10,26.6,26.6,WPG,1.412,0.883,-0.125760068942367,0.0
U10,26.7,26.714285714285715,WPG,1.329,0.881,-0.1514261743050675,0.014285714285716011
U10,26.8,26.83333333333333,WPG,1.301,0.846,-0.1376059702352374,0.033333333333327886
U10,26.9,26.892307692307693,WPG,1.463,0.873,-0.1019782272749227,0.007692307692305889
U10,27.0,27.0,WPG,1.338,0.845,-0.1245158953041213,0.0
U10,27.1,27.125,WPG,1.342,0.802,-0.0946183770317808,0.02499999999999858
U10,27.2,27.23809523809524,WPG,1.264,0.843,-0.1477969639303125,0.03809523809524151
U10,27.3,27.23809523809524,WPG,1.264,0.843,-0.1477969639303125,0.06190476190475991
U10,27.4,27.40740740740741,WPG,1.422,0.897,-0.13153054163108,0.00740740740740975
U10,27.5,27.49090909090909,WPG,1.436,0.87,-0.1088078122325653,0.009090909090911481
U10,27.6,27.5625,WPG,1.434,0.898,-0.1287819693139587,0.03750000000000142
U10,27.8,27.857142857142858,WPG,1.445,0.895,-0.1225082842347808,0.05714285714285694
U10,27.9,27.857142857142858,WPG,1.445,0.895,-0.1225082842347808,0.04285714285714093
U10,28.0,28.0,WPG,1.356,0.862,-0.1300964683672624,0.0
U10,28.1,28.115384615384617,WPG,1.453,0.85,-0.0899876311197261,0.01538461538461533
U10,28.2,28.2,WPG,1.498,0.853,-0.0770961172363851,0.0
U10,28.3,28.33333333333333,WPG,1.361,0.874,-0.1364153614771339,0.033333333333327886
U10,28.4,28.444444444444443,WPG,1.354,0.869,-0.1354767540621065,0.04444444444444429
U10,28.5,28.5,WPG,1.454,0.89,-0.116404642491087,0.0
U10,28.6,28.6,WPG,1.384,0.809,-0.0853070103036236,0.0
U10,28.7,28.703703703703702,WPG,1.367,0.849,-0.1174034993243686,0.0037037037037030984
U10,28.8,28.85185185185185,WPG,1.469,0.881,-0.1055807147858741,0.05185185185185048
U10,28.9,28.85185185185185,WPG,1.469,0.881,-0.1055807147858741,0.048148148148147385
U10,29.0,29.0,WPG,1.34,0.846,-0.1247009375703586,0.0
U10,29.1,29.166666666666668,WPG,1.383,0.842,-0.1079453943091068,0.06666666666666643
U10,29.2,29.166666666666668,WPG,1.383,0.842,-0.1079453943091068,0.03333333333333144
U10,29.3,29.285714285714285,WPG,1.478,0.89,-0.1081787793942501,0.014285714285716011
U10,29.4,29.33333333333333,WPG,1.477,0.902,-0.1168332926480067,0.06666666666666998
U10,29.5,29.46938775510204,WPG,1.474,0.886,-0.1071828768463988,0.03061224489795933
U10,29.6,29.571428571428573,WPG,1.305,0.843,-0.1341738628058629,0.02857142857142847
U10,29.7,29.6875,WPG,1.296,0.794,-0.1040856233608757,0.01249999999999929
U10,29.8,29.75,WPG,1.493,0.849,-0.075772660387416,0.05000000000000071
U10,30.0,30.0,WPG,1.395,0.881,-0.1296827586199742,0.0
U10,30.3,30.4,WPG,1.448,0.845,-0.0880528759990628,0.09999999999999787
U10,30.4,30.4,WPG,1.448,0.845,-0.0880528759990628,0.0
U10,30.5,30.545454545454547,WPG,1.416,0.811,-0.076420452434523,0.045454545454546746
U10,30.6,30.6,WPG,1.45,0.851,-0.0913008566150613,0.0
U10,30.7,30.75,WPG,1.514,0.895,-0.0999247213830573,0.05000000000000071
U10,30.8,30.814814814814813,WPG,1.411,0.849,-0.1030492633176999,0.014814814814812394
U10,30.9,30.814814814814813,WPG,1.411,0.849,-0.1030492633176999,0.08518518518518547
U10,31.0,31.0,WPG,1.344,0.853,-0.1281528688423077,0.0
U10,31.1,31.085714285714285,WPG,1.422,0.858,-0.1057675654432859,0.014285714285716011
U10,31.2,31.25,WPG,1.422,0.846,-0.0976502833712104,0.05000000000000071
U10,31.3,31.25,WPG,1.422,0.846,-0.0976502833712104,0.05000000000000071
U10,31.4,31.45,WPG,1.425,0.862,-0.1073133296921372,0.05000000000000071
U10,31.5,31.45,WPG,1.425,0.862,-0.1073133296921372,0.05000000000000071
U10,31.6,31.666666666666668,WPG,1.527,0.89,-0.092196859795408,0.06666666666666643
U10,31.7,31.714285714285715,WPG,1.535,0.874,-0.0791594312285464,0.014285714285716011
U10,31.8,31.85185185185185,WPG,1.54,0.881,-0.0820779686685071,0.05185185185185048
U10,31.9,31.875,WPG,1.441,0.839,-0.0867307233774151,0.02499999999999858
U10,32.0,32.0,WPG,1.55,0.865,-0.0681972322344037,0.0
U10,32.1,32.111111111111114,WPG,1.442,0.869,-0.1064145518421999,0.011111111111112848
U10,32.2,32.111111111111114,WPG,1.442,0.869,-0.1064145518421999,0.08888888888888857
U10,32.3,32.30769230769231,WPG,1.486,0.803,-0.0479645912240411,0.007692307692309441
U10,32.4,32.30769230769231,WPG,1.486,0.803,-0.0479645912240411,0.09230769230769198
U10,32.5,32.5,WPG,1.359,0.794,-0.0836400418825129,0.0
U10,32.6,32.57142857142857,WPG,1.34,0.791,-0.0876755783066101,0.028571428571432023
U10,32.7,32.6530612244898,WPG,1.564,0.886,-0.0774149229874067,0.0469387755102062
U10,32.8,32.888888888888886,WPG,1.456,0.842,-0.0838446018612307,0.08888888888888857
U10,32.9,32.888888888888886,WPG,1.456,0.842,-0.0838446018612307,0.011111111111112848
U10,33.0,33.0,WPG,1.304,0.786,-0.0964521403798372,0.0
U10,33.1,33.142857142857146,WPG,1.473,0.73,-0.0026409806612495,0.04285714285714448
U10,33.2,33.142857142857146,WPG,1.473,0.73,-0.0026409806612495,0.05714285714285694
U10,33.3,33.291666666666664,WPG,1.623,0.818,-0.0129664536663889,0.00833333333333286
U10,33.4,33.476190476190474,WPG,1.578,0.881,-0.0696149374509655,0.07619047619047592
U10,33.5,33.476190476190474,WPG,1.578,0.881,-0.0696149374509655,0.0238095238095255
U10,33.6,33.583333333333336,WPG,1.397,0.803,-0.0773590724678889,0.01666666666666572
U10,33.7,33.785714285714285,WPG,1.588,0.895,-0.0755936422724822,0.08571428571428186
U10,33.8,33.785714285714285,WPG,1.588,0.895,-0.0755936422724822,0.014285714285712459
U10,34.0,34.0,WPG,1.601,0.845,-0.0375928258210549,0.0
U10,34.2,34.22222222222222,WPG,1.372,0.722,-0.031105606407421,0.02222222222221859
U10,34.3,34.34615384615385,WPG,1.642,0.85,-0.027796867813834,0.04615384615384954
U10,34.4,34.34615384615385,WPG,1.642,0.85,-0.027796867813834,0.05384615384615188
U10,34.5,34.54545454545455,WPG,1.537,0.812,-0.036655381768717,0.045454545454546746
U10,34.6,34.54545454545455,WPG,1.537,0.812,-0.036655381768717,0.054545454545454675
U10,34.7,34.75555555555555,WPG,1.657,0.817,-0.0010043158136737,0.05555555555555003
U10,34.8,34.75555555555555,WPG,1.657,0.817,-0.0010043158136737,0.04444444444444429
U10,34.9,34.97142857142857,WPG,1.501,0.858,-0.0799700752154657,0.0714285714285694
U10,35.0,35.0,WPG,1.421,0.83,-0.087361607417939,0.0
U10,35.1,35.1,WPG,1.615,0.862,-0.044675803844739,0.0
U10,35.2,35.2,WPG,1.497,0.854,-0.0778088723303803,0.0
U10,35.3,35.285714285714285,WPG,1.619,0.874,-0.0515998423456132,0.014285714285712459
U10,35.4,35.357142857142854,WPG,1.503,0.836,-0.0639596237195818,0.04285714285714448
U10,35.5,35.46666666666667,WPG,1.632,0.865,-0.0412640565693208,0.03333333333333144
U10,35.6,35.65,WPG,1.511,0.799,-0.0365352000146076,0.04999999999999716
U10,35.7,35.714285714285715,WPG,1.389,0.791,-0.0716234411518421,0.014285714285712459
U10,35.8,35.714285714285715,WPG,1.389,0.791,-0.0716234411518421,0.08571428571428186
U10,36.0,36.0,WPG,1.522,0.869,-0.08013567673319,0.0
U10,36.4,36.41666666666666,WPG,1.357,0.787,-0.0793508567393485,0.016666666666658614
U10,36.5,36.41666666666666,WPG,1.357,0.787,-0.0793508567393485,0.08333333333334281
U10,36.7,36.75,WPG,1.366,0.72,-0.0314991957609416,0.04999999999999716
U10,36.8,36.833333333333336,WPG,1.66,0.842,-0.016539919082649,0.033333333333338544
U10,36.9,36.833333333333336,WPG,1.66,0.842,-0.016539919082649,0.06666666666666288
U10,37.0,37.0,WPG,1.544,0.809,-0.032843070245885,0.0
U10,37.1,37.142857142857146,WPG,1.665,0.881,-0.0409671557641907,0.04285714285714448
U10,37.2,37.142857142857146,WPG,1.665,0.881,-0.0409671557641907,0.05714285714285694
U10,37.5,37.5925925925926,WPG,1.601,0.849,-0.0403281123761817,0.09259259259260233
U10,37.6,37.5925925925926,WPG,1.601,0.849,-0.0403281123761817,0.007407407407399091
U10,37.7,37.8,WPG,1.69,0.845,-0.0085199874164033,0.09999999999999432
U10,37.8,37.8,WPG,1.69,0.845,-0.0085199874164033,0.0
U10,37.9,37.92307692307692,WPG,1.55,0.681,0.0555982482271134,0.02307692307692122
U10,38.0,38.0,WPG,1.67,0.686,0.0914413765802691,0.0
U10,38.2,38.266666666666666,WPG,1.725,0.755,0.0634103119082457,0.06666666666666288
U10,38.3,38.266666666666666,WPG,1.725,0.755,0.0634103119082457,0.03333333333333144
U10,38.4,38.4,WPG,1.536,0.746,0.0067592987566125,0.0
U10,38.5,38.5,WPG,1.526,0.804,-0.0349891439781903,0.0
U10,38.6,38.63636363636363,WPG,1.613,0.8,-0.0041499497336618,0.03636363636363171
U10,38.7,38.63636363636363,WPG,1.613,0.8,-0.0041499497336618,0.06363636363636971
U10,38.8,38.78787878787879,WPG,1.723,0.812,0.0249564678868516,0.012121212121208202
U10,38.9,38.86363636363637,WPG,1.71,0.847,-0.0031891596558154,0.03636363636363171
U10,39.0,39.0,WPG,1.475,0.791,-0.0432418117884397,0.0
U10,39.1,39.11111111111112,WPG,1.72,0.865,-0.0121903531506269,0.011111111111119953
U10,39.2,39.11111111111112,WPG,1.72,0.865,-0.0121903531506269,0.08888888888888147
U10,39.5,39.51020408163265,WPG,1.732,0.886,-0.0220208077564462,0.010204081632650741
U10,39.6,39.66666666666666,WPG,1.603,0.854,-0.0429128591827369,0.06666666666665577
U10,39.7,39.66666666666666,WPG,1.603,0.854,-0.0429128591827369,0.03333333333334565
U10,40.0,40.0,WPG,1.511,0.831,-0.0581675750286421,0.0
U10,40.1,40.11111111111112,WPG,1.746,0.87,-0.006571418067375,0.011111111111119953
U10,40.2,40.11111111111112,WPG,1.746,0.87,-0.006571418067375,0.08888888888888147
U10,40.3,40.375,WPG,1.618,0.84,-0.0286979110459268,0.07500000000000284
U10,40.4,40.375,WPG,1.618,0.84,-0.0286979110459268,0.02499999999999858
U10,40.6,40.61111111111112,WPG,1.757,0.813,0.0348681970608103,0.011111111111119953
U10,40.7,40.61111111111112,WPG,1.757,0.813,0.0348681970608103,0.08888888888888147
U10,41.0,41.0,WPG,1.773,0.843,0.0205842597476129,0.0
U10,41.2,41.25,WPG,1.624,0.799,0.0007754494094704,0.04999999999999716
U10,41.3,41.333333333333336,WPG,1.546,0.744,0.0119558769551877,0.033333333333338544
U10,41.4,41.36363636363637,WPG,1.669,0.8,0.0145150353703512,0.03636363636363171
U10,41.6,41.6,WPG,1.679,0.81,0.0117768753887503,0.0
U10,41.7,41.6875,WPG,1.564,0.794,-0.0160841698026361,0.012500000000002842
U10,41.8,41.8,WPG,1.785,0.845,0.0229149011007139,0.0
U10,41.9,41.888888888888886,WPG,1.542,0.795,-0.0238477132452887,0.011111111111112848
U10,42.0,42.0,WPG,1.696,0.752,0.0554895361369269,0.0
U10,42.4,42.42857142857143,WPG,1.536,0.791,-0.0233239725925663,0.028571428571432023
U10,42.5,42.42857142857143,WPG,1.536,0.791,-0.0233239725925663,0.0714285714285694
U10,42.6,42.66666666666666,WPG,1.561,0.8,-0.0211107027128998,0.06666666666665577
U10,42.7,42.72727272727273,WPG,1.848,0.847,0.0423536648327688,0.027272727272723785
U10,42.8,42.72727272727273,WPG,1.848,0.847,0.0423536648327688,0.07272727272727053
U10,42.9,42.93333333333333,WPG,1.821,0.865,0.0211826813548124,0.03333333333333144
U10,43.0,43.0,WPG,1.821,0.862,0.0229703439463591,0.0
U10,43.2,43.27272727272727,WPG,1.826,0.812,0.05868321511255,0.07272727272727053
U10,43.3,43.27272727272727,WPG,1.826,0.812,0.05868321511255,0.027272727272723785
U10,43.4,43.42857142857143,WPG,1.824,0.859,0.0267068123539077,0.028571428571432023
U10,43.5,43.5,WPG,1.637,0.679,0.0852084721038806,0.0
U10,43.7,43.75,WPG,1.692,0.804,0.019434964927807,0.04999999999999716
U10,43.8,43.75,WPG,1.692,0.804,0.019434964927807,0.04999999999999716
U10,44.1,44.18181818181818,WPG,1.729,0.8,0.0342309427494936,0.08181818181817846
U10,44.2,44.2,WPG,1.633,0.747,0.0384969038596653,0.0
U10,44.3,44.333333333333336,WPG,1.744,0.751,0.0724166857881177,0.033333333333338544
U10,44.4,44.4,WPG,1.703,0.854,-0.0102625459090009,0.0
U10,44.5,44.44444444444444,WPG,1.851,0.87,0.0280008006020623,0.055555555555557135
U10,44.9,44.92857142857143,WPG,1.712,0.836,0.0048584572554601,0.028571428571432023
U10,45.0,45.0,WPG,1.625,0.794,0.004020214132094,0.0
U10,45.1,45.03703703703704,WPG,1.715,0.807,0.0250289228645713,0.06296296296296333
U10,45.3,45.333333333333336,WPG,1.719,0.831,0.0104805807690744,0.033333333333338544
U10,45.4,45.333333333333336,WPG,1.719,0.831,0.0104805807690744,0.06666666666666288
U10,45.7,45.70588235294117,WPG,1.805,0.684,0.1370167466104743,0.005882352941164015
U10,45.8,45.81818181818182,WPG,1.652,0.725,0.0592532094087425,0.018181818181822962
U10,45.9,45.81818181818182,WPG,1.652,0.725,0.0592532094087425,0.08181818181817846
U10,46.0,46.0,WPG,1.601,0.791,-0.002032893812053,0.0
U10,46.4,46.46666666666667,WPG,1.91,0.81,0.0877331290674575,0.06666666666666998
U10,46.5,46.46666666666667,WPG,1.91,0.81,0.0877331290674575,0.03333333333333144
U10,46.7,46.76923076923077,WPG,1.942,0.815,0.0948241270386419,0.06923076923076366
U10,46.8,46.76923076923077,WPG,1.942,0.815,0.0948241270386419,0.03076923076923066
U10,47.0,47.09090909090909,WPG,1.758,0.749,0.0784427069358952,0.09090909090909349
U10,47.1,47.09090909090909,WPG,1.758,0.749,0.0784427069358952,0.009090909090907928
U10,47.2,47.25,WPG,1.927,0.862,0.0579582729912526,0.04999999999999716
U10,47.3,47.25,WPG,1.927,0.862,0.0579582729912526,0.04999999999999716
U10,47.5,47.5,WPG,1.7,0.679,0.1063181140233749,0.0
U10,47.6,47.66666666666666,WPG,1.697,0.744,0.0613560438428719,0.06666666666665577
U10,47.7,47.66666666666666,WPG,1.697,0.744,0.0613560438428719,0.03333333333334565
U10,48.0,48.0,WPG,1.952,0.859,0.0686896209250407,0.0
U10,48.2,48.22222222222222,WPG,1.668,0.796,0.0175573110201568,0.02222222222221859
U10,48.3,48.22222222222222,WPG,1.668,0.796,0.0175573110201568,0.07777777777777573
U10,48.4,48.4375,WPG,1.784,0.795,0.0565209501582899,0.03750000000000142
U10,48.5,48.4375,WPG,1.784,0.795,0.0565209501582899,0.0625
U10,48.6,48.57142857142857,WPG,1.79,0.801,0.0542177965321074,0.028571428571432023
U10,49.0,49.0,WPG,2.028,0.757,0.1620238456859921,0.0
U10,49.3,49.333333333333336,WPG,1.804,0.804,0.0564017674901852,0.033333333333338544
U10,49.4,49.4,WPG,1.983,0.854,0.0823076095676068,0.0
U10,49.6,49.61111111111112,WPG,2.014,0.813,0.1195228677769399,0.011111111111119953
U10,49.7,49.71428571428572,WPG,1.646,0.737,0.0494607752980699,0.014285714285719564
U10,49.8,49.875,WPG,1.997,0.84,0.0962572631629433,0.07500000000000284
U10,49.9,49.875,WPG,1.997,0.84,0.0962572631629433,0.02499999999999858
U10,50.0,50.0,WPG,1.992,0.843,0.092705343488017,0.0
U10,50.1,50.09090909090909,WPG,1.712,0.677,0.1114167919368461,0.009090909090907928
U10,50.2,50.142857142857146,WPG,2.002,0.836,0.1003342064622948,0.05714285714285694
U10,50.3,50.285714285714285,WPG,1.543,0.666,0.0629548756301733,0.014285714285712459
U10,50.4,50.4,WPG,1.831,0.747,0.1037332976004145,0.0
U10,51.0,51.0,WPG,1.848,0.831,0.0526331117973224,0.0
U10,51.6,51.6,WPG,2.031,0.81,0.127646006687125,0.0
U10,51.7,51.66666666666666,WPG,1.768,0.679,0.128830998190148,0.03333333333334565
U10,52.0,52.0,WPG,1.736,0.741,0.0761353352310887,0.0
U10,52.7,52.8,WPG,2.073,0.859,0.1084644521224175,0.09999999999999432
U10,52.8,52.8,WPG,2.073,0.859,0.1084644521224175,0.0
U10,52.9,52.92307692307692,WPG,2.061,0.752,0.176118962119076,0.02307692307692122
U10,53.0,52.96969696969697,WPG,2.062,0.812,0.1367373507364829,0.030303030303031164
U10,53.1,53.18181818181818,WPG,1.921,0.749,0.1318355359320731,0.08181818181817846
U10,53.2,53.2,WPG,1.767,0.675,0.1307597779794682,0.0
U10,53.3,53.30769230769231,WPG,1.917,0.68,0.1770724581590624,0.007692307692309441
U10,53.4,53.30769230769231,WPG,1.917,0.68,0.1770724581590624,0.09230769230769198
U10,54.2,54.26086956521739,WPG,2.237,0.622,0.3215181560448334,0.060869565217387844
U10,54.3,54.26086956521739,WPG,2.237,0.622,0.3215181560448334,0.03913043478260647
U10,54.4,54.44444444444444,WPG,1.922,0.745,0.1352921015949431,0.04444444444444429
U10,54.5,54.44444444444444,WPG,1.922,0.745,0.1352921015949431,0.055555555555557135
U10,54.6,54.66666666666666,WPG,2.119,0.854,0.1268448757267865,0.06666666666665577
U10,54.7,54.66666666666666,WPG,2.119,0.854,0.1268448757267865,0.03333333333334565
U10,54.8,54.85714285714285,WPG,1.928,0.801,0.0996865736313655,0.057142857142849834
U10,54.9,54.85714285714285,WPG,1.928,0.801,0.0996865736313655,0.04285714285715159
U10,55.0,55.0,WPG,1.798,0.796,0.0601076528912355,0.0
U10,55.2,55.25,WPG,1.935,0.805,0.0996086152748944,0.04999999999999716
U10,55.3,55.25,WPG,1.935,0.805,0.0996086152748944,0.04999999999999716
U10,55.6,55.642857142857146,WPG,2.141,0.836,0.1461161836953505,0.04285714285714448
U10,55.7,55.642857142857146,WPG,2.141,0.836,0.1461161836953505,0.05714285714285694
U10,55.8,55.85714285714285,WPG,1.666,0.667,0.1031452631711782,0.057142857142849834
U10,55.9,55.85714285714285,WPG,1.666,0.667,0.1031452631711782,0.04285714285715159
U10,56.0,56.0,WPG,1.711,0.732,0.074062952044913,0.0
U10,56.2,56.25,WPG,1.708,0.67,0.1146267191596802,0.04999999999999716
U10,56.3,56.25,WPG,1.708,0.67,0.1146267191596802,0.04999999999999716
U10,56.4,56.47058823529412,WPG,2.066,0.617,0.2685049529219724,0.0705882352941245
U10,56.5,56.47058823529412,WPG,2.066,0.617,0.2685049529219724,0.02941176470587692
U10,56.7,56.73333333333333,WPG,2.009,0.682,0.20608407476456,0.03333333333332433
U10,56.8,56.73333333333333,WPG,2.009,0.682,0.20608407476456,0.06666666666666998
U10,57.0,57.0,WPG,1.981,0.832,0.0966364517434715,0.0
U10,57.5,57.57142857142857,WPG,1.845,0.738,0.1146557355692798,0.0714285714285694
U10,57.6,57.57142857142857,WPG,1.845,0.738,0.1146557355692798,0.028571428571432023
U10,57.8,57.82857142857143,WPG,2.208,0.859,0.1532409216946849,0.028571428571432023
U10,57.9,57.82857142857143,WPG,2.208,0.859,0.1532409216946849,0.0714285714285694
U10,58.0,58.0,WPG,1.878,0.724,0.1349801360967142,0.0
U10,58.1,58.18181818181818,WPG,2.229,0.812,0.1916191985156209,0.08181818181817846
U10,58.2,58.18181818181818,WPG,2.229,0.812,0.1916191985156209,0.018181818181822962
U10,58.5,58.5,WPG,2.104,0.616,0.2819962967736983,0.0
U10,58.7,58.8,WPG,2.228,0.755,0.2294800849867297,0.09999999999999432
U10,58.8,58.8,WPG,2.228,0.755,0.2294800849867297,0.0
U10,58.9,58.84615384615385,WPG,2.197,0.752,0.2207592662322178,0.05384615384615188
U10,59.1,59.18181818181818,WPG,1.895,0.677,0.1717234806610106,0.08181818181817846
U10,59.2,59.18181818181818,WPG,1.895,0.677,0.1717234806610106,0.018181818181822962
U10,59.5,59.5,WPG,1.911,0.742,0.1337024130980018,0.0
U10,59.6,59.63636363636363,WPG,2.239,0.749,0.2368846117979115,0.03636363636363171
U10,59.7,59.63636363636363,WPG,2.239,0.749,0.2368846117979115,0.06363636363636971
U12,4.0,4.0,CPG,1.232,0.949,-0.2292955504601456,0.0
U12,4.1,4.1,SSPG,1.295,0.964,-0.2181797556094135,0.0
U12,4.2,4.2,CPG,1.26,0.948,-0.2195654378281782,0.0
U12,4.3,4.300813008130081,CPG,1.283,0.947,-0.2031358123340888,0.0008130081300814496
U12,4.4,4.4,SSPG,1.289,0.956,-0.2151094648651839,0.0
U12,4.5,4.5,CPG,1.302,0.958,-0.2120915758570434,0.0
U12,4.6,4.6,SSPG,1.322,0.957,-0.2049809473754986,0.0
U12,4.7,4.7,CPG,1.402,0.967,-0.1854321549592558,0.0
U12,4.8,4.8,SSPG,1.308,0.951,-0.2057029868072818,0.0
U12,4.9,4.9,CPG,1.354,0.955,-0.1932277936433594,0.0
U12,5.0,5.0,SSPG,1.324,0.959,-0.2060354139072725,0.0
U12,5.1,5.1,SSPG,1.328,0.943,-0.1939261403059727,0.0
U12,5.2,5.2,SSPG,1.345,0.96,-0.1994795410771097,0.0
U12,5.3,5.3023255813953485,SSPG,1.388,0.971,-0.1695841116515203,0.0023255813953486637
U12,5.4,5.4,SSPG,1.317,0.945,-0.1985497057942276,0.0
U12,5.5,5.5,SSPG,1.348,0.953,-0.1941068957043273,0.0
U12,5.6,5.6,SSPG,1.354,0.962,-0.1975210804486448,0.0
U12,5.7,5.7,SSPG,1.336,0.947,-0.1933500202929712,0.0
U12,5.8,5.8,SSPG,1.396,0.962,-0.1842839896943068,0.0
U12,5.9,6.0,SSPG,1.363,0.955,-0.1903949223959814,0.09999999999999964
U12,6.0,6.0,SSPG,1.363,0.955,-0.1903949223959814,0.0
U12,6.1,6.0,SSPG,1.363,0.955,-0.1903949223959814,0.09999999999999964
U12,6.2,6.2,SSPG,1.408,0.964,-0.1809278500087743,0.0
U12,6.3,6.3,SSPG,1.368,0.949,-0.1844197776986664,0.0
U12,6.4,6.4,SSPG,1.441,0.964,-0.1702902466162997,0.0
U12,6.5,6.5,SSPG,1.391,0.957,-0.1821496157524855,0.0
U12,6.6,6.6,SSPG,1.393,0.95,-0.1766335074393927,0.0
U12,6.7,6.698924731182796,CPG,1.449,0.954,-0.1505122168672664,0.0010752688172042113
U12,6.8,6.8,SSPG,1.476,0.965,-0.1592630551985416,0.0
U12,6.9,6.9,SSPG,1.409,0.951,-0.1720890448603116,0.0
U12,7.0,7.0,SSPG,1.419,0.946,-0.1658199093400166,0.0
U12,7.1,7.100840336134452,CPG,1.456,0.945,-0.1444942683480247,0.0008403361344520022
U12,7.2,7.2,SSPG,1.444,0.96,-0.166538530853926,0.0
U12,7.3,7.2,SSPG,1.444,0.96,-0.166538530853926,0.09999999999999964
U12,7.4,7.399999999999999,CPG,1.531,0.96,-0.138101692331941,1.7763568394002505e-15
U12,7.5,7.5,CPG,1.513,0.952,-0.1385480628023706,0.0
U12,7.6,7.6,CPG,1.535,0.963,-0.1387104544391051,0.0
U12,7.7,7.699218750000001,CPG,1.489,0.947,-0.1352473179542591,0.0007812499999992895
U12,7.8,7.800000000000001,CPG,1.494,0.945,-0.140251352385417,8.881784197001252e-16
U12,7.9,7.901960784313725,CPG,1.492,0.941,-0.1181514988054239,0.001960784313724595
U12,8.0,8.0,CPG,1.467,0.938,-0.1442830989212351,0.0
U12,8.1,8.098765432098764,CPG,1.601,0.959,-0.1018577343316567,0.0012345679012355504
