iter, gearRatio, moduleBig, moduleSmall, Ns, NpBig, NpSmall, Nr, numPlanet, fwSunMM, fwPlanetBigMM, fwPanetSmallMM, fwRingMM, mass, eff, peakTorque, Cost, Torque_Density, Outer_Bearing_mass, Actuator_width
2 , 16.517857142857142 , 0.5 , 0.5 , 21 , 79 , 32 , 132 , 3 , 12.942 , 12.942 , 25.385 , 25.385 , 0.834 , 0.942 , 38.066 , -0.17701642325287964 , 45.643 , 0.103 , 97.82742624400875
2 , 16.517857142857142 , 0.5 , 0.5 , 21 , 79 , 32 , 132 , 3 , 12.942 , 12.942 , 25.385 , 25.385 , 0.834 , 0.942 , 38.066 , 0.46584071960357704 , 45.643 , 0.103 , 97.82742624400875
2 , 16.724137931034484 , 0.5 , 0.5 , 21 , 76 , 29 , 126 , 3 , 12.961 , 12.961 , 27.782 , 27.782 , 0.83 , 0.939 , 38.542 , -0.11418487776963904 , 46.436 , 0.103 , 100.2433571175272
2 , 16.724137931034484 , 0.5 , 0.5 , 21 , 76 , 29 , 126 , 3 , 12.961 , 12.961 , 27.782 , 27.782 , 0.83 , 0.939 , 38.542 , 0.4030565015400418 , 46.436 , 0.103 , 100.2433571175272
3 , 16.97142857142857 , 0.5 , 0.5 , 21 , 78 , 30 , 129 , 3 , 12.948 , 12.948 , 27.277 , 27.277 , 0.838 , 0.94 , 39.112 , 0.361095492870346 , 46.673 , 0.103 , 99.72555519755916
2 , 16.97142857142857 , 0.5 , 0.5 , 21 , 78 , 30 , 129 , 3 , 12.948 , 12.948 , 27.277 , 27.277 , 0.838 , 0.94 , 39.112 , -0.06747593570166727 , 46.673 , 0.103 , 99.72555519755916
2 , 16.97142857142857 , 0.5 , 0.5 , 21 , 78 , 30 , 129 , 3 , 12.948 , 12.948 , 27.277 , 27.277 , 0.838 , 0.94 , 39.112 , 0.932524064298347 , 46.673 , 0.103 , 99.72555519755916
3 , 16.97142857142857 , 0.5 , 0.5 , 21 , 78 , 30 , 129 , 3 , 12.948 , 12.948 , 27.277 , 27.277 , 0.838 , 0.94 , 39.112 , 1.9325240642983612 , 46.673 , 0.103 , 99.72555519755916
1 , 17.5 , 0.5 , 0.5 , 21 , 77 , 28 , 126 , 3 , 12.955 , 12.955 , 29.505 , 29.505 , 0.844 , 0.938 , 40.33 , 1.6498777802862934 , 47.784 , 0.103 , 101.96024873160414
1 , 17.5 , 0.5 , 0.5 , 21 , 77 , 28 , 126 , 3 , 12.955 , 12.955 , 29.505 , 29.505 , 0.844 , 0.938 , 40.33 , 0.6498777802862791 , 47.784 , 0.103 , 101.96024873160414
1 , 17.5 , 0.5 , 0.5 , 21 , 77 , 28 , 126 , 3 , 12.955 , 12.955 , 29.505 , 29.505 , 0.844 , 0.938 , 40.33 , -0.35012221971373514 , 47.784 , 0.103 , 101.96024873160414
1 , 17.5 , 0.5 , 0.5 , 21 , 77 , 28 , 126 , 3 , 12.955 , 12.955 , 29.505 , 29.505 , 0.844 , 0.938 , 40.33 , 0.6498777802858527 , 47.784 , 0.103 , 101.96024873160414
2 , 17.733990147783253 , 0.5 , 0.5 , 21 , 79 , 29 , 129 , 3 , 12.942 , 12.942 , 28.907 , 28.907 , 0.853 , 0.939 , 40.869 , -0.007947451364324065 , 47.912 , 0.103 , 101.3493261316998
2 , 17.733990147783253 , 0.5 , 0.5 , 21 , 79 , 29 , 129 , 3 , 12.942 , 12.942 , 28.907 , 28.907 , 0.853 , 0.939 , 40.869 , 0.31224959297026733 , 47.912 , 0.103 , 101.3493261316998
2 , 17.733990147783253 , 0.5 , 0.5 , 21 , 79 , 29 , 129 , 3 , 12.942 , 12.942 , 28.907 , 28.907 , 0.853 , 0.939 , 40.869 , 1.3122495929702815 , 47.912 , 0.103 , 101.3493261316998
2 , 17.733990147783253 , 0.5 , 0.5 , 21 , 79 , 29 , 129 , 3 , 12.942 , 12.942 , 28.907 , 28.907 , 0.853 , 0.939 , 40.869 , 2.3122495929702955 , 47.912 , 0.103 , 101.3493261316998
