iter, gearRatio, moduleBig, moduleSmall, Ns, NpBig, NpSmall, NrBig, NrSmall, numPlanet, fwSunMM, fwPlanetBigMM, fwPanetSmallMM, fwRingBigMM, fwRingSmallMM,  mass, eff, peakTorque, Cost, Torque_Density, Outer_Bearing_mass, Actuator_width
1 , 43.42857142857143 , 0.5 , 0.5 , 21 , 57 , 42 , 135 , 120 , 3 , 13.125 , 59.713 , 72.068 , 59.713 , 72.068 , 1.174 , 0.859 , 100.084 , -0.18786435291115527 , 85.25 , 0.038 , 197.28107784060916
2 , 43.75 , 0.6 , 0.6 , 24 , 45 , 36 , 114 , 105 , 3 , 7.681 , 51.075 , 59.547 , 51.075 , 59.547 , 1.1 , 0.804 , 100.825 , -0.1758573260314379 , 91.659 , 0.05 , 176.12223203025331
3 , 43.75 , 0.6 , 0.6 , 24 , 45 , 36 , 114 , 105 , 3 , 7.681 , 51.075 , 59.547 , 51.075 , 59.547 , 1.1 , 0.804 , 100.825 , -0.1758573260314379 , 91.659 , 0.05 , 176.12223203025331
3 , 43.75 , 0.6 , 0.6 , 24 , 45 , 36 , 114 , 105 , 3 , 7.681 , 51.075 , 59.547 , 51.075 , 59.547 , 1.1 , 0.804 , 100.825 , -0.1758573260314379 , 91.659 , 0.05 , 176.12223203025331
4 , 43.75 , 0.6 , 0.6 , 24 , 45 , 36 , 114 , 105 , 3 , 7.681 , 51.075 , 59.547 , 51.075 , 59.547 , 1.1 , 0.804 , 100.825 , -0.1758573260314379 , 91.659 , 0.05 , 176.12223203025331
6 , 44.0 , 0.5 , 0.5 , 63 , 33 , 30 , 129 , 126 , 3 , 3.349 , 71.221 , 76.714 , 71.221 , 76.714 , 1.3 , 0.621 , 101.401 , 0.0127811616630083 , 78.001 , 0.081 , 215.43410670887852
4 , 44.18181818181818 , 0.5 , 0.5 , 44 , 54 , 46 , 152 , 144 , 4 , 3.713 , 40.964 , 45.278 , 40.964 , 45.278 , 1.177 , 0.8 , 101.82 , -0.1477390582196787 , 86.508 , 0.081 , 153.7423487674881
4 , 44.2 , 0.6 , 0.6 , 30 , 39 , 33 , 108 , 102 , 3 , 5.719 , 56.14 , 63.446 , 56.14 , 63.446 , 1.097 , 0.747 , 101.862 , -0.13823849102800018 , 92.855 , 0.05 , 185.08533712215592
1 , 44.4 , 0.5 , 0.5 , 18 , 54 , 39 , 126 , 111 , 3 , 16.255 , 65.764 , 80.795 , 65.764 , 80.795 , 1.174 , 0.854 , 102.323 , -0.1846088396845728 , 87.158 , 0.038 , 212.05933870522958
1 , 44.4 , 0.5 , 0.5 , 18 , 54 , 39 , 126 , 111 , 3 , 16.255 , 65.764 , 80.795 , 65.764 , 80.795 , 1.174 , 0.854 , 102.323 , -0.1846088396845728 , 87.158 , 0.038 , 212.05933870522958
